raw yaw,kal yaw,p1,p2,p3,p4
91.846916,106.938522,3,2,0,0
92.438103,107.541992,3,2,0,0
92.234207,107.36277,3,2,0,0
92.395966,107.491043,3,2,0,0
93.755844,108.874359,3,2,0,0
96.184456,111.276108,3,2,0,0
100.278862,115.417473,3,2,0,0
107.864655,123.034065,3,2,0,0
117.076668,132.242599,3,2,0,0
130.442062,145.724792,3,2,0,0
145.604401,160.877121,3,2,0,0
160.511414,175.728134,3,2,0,0
170.142456,-174.701279,3,2,0,0
177.167511,-167.698532,3,2,0,0
-178.773849,166.004272,3,2,0,0
-177.169128,-162.05835,3,2,0,0
-176.569794,-161.482681,3,2,0,0
-176.792099,-161.731674,3,2,0,0
-176.147888,-161.023865,3,2,0,0
-175.050476,-159.945312,3,2,0,0
-172.364639,-157.240982,3,2,0,0
-167.186234,-151.977051,3,2,0,0
-160.868256,-145.709396,3,2,0,0
-150.242783,-135.094925,3,2,0,0
-137.50563,-122.329079,3,2,0,0
-123.495003,-108.259521,3,2,0,0
-110.410812,-95.202286,3,2,0,0
-100.610435,-85.460403,3,2,0,0
-93.630104,-78.474976,3,2,0,0
-89.382774,-74.27739,3,2,0,0
-87.829544,-72.702698,3,2,0,0
-87.193916,-72.059685,3,2,0,0
-86.201439,-71.076126,3,2,0,0
-85.940186,-70.779785,3,2,0,0
-84.479515,-69.335213,3,2,0,0
-82.351624,-67.270218,3,2,0,0
-78.241089,-63.130344,3,2,0,0
-70.312553,-55.151436,3,2,0,0
-58.182594,-42.990585,3,2,0,0
-47.373112,-32.194935,3,2,0,0
-43.126888,-28.02351,3,2,0,0
-37.177452,-22.067764,3,2,0,0
-31.32972,-16.203468,3,2,0,0
-24.332596,-9.186902,3,2,0,0
-17.186316,-2.033225,3,2,0,0
-9.110963,6.087166,3,2,0,0
-0.467021,14.715238,3,2,0,0
8.227492,23.364309,3,2,0,0
16.884268,32.026508,3,2,0,0
24.701057,39.846504,3,2,0,0
31.794201,46.953949,3,2,0,0
38.617298,53.744469,3,2,0,0
44.808277,59.939793,3,2,0,0
50.646194,65.762802,3,2,0,0
56.19389,71.313362,3,2,0,0
58.134838,73.276573,3,2,0,0
71.529305,86.735054,3,2,0,0
82.109818,97.322258,3,2,0,0
87.475189,102.640297,3,2,0,0
90.769463,105.854279,3,2,0,0
91.863411,106.966202,3,2,0,0
92.074219,107.165024,3,2,0,0
92.252647,107.382118,3,2,0,0
92.797119,107.901634,3,2,0,0
92.95829,108.051071,3,2,0,0
95.778061,110.881111,3,2,0,0
100.234917,115.362,3,2,0,0
-84.789833,-69.000809,3,2,0,1
-37.040325,-21.263937,3,2,0,1
-31.134716,-15.326303,3,2,0,1
-24.608591,-8.789754,3,2,0,1
-16.795124,-0.96618,3,2,0,1
8.631013,24.455837,3,2,0,1
17.325895,33.146912,3,2,0,1
25.086033,40.912678,3,2,0,1
32.000034,47.814388,3,2,0,1
38.816715,54.634037,3,2,0,1
45.014214,60.812576,3,2,0,1
50.856976,66.658821,3,2,0,1
56.271988,72.074257,3,2,0,1
58.354462,74.140686,3,2,0,1
71.571983,87.485451,3,2,0,1
82.151268,98.028427,3,2,0,1
88.0009,103.841591,3,2,0,1
90.79792,106.562088,3,2,0,1
91.913597,107.671577,3,2,0,1
92.497604,108.283035,3,2,0,1
92.676712,108.472076,3,2,0,1
92.85611,108.634613,3,2,0,1
93.412827,109.183861,3,2,0,1
95.840744,111.61216,3,2,0,1
100.337082,116.131142,3,2,0,1
107.92112,123.762093,3,2,0,1
118.281456,134.152313,3,2,0,1
131.521698,147.484482,3,2,0,1
146.829041,162.816055,3,2,0,1
160.300049,176.166611,3,2,0,1
170.786362,-173.365112,3,2,0,1
177.165771,-167.050888,3,2,0,1
-179.670929,164.448669,3,2,0,1
-177.123169,-161.342484,3,2,0,1
-176.939499,-161.195709,3,2,0,1
-176.325211,-160.545349,3,2,0,1
-175.259644,-159.48497,3,2,0,1
-174.105972,-158.297974,3,2,0,1
-171.329269,-155.511398,3,2,0,1
-166.439377,-150.578278,3,2,0,1
-159.522064,-143.676682,3,2,0,1
-149.602905,-133.790466,3,2,0,1
-136.031357,-120.166634,3,2,0,1
-123.42025,-107.557251,3,2,0,1
-110.337524,-94.426804,3,2,0,1
-101.850761,-86.045876,3,2,0,1
-94.083687,-78.258453,3,2,0,1
-88.861534,-73.093369,3,2,0,1
-87.74601,-71.973442,3,2,0,1
-87.111526,-71.308678,3,2,0,1
-86.122986,-70.33551,3,2,0,1
-85.867332,-70.033363,3,2,0,1
-84.387962,-68.582115,3,2,0,1
-82.678032,-66.894066,3,2,0,1
-77.694778,-61.889523,3,2,0,1
-69.57,-53.772587,3,2,0,1
-58.629417,-42.75732,3,2,0,1
-47.398758,-31.555283,3,2,0,1
-43.108776,-27.328846,3,2,0,1
-37.129883,-21.342739,3,2,0,1
-31.11104,-15.307635,3,2,0,1
-24.189068,-8.378666,3,2,0,1
-16.947556,-1.116422,3,2,0,1
-9.099746,6.768298,3,2,0,1
-0.172024,15.683765,3,2,0,1
8.375823,24.212936,3,2,0,1
16.907755,32.718426,3,2,0,1
24.820744,40.629299,3,2,0,1
32.05127,47.864964,3,2,0,1
38.764385,54.55125,3,2,0,1
44.8881,60.716286,3,2,0,1
50.77668,66.564476,3,2,0,1
56.285408,72.087761,3,2,0,1
57.192524,72.974518,3,2,0,1
72.144859,88.068672,3,2,0,1
82.014206,97.887161,3,2,0,1
87.452469,103.264183,3,2,0,1
90.767677,106.541695,3,2,0,1
92.660881,108.432877,3,2,0,1
92.442566,108.224365,3,2,0,1
92.240257,108.023453,3,2,0,1
92.399422,108.185188,3,2,0,1
93.762062,109.524139,3,2,0,1
96.211555,111.986794,3,2,0,1
101.212456,117.018692,3,2,0,1
107.310379,123.126617,3,2,0,1
118.232491,134.122147,3,2,0,1
131.476532,147.432419,3,2,0,1
145.172363,161.111862,3,2,0,1
158.986862,174.870102,3,2,0,1
169.891708,-174.281586,3,2,0,1
177.127686,-167.051041,3,2,0,1
-179.231461,164.889435,3,2,0,1
-177.155823,-161.393616,3,2,0,1
-176.561432,-160.794098,3,2,0,1
-176.784409,-161.041168,3,2,0,1
-175.722305,-159.949631,3,2,0,1
-175.016281,-159.213257,3,2,0,1
-172.325729,-156.529938,3,2,0,1
-167.521744,-151.681549,3,2,0,1
-160.312698,-144.484909,3,2,0,1
-148.821014,-132.996994,3,2,0,1
-136.544312,-120.682564,3,2,0,1
-122.943199,-107.065636,3,2,0,1
-110.3936,-94.490593,3,2,0,1
-100.83522,-84.993607,3,2,0,1
-94.076447,-78.272888,3,2,0,1
-89.780945,-73.98703,3,2,0,1
-87.388153,-71.613693,3,2,0,1
-86.766365,-70.954185,3,2,0,1
-86.90313,-71.09845,3,2,0,1
-85.895905,-70.043938,3,2,0,1
-84.813217,-69.011528,3,2,0,1
-82.679054,-66.907814,3,2,0,1
-77.792992,-62.02145,3,2,0,1
-69.969376,-54.1651,3,2,0,1
-58.949219,-43.0933,3,2,0,1
-47.267738,-31.42881,3,2,0,1
-43.058384,-27.272511,3,2,0,1
-37.090923,-21.315229,3,2,0,1
-31.166237,-15.382945,3,2,0,1
-24.250826,-8.423417,3,2,0,1
-16.985937,-1.183363,3,2,0,1
-8.923974,6.967827,3,2,0,1
-0.219631,15.626485,3,2,0,1
8.278295,24.081995,3,2,0,1
17.011654,32.834602,3,2,0,1
24.820404,40.620056,3,2,0,1
31.915565,47.746647,3,2,0,1
38.684982,54.482059,3,2,0,1
44.91428,60.719467,3,2,0,1
50.825253,66.621765,3,2,0,1
56.199104,72.00721,3,2,0,1
57.19817,72.98214,3,2,0,1
70.948158,86.845764,3,2,0,1
82.766159,98.656464,3,2,0,1
87.452957,103.262627,3,2,0,1
91.635246,107.432312,3,2,0,1
92.271423,108.030563,3,2,0,1
92.461258,108.254433,3,2,0,1
92.260399,108.055656,3,2,0,1
92.808342,108.584137,3,2,0,1
93.7817,109.555893,3,2,0,1
96.206535,111.963554,3,2,0,1
100.734077,116.538368,3,2,0,1
107.323349,123.142906,3,2,0,1
-47.472946,-16.50469,3,1,0,1
-43.129467,-12.2547,3,1,0,1
-37.22208,-6.312964,3,1,0,1
-31.382833,-0.480953,3,1,0,1
-24.41345,6.545318,3,1,0,1
-17.029821,13.910532,3,1,0,1
-9.044694,21.975239,3,1,0,1
-0.382547,30.578905,3,1,0,1
8.181587,39.083015,3,1,0,1
16.968294,47.859291,3,1,0,1
24.555281,55.461906,3,1,0,1
31.865122,62.826225,3,1,0,1
38.530914,69.408119,3,1,0,1
45.010658,75.883194,3,1,0,1
50.677448,81.480606,3,1,0,1
56.114361,86.978516,3,1,0,1
58.74696,89.588791,3,1,0,1
70.971962,101.928276,3,1,0,1
82.046349,113.0998,3,1,0,1
87.996056,118.898857,3,1,0,1
91.230591,122.051147,3,1,0,1
91.899513,122.730911,3,1,0,1
92.116692,122.939308,3,1,0,1
92.297112,123.159393,3,1,0,1
92.846184,123.63382,3,1,0,1
93.815971,124.661057,3,1,0,1
96.731918,127.576401,3,1,0,1
100.769516,131.688751,3,1,0,1
106.796265,137.71402,3,1,0,1
117.396072,148.413177,3,1,0,1
131.064896,162.306854,3,1,0,1
145.345703,176.472488,3,1,0,1
159.017029,-169.976196,3,1,0,1
170.77533,-158.28273,3,1,0,1
177.103714,-151.983337,3,1,0,1
-179.236496,149.740692,3,1,0,1
-177.580658,-146.738449,3,1,0,1
-176.958267,-146.090454,3,1,0,1
-176.329056,-145.560089,3,1,0,1
-175.688187,-144.815201,3,1,0,1
-175.403107,-144.54924,3,1,0,1
-172.737625,-141.891632,3,1,0,1
-167.040115,-136.038895,3,1,0,1
-160.805237,-129.866608,3,1,0,1
-150.17244,-119.25869,3,1,0,1
-138.280914,-107.293411,3,1,0,1
-123.422539,-92.340729,3,1,0,1
-110.826012,-79.801247,3,1,0,1
-101.320122,-70.413559,3,1,0,1
-94.032158,-63.099293,3,1,0,1
-89.738548,-58.886917,3,1,0,1
-87.746201,-56.843971,3,1,0,1
-87.114777,-56.2626,3,1,0,1
-86.870628,-55.957191,3,1,0,1
-85.865143,-54.881962,3,1,0,1
-85.171799,-54.223007,3,1,0,1
-83.103249,-52.248024,3,1,0,1
-77.617104,-46.770878,3,1,0,1
-71.14666,-40.234394,3,1,0,1
-59.744415,-28.74716,3,1,0,1
-47.593277,-16.641285,3,1,0,1
-43.375809,-12.496854,3,1,0,1
-37.297611,-6.429002,3,1,0,1
-31.573145,-0.689966,3,1,0,1
-24.47505,6.455279,3,1,0,1
-17.286299,13.617244,3,1,0,1
-9.254256,21.758152,3,1,0,1
-0.598718,30.406649,3,1,0,1
7.92894,38.824532,3,1,0,1
16.572309,47.488659,3,1,0,1
24.542236,55.429981,3,1,0,1
31.7332,62.648468,3,1,0,1
38.66605,69.584923,3,1,0,1
44.796852,75.62468,3,1,0,1
50.541584,81.400108,3,1,0,1
56.24062,87.121582,3,1,0,1
57.921288,88.7985,3,1,0,1
72.368401,103.512032,3,1,0,1
81.464058,112.466011,3,1,0,1
87.897186,118.897148,3,1,0,1
90.759232,121.573708,3,1,0,1
91.868004,122.722519,3,1,0,1
92.452042,123.297928,3,1,0,1
92.260895,123.122902,3,1,0,1
93.192657,123.978706,3,1,0,1
93.371277,124.235756,3,1,0,1
95.7855,126.601578,3,1,0,1
100.303703,131.18573,3,1,0,1
107.194473,138.168518,3,1,0,1
117.371117,148.332016,3,1,0,1
130.602036,161.831329,3,1,0,1
145.924438,177.130447,3,1,0,1
159.367203,-169.645767,3,1,0,1
169.434006,-159.583984,3,1,0,1
177.141907,-151.938889,3,1,0,1
-179.233871,149.687119,3,1,0,1
-176.699127,-145.846359,3,1,0,1
-176.974579,-146.14534,3,1,0,1
-176.766281,-145.965805,3,1,0,1
-175.309189,-144.452652,3,1,0,1
-174.98407,-144.116684,3,1,0,1
-171.374298,-140.486282,3,1,0,1
-168.082092,-137.046555,3,1,0,1
-160.605652,-129.647415,3,1,0,1
-150.500854,-119.560623,3,1,0,1
-138.424423,-107.443764,3,1,0,1
-123.8573,-92.772751,3,1,0,1
-111.753334,-80.704102,3,1,0,1
-100.825089,-69.904053,3,1,0,1
-94.548203,-63.618771,3,1,0,1
-89.800674,-58.995106,3,1,0,1
-87.399071,-56.504879,3,1,0,1
-86.785339,-55.930042,3,1,0,1
-86.92366,-56.108849,3,1,0,1
-85.916328,-54.914951,3,1,0,1
-84.423393,-53.511368,3,1,0,1
-81.865005,-51.032074,3,1,0,1
-77.666473,-46.827766,3,1,0,1
-69.980568,-39.075073,3,1,0,1
-58.408951,-27.412294,3,1,0,1
-47.50819,-16.580721,3,1,0,1
-43.322201,-12.5208,3,1,0,1
-37.400379,-6.553829,3,1,0,1
-31.490982,-0.596832,3,1,0,1
-24.527142,6.372426,3,1,0,1
-17.340628,13.591476,3,1,0,1
-9.287501,21.778065,3,1,0,1
-0.607324,30.424278,3,1,0,1
7.836515,38.770111,3,1,0,1
16.692373,47.598701,3,1,0,1
24.434935,55.401787,3,1,0,1
31.697411,62.649181,3,1,0,1
38.547428,69.416748,3,1,0,1
44.742786,75.625069,3,1,0,1
50.638813,81.49295,3,1,0,1
56.097557,86.932144,3,1,0,1
57.323837,88.210968,3,1,0,1
71.887947,102.99572,3,1,0,1
81.991119,113.022385,3,1,0,1
88.429161,119.423843,3,1,0,1
90.283661,121.049774,3,1,0,1
92.243042,123.095444,3,1,0,1
92.048576,122.859749,3,1,0,1
92.227493,123.06073,3,1,0,1
92.389473,123.244438,3,1,0,1
93.757019,124.546112,3,1,0,1
96.675278,127.538223,3,1,0,1
100.278458,131.152298,3,1,0,1
107.864082,138.820953,3,1,0,1
117.616737,148.565735,3,1,0,1
-82.674583,-79.625099,1,3,0,0
-78.057045,-75.007141,1,3,0,0
-82.674583,-79.625099,1,3,0,0
-78.057045,-75.007141,1,3,0,0
-31.24509,-28.18878,1,3,0,0
-24.373869,-21.315659,1,3,0,0
-17.102556,-14.047466,1,3,0,0
16.609039,19.664862,1,3,0,0
24.660873,27.717979,1,3,0,0
31.817204,34.872131,1,3,0,0
38.53978,41.592888,1,3,0,0
44.819118,47.874977,1,3,0,0
50.649616,53.698978,1,3,0,0
56.3218,59.37635,1,3,0,0
58.327385,61.37656,1,3,0,0
71.544617,74.620361,1,3,0,0
82.018402,85.09005,1,3,0,0
88.426765,91.488129,1,3,0,0
91.199745,94.250069,1,3,0,0
91.87719,94.922173,1,3,0,0
92.456131,95.509087,1,3,0,0
92.254219,95.305084,1,3,0,0
92.800438,95.850937,1,3,0,0
94.195732,97.244606,1,3,0,0
95.782677,98.829781,1,3,0,0
100.799271,103.855576,1,3,0,0
107.32457,110.38179,1,3,0,0
117.361069,120.42688,1,3,0,0
130.906067,133.988815,1,3,0,0
146.065292,149.151123,1,3,0,0
159.617981,162.683243,1,3,0,0
169.276337,172.334747,1,3,0,0
177.070129,-179.873062,1,3,0,0
-178.776245,178.153259,1,3,0,0
-177.171722,-174.122482,1,3,0,0
-176.164795,-173.120453,1,3,0,0
-176.380524,-173.333206,1,3,0,0
-176.569519,-173.521423,1,3,0,0
-175.011047,-171.957184,1,3,0,0
-171.824081,-168.771179,1,3,0,0
-166.924393,-163.856583,1,3,0,0
-160.139496,-157.076599,1,3,0,0
-149.366165,-146.307297,1,3,0,0
-136.515762,-133.446686,1,3,0,0
-122.364426,-119.290199,1,3,0,0
-110.606972,-107.537994,1,3,0,0
-100.682663,-97.62397,1,3,0,0
-94.523285,-91.469131,1,3,0,0
-89.785217,-86.736633,1,3,0,0
-87.35675,-84.303749,1,3,0,0
-86.734055,-83.67627,1,3,0,0
-86.491791,-83.440887,1,3,0,0
-85.459526,-82.3964,1,3,0,0
-83.953743,-80.898148,1,3,0,0
-82.183197,-79.137894,1,3,0,0
-77.61927,-74.565735,1,3,0,0
-69.781013,-66.728218,1,3,0,0
-58.36599,-55.298538,1,3,0,0
-47.411007,-44.349228,1,3,0,0
-43.12991,-40.081314,1,3,0,0
-37.219627,-34.169285,1,3,0,0
-31.241264,-28.188568,1,3,0,0
-24.272125,-21.213818,1,3,0,0
-16.872152,-13.815259,1,3,0,0
-8.913995,-5.845332,1,3,0,0
-0.268312,2.796049,1,3,0,0
8.441195,11.499755,1,3,0,0
17.171976,20.230083,1,3,0,0
24.781641,27.839275,1,3,0,0
32.073208,35.13047,1,3,0,0
38.739979,41.789738,1,3,0,0
44.971886,48.028534,1,3,0,0
50.72221,53.771778,1,3,0,0
56.22506,59.279331,1,3,0,0
57.37822,60.428585,1,3,0,0
70.973419,74.04641,1,3,0,0
82.049866,85.124641,1,3,0,0
87.959503,91.014267,1,3,0,0
90.797127,93.846252,1,3,0,0
91.487038,94.532516,1,3,0,0
92.101547,95.150276,1,3,0,0
92.675507,95.729179,1,3,0,0
93.234154,96.281822,1,3,0,0
93.82589,96.87188,1,3,0,0
95.84214,98.889885,1,3,0,0
100.340446,103.391769,1,3,0,0
106.938011,109.99308,1,3,0,0
117.955482,121.023193,1,3,0,0
130.813385,133.892593,1,3,0,0
145.946716,149.027542,1,3,0,0
159.106537,162.173462,1,3,0,0
169.310089,172.367371,1,3,0,0
177.14888,-179.791351,1,3,0,0
-178.752502,178.176208,1,3,0,0
-177.135437,-174.087906,1,3,0,0
-176.959656,-173.909164,1,3,0,0
-176.341797,-173.297745,1,3,0,0
-176.528931,-173.477432,1,3,0,0
-174.995895,-171.939667,1,3,0,0
-171.738388,-168.680511,1,3,0,0
-167.471207,-164.408707,1,3,0,0
-159.701431,-156.637924,1,3,0,0
-149.020782,-145.960663,1,3,0,0
-136.990875,-133.926544,1,3,0,0
-123.804619,-120.739342,1,3,0,0
-109.750282,-106.676994,1,3,0,0
-100.759834,-97.702026,1,3,0,0
-94.113235,-91.060776,1,3,0,0
-90.136185,-87.085922,1,3,0,0
-86.913551,-83.864548,1,3,0,0
-86.690834,-83.638512,1,3,0,0
-86.075935,-83.022575,1,3,0,0
-86.18795,-83.128906,1,3,0,0
-84.714897,-81.658424,1,3,0,0
-82.17038,-79.1222,1,3,0,0
-77.574409,-74.5261,1,3,0,0
-69.892456,-66.836876,1,3,0,0
-58.319157,-55.254761,1,3,0,0
-47.289764,-44.228981,1,3,0,0
-43.004322,-39.95565,1,3,0,0
-37.085701,-34.036072,1,3,0,0
-31.24505,-28.193708,1,3,0,0
-24.631126,-21.573368,1,3,0,0
-16.817724,-13.760453,1,3,0,0
-8.83618,-5.765045,1,3,0,0
-0.117932,2.94991,1,3,0,0
8.443089,11.499977,1,3,0,0
17.127295,20.186369,1,3,0,0
25.048687,28.100727,1,3,0,0
32.042416,35.099762,1,3,0,0
38.676098,41.727116,1,3,0,0
45.04908,48.103409,1,3,0,0
50.833351,53.883999,1,3,0,0
56.214363,59.266212,1,3,0,0
56.533066,59.585125,1,3,0,0
72.767654,75.848579,1,3,0,0
82.383835,85.449875,1,3,0,0
88.93158,91.991692,1,3,0,0
90.7808,93.828323,1,3,0,0
92.269836,95.317146,1,3,0,0
92.455902,95.505219,1,3,0,0
92.635071,95.686958,1,3,0,0
92.414803,95.462074,1,3,0,0
