raw,kal
141.28343,141.29216
141.61046,141.6185
141.62436,141.6324
141.6256,141.63905
141.28154,141.29553
141.29491,141.30249
140.61632,140.62901
141.30191,141.30521
141.29459,141.30209
141.64319,141.64903
141.63457,141.64473
141.2952,141.30562
141.62279,141.62674
141.6432,141.6526
141.27713,141.2912
141.29845,141.2912
141.27834,141.28885
141.2952,141.30461
141.29385,141.29915
140.96321,140.97127
141.63217,141.64146
141.29681,141.30722
141.63319,141.63742
140.9541,140.96393
141.28812,141.29507
141.63838,141.64149
141.62895,141.63602
140.96619,140.97903
140.96219,140.92288
140.96646,140.97069
141.97633,141.98685
140.97437,140.98676
140.98322,140.99883
141.31702,141.32471
141.32817,141.33931
140.99518,141.01123
141.34146,141.38486
141.33513,141.34288
141.33699,141.34589
141.0006,141.01422
141.67441,141.67638
141.33984,141.34853
141.33176,141.3401
141.32576,141.33868
141.32153,141.33443
140.97832,140.98668
141.31442,141.32214
141.64719,141.64374
141.3054,141.31731
141.31129,141.32799
141.62862,141.63382
141.63641,141.64594
141.31685,141.33028
140.95467,140.97105
141.28915,141.29813
141.64438,141.65103
141.28812,141.30409
141.62497,141.63625
141.63528,141.64729
141.2823,141.29268
141.61555,141.62654
141.29817,141.30965
141.63263,141.63965
141.29727,141.30995
141.28871,141.29532
140.96004,140.96844
141.63278,141.64059
141.29623,141.30894
141.29445,141.30946
141.95387,141.96635
140.96068,140.97519
140.95769,140.97076
140.94293,140.96358
141.28177,141.29326
141.26991,141.283
141.27592,141.2847
140.94778,140.94736
140.93103,140.94084
140.92508,140.88493
141.59613,141.60191
141.60432,141.61156
140.91203,140.93092
141.26849,141.27831
140.92247,140.9339
141.58041,141.06741
141.58345,141.59055
141.58223,141.5865
141.25125,141.2668
141.26508,141.27861
141.27631,141.28749
141.6097,141.61685
141.61229,141.62141
141.27968,141.28893
141.62924,141.63756
141.30344,141.31113
141.28871,141.30133
141.2907,141.29834
140.95599,140.96516
141.61948,141.62138
140.96335,140.98921
141.31366,141.31073
141.30266,141.3121
141.29475,141.30534
141.30133,141.30589
141.63248,141.64182
141.29637,141.30646
141.63071,141.64091
141.30222,141.31313
141.30016,141.29964
140.9581,140.96962
141.2789,141.31886
140.94952,140.96346
141.29504,141.30119
141.63115,141.66058
140.95648,140.97083
141.61748,141.63234
140.95586,140.97365
140.94658,140.96016
141.61981,141.62822
141.2907,141.31111
141.29202,141.18823
141.28645,141.39955
141.6432,141.67886
141.30348,141.31563
141.29846,141.26758
140.97235,140.99194
141.74739,141.77135
142.07529,142.12399
141.31889,141.41534
141.3298,141.32198
141.32344,141.50375
141.67586,141.70944
141.66541,141.66603
141.65465,141.6675
141.66315,141.64667
141.98273,142.67255
141.71997,142.36842
142.91681,143.98201
144.32904,145.52356
148.4527,149.6151
152.09966,153.16528
156.87267,157.8495
161.99806,162.9263
168.34169,168.87651
173.01218,173.39099
174.62048,174.94858
176.91925,177.16901
179.10268,179.49828
-178.1414,173.3864
-177.70711,-177.74997
-177.71158,-177.83189
-177.72156,-177.78532
-178.99432,-179.00432
-178.9426,-178.95781
-178.12419,-178.06033
-178.94484,-178.91544
-179.00311,-179.0327
179.84422,-147.34512
178.95796,179.24057
-179.38913,-168.10446
-178.99925,-178.94736
-178.60721,-178.61797
-177.35753,-177.3416
-177.79887,-177.85553
-179.45572,-179.44543
-178.56664,-178.55881
-179.84482,-179.83459
-179.06499,-179.0594
-178.5753,-178.56972
-178.57616,-178.5681
-179.06552,-179.0567
-179.02068,-179.01315
-178.67369,-178.66454
-179.02682,-179.01744
-178.63396,-178.62865
-178.63371,-178.62653
-178.68657,-178.67792
-179.09216,-179.08046
-179.48941,-179.48047
-178.65205,-178.64507
-179.09662,-179.08736
-179.10036,-179.09032
-179.05107,-179.04115
-179.10295,-179.09769
-179.94653,-179.93733
-178.69656,-178.68074
-178.70097,-178.69052
-179.94881,-179.93787
-179.49222,-179.48303
-179.49324,-179.48517
-179.09381,-179.0833
-179.54689,-179.5356
-179.09296,-179.08768
-178.2018,-178.19765
-178.19766,-178.1911
-179.08287,-179.07243
-179.48019,-179.46996
-179.02972,-179.0247
-178.23312,-178.22826
-179.4749,-179.46725
-179.07654,-179.06664
-179.41592,-179.40703
179.68933,147.43716
-179.47328,147.6701
-179.47156,-179.59003
-179.4691,-179.45851
-179.07593,-179.06697
-179.92477,-179.9144
-179.5294,-179.51842
-179.02412,-179.01398
-179.466,-179.4559
-179.46947,-179.45757
-178.58263,-178.58128
-179.07501,-179.06793
-178.62868,-178.62094
-179.01837,-179.00424
-179.02295,-179.01431
-179.07129,-179.06168
-178.66925,-178.65948
-179.46478,-179.45441
179.70186,152.24904
-179.84764,141.79243
-179.51591,-179.43323
-178.61372,-178.61023
-178.65623,-178.64859
-178.60266,-178.5938
-178.6053,-178.59726
-179.10106,-179.08936
-179.04408,-179.03134
-179.43622,-179.42374
-179.03444,-179.0295
-178.98441,-178.97507
-179.94188,-179.92831
-179.03288,-179.02385
-178.58582,-178.57631
-179.02863,-179.02092
-179.48854,-179.47836
-179.88048,-179.86969
-178.63493,-178.6274
-178.5898,-178.58235
-179.0365,-179.02574
-179.43733,-179.42372
-179.49747,-179.48302
-178.59935,-178.59438
-179.04819,-179.03647
-179.44234,-179.43211
-179.44595,-179.4384
-179.00281,-178.99432
-179.44817,-179.43962
-179.00121,-178.99124
-179.05157,-179.04237
-179.05771,-179.04962
-178.65456,-178.64607
-179.00551,-178.99115
-178.56581,-178.55573
-179.00107,-178.99019
-179.05612,-179.05084
-179.00391,-178.99542
-178.61043,-178.60318
-179.10889,-179.09544
-178.65233,-178.64803
-179.51213,-179.50212
-179.45314,-179.44621
-178.61261,-178.60612
-179.05983,-179.04781
-179.51012,-179.4976
-178.17474,-178.1656
-179.45511,-179.43965
-179.01236,-179.00714
-179.45906,-179.44189
-178.66171,-178.65726
-179.06961,-179.05856
-178.62524,-178.61443
-179.46913,-179.45969
-178.58424,-178.57785
-178.6736,-178.66452
-179.08586,-179.07376
-179.48059,-179.46983
-178.2421,-178.22693
-179.04213,-179.02718
-179.94035,-179.9333
-179.49434,-179.49429
-179.15341,-179.14569
-179.05135,-179.03749
-179.10455,-179.09248
-179.94862,-179.93698
-179.04903,-179.04605
-178.70189,-178.69223
179.91913,151.59299
-179.10011,149.88084
-178.6954,-178.66934
-178.69855,-178.68407
-179.04247,-179.02888
-179.54459,-179.53432
-179.0899,-179.07501
-178.68413,-178.67494
-178.23972,-178.23056
-179.93405,-179.9232
-178.63747,-178.63335
-178.68037,-178.6713
-179.07793,-179.0715
-175.67982,-175.68948
-166.44168,-166.47202
-163.19228,-163.22479
-163.02345,-163.00743
-165.56369,-165.51765
-164.52791,-164.53598
-164.08231,-163.85063
-159.82361,-159.17326
-156.75679,-155.77896
-154.23633,-153.20625
-147.24066,-142.96889
-138.38307,-137.69592
-137.08763,-136.66425
-136.0714,-135.62589
-135.49605,-134.87074
-133.64505,-132.93996
-133.12968,-132.77551
-133.09602,-132.96629
-133.08394,-132.9624
-131.91716,-131.78899
-132.27078,-132.17274
-132.63425,-132.62334
-132.63374,-132.64255
-132.27094,-132.28357
-132.26608,-132.25174
-132.63141,-132.62357
-133.03691,-133.02985
-132.27428,-132.26575
-132.66699,-132.66039
-132.26613,-132.25883
-133.03143,-133.01173
-132.26486,-132.28011
-132.62683,-132.61603
-132.64565,-132.63652
-132.26028,-132.2486
-132.63049,-132.61823
-132.63826,-132.62769
-132.62523,-132.59718
-132.61331,-132.60283
-133.00278,-132.90157
-132.63901,-132.63271
-133.00443,-132.99269
-132.60545,-132.59354
-132.24133,-132.2294
-132.60838,-132.59593
-132.23082,-132.22302
-132.24075,-132.22914
-132.23187,-132.22203
-132.60522,-132.59459
-132.63231,-132.61234
-132.24454,-132.23656
-132.63058,-132.62015
-132.99655,-132.98607
-132.64166,-132.63173
-132.62161,-132.60851
-132.2392,-132.23366
-132.25319,-132.24184
-132.62982,-132.61824
-132.26451,-132.24791
-132.63737,-132.62895
-132.64322,-132.63417
-132.63394,-132.59914
-132.65451,-132.64449
-132.62411,-132.614
-132.64113,-132.63139
-131.88676,-131.87857
-133.03815,-133.02242
-132.6488,-132.64017
-132.63797,-132.6021
-132.645,-132.63133
-132.26573,-132.27203
-132.27498,-132.26718
-132.66483,-132.65277
-132.64561,-132.63928
-132.28345,-132.27293
-132.64868,-132.58296
-133.44525,-133.43184
-132.27814,-132.28056
-132.6772,-132.66936
-132.64214,-132.63371
-132.28368,-132.27083
-132.66849,-132.65889
-133.04921,-133.04007
-132.68274,-132.6768
-132.28712,-132.28073
-132.68829,-132.67227
-132.68947,-132.68208
-133.07173,-133.0537
-132.6732,-132.65752
-132.30347,-132.30081
-133.06317,-133.04396
-133.07823,-133.06592
-132.6913,-132.68449
-132.67996,-132.66745
-132.3112,-132.30359
-132.30666,-132.2957
-132.31792,-132.31009
-133.07016,-133.05783
-132.67375,-132.66536
-132.68938,-132.67308
-133.05905,-133.16203
-132.69374,-132.68716
-132.30882,-132.3045
-132.67392,-132.65329
-132.31181,-132.30412
-132.69231,-132.6844
-133.05743,-133.04633
-132.6924,-132.68715
-132.30583,-132.30432
-132.31471,-132.30359
-132.30298,-132.29109
-132.30283,-132.29675
-132.68584,-132.67307
-131.9254,-131.92355
-132.30315,-132.2935
-133.04674,-133.0369
-133.05922,-133.04837
-132.6618,-132.65663
-132.28894,-132.27989
-132.67487,-132.66551
-132.66846,-132.66035
-132.6676,-132.65918
-132.67589,-132.68068
-132.29709,-132.28714
-132.6804,-132.66972
-132.65408,-132.63698
-132.66306,-132.65729
-132.64169,-132.62251
-132.27214,-132.26106
-132.26642,-132.22878
-133.00937,-132.99495
-132.25481,-132.2373
-131.905,-131.90385
-132.27547,-132.26711
-131.50121,-130.67781
-131.76091,-130.85429
-131.30847,-130.46286
-130.84822,-129.40913
-131.02979,-129.66457
-130.57066,-129.46927
-130.17714,-129.53065
-129.75209,-128.98259
-129.32269,-128.36607
-129.22119,-128.53105
-129.14037,-128.81798
-128.7477,-128.44341
-128.35248,-128.11748
-128.67577,-128.57291
-128.30547,-128.26086
-127.60957,-127.60184
-128.65076,-128.6252
-128.30896,-128.33598
-128.6581,-128.64491
-128.99875,-128.98175
-128.98201,-128.96617
-128.26636,-128.26378
-128.97704,-128.96169
-128.61684,-128.60297
-128.62096,-128.61086
-128.95786,-128.94633
-128.23589,-128.23232
-128.94601,-128.93491
-128.61238,-128.60078
-128.9538,-128.94307
-128.23564,-128.22871
-128.58348,-128.56931
-128.59666,-128.591
-128.58565,-128.57672
-128.92926,-128.92421
-128.22238,-128.21252
-128.22617,-128.21899
-128.9386,-128.92712
-128.93727,-128.92484
-128.22186,-128.21512
-128.93257,-128.90431
-128.57591,-128.56407
-128.93185,-128.91687
-128.91699,-128.90797
-128.57707,-128.5719
-128.57198,-128.56442
-128.22505,-128.21225
-129.28447,-129.2885
-128.58376,-128.5751
-128.584,-128.57098
-128.94083,-128.93121
-128.94124,-128.94739
-128.94292,-128.93669
-128.59821,-128.58363
-128.9445,-128.94405
-128.94807,-128.93935
-128.94759,-128.93307
-128.95865,-128.94543
-128.94603,-128.93568
-128.95514,-128.94664
-128.58076,-128.57907
-128.59726,-128.58537
-128.58853,-128.57924
-128.58687,-128.57777
-128.95274,-128.96516
-128.94759,-128.93898
-128.24825,-128.23947
-128.26028,-128.25015
-128.96376,-128.95175
-128.95622,-128.94601
-128.95071,-128.94202
-128.94432,-128.93536
-126.47485,-126.4753
-126.3914,-126.40537
-126.69759,-126.72448
-127.647,-127.61549
-126.87836,-126.68539
-127.42719,-126.36588
-124.72208,-123.8807
-121.33897,-120.76955
-111.43496,-111.00497
-106.86107,-106.52195
-98.09956,-97.30545
-94.23663,-93.39078
-90.77659,-89.30543
-92.72042,-91.96536
-93.27274,-92.37011
-95.6516,-94.91673
-91.92208,-91.61117
-90.42237,-89.96927
-87.23891,-87.06145
-85.94564,-85.92683
-86.36271,-86.33047
-88.46067,-88.43631
-87.18623,-87.15402
-87.6437,-87.60487
-86.76797,-86.71785
-86.33902,-86.32825
-88.01799,-87.98599
-89.93768,-89.90043
-88.80342,-88.78506
-89.25594,-89.64648
-89.63999,-89.56226
-89.63792,-89.63689
-88.77545,-88.7878
-89.64493,-89.60148
-90.02885,-90.01497
-89.2135,-89.20986
-90.47465,-90.45549
-89.71819,-89.71091
-89.21825,-89.20972
-90.47961,-90.46835
-89.66427,-89.65733
-90.48486,-90.47512
-90.11194,-90.08888
-90.04143,-90.03114
-89.67076,-89.66541
-90.86255,-90.84656
-89.67278,-89.67936
-90.49273,-90.48352
-90.49127,-90.48583
-89.67188,-89.66412
-90.48767,-90.4719
-88.84707,-88.83289
-89.97643,-89.96033
-90.47945,-90.47765
-90.03951,-90.02846
-89.65787,-89.63634
-90.47511,-90.46288
-90.40399,-90.81868
-90.83956,-90.82824
-90.03148,-90.02869
-90.46976,-90.44088
-90.47002,-90.45602
-90.47002,-90.50594
-90.46419,-90.45815
-90.46446,-90.4562
-89.95551,-89.94849
-90.38993,-90.38521
-90.08771,-90.08092
-90.01539,-90.0084
-90.83242,-90.8015
-90.0835,-90.07529
-90.08627,-90.07534
-90.08337,-90.07582
-89.6366,-89.62859
-90.08114,-90.04993
-90.0797,-90.07015
-89.63752,-89.62855
-90.5259,-90.51255
-88.375,-88.38788
-90.38141,-90.36098
-89.19705,-89.20905
-90.07431,-90.05956
-90.82217,-90.81412
-89.18948,-89.18746
-89.19259,-89.18111
-90.00571,-89.98315
-90.07249,-90.06763
-89.62534,-89.61751
-89.62238,-89.61427
-90.81393,-90.79489
-89.62209,-89.62218
-89.62354,-89.60692
-89.18337,-89.18541
-89.99249,-89.98166
-89.61852,-89.59836
-89.17952,-89.16309
-90.80489,-90.78594
-89.99213,-89.98883
-90.05409,-90.03978
-90.05331,-90.08456
-89.98639,-89.98159
-89.67039,-89.66724
-89.66942,-89.65488
-90.86918,-90.85018
-89.60336,-89.60339
-89.60273,-89.5903
-90.41965,-90.40168
-90.04068,-90.04311
-90.03912,-90.02888
-89.65999,-89.66268
-89.59632,-89.6228
-90.41541,-90.40307
-89.59602,-89.58942
-89.59012,-89.57898
-90.4873,-90.46848
-89.96927,-89.96552
-86.78255,-86.79536
-84.58347,-84.58382
-84.07501,-84.06371
-85.02512,-84.68732
-84.55727,-84.53603
-83.6134,-81.19617
-66.60143,-65.99128
-63.25973,-62.63062
-56.7925,-54.9147
-47.52973,-46.23151
-44.64671,-43.54493
-43.09402,-42.61338
-43.33431,-43.07765
-42.89461,-42.64047
-42.86567,-42.56094
-42.79604,-42.64854
-42.41387,-42.35979
-42.75972,-42.73009
-42.04336,-42.02917
-41.68702,-41.67325
-42.40081,-42.37313
-42.7454,-42.74266
-42.4084,-42.40148
-42.04529,-42.05188
-42.052,-42.03658
-42.43248,-42.42216
-41.69857,-41.69727
-42.06878,-42.04055
-42.07658,-42.1249
-42.42793,-42.42285
-42.07398,-42.07192
-42.44024,-42.428
-42.79008,-42.77905
-42.43008,-42.42535
-42.43066,-42.41499
-42.44138,-42.42712
-42.81833,-42.80884
-42.08278,-42.07977
-42.08435,-42.07284
-42.44424,-42.4339
-42.08435,-42.07513
-42.8076,-42.79834
-42.44653,-42.43106
-42.07511,-42.06473
-42.08231,-42.07051
-42.08505,-42.07215
-42.45862,-42.45058
-42.45145,-42.44249
-42.44085,-42.43213
-42.08882,-42.08684
-42.44543,-42.43637
-42.09782,-42.0907
-42.09097,-42.08316
-42.08722,-42.06997
-42.09726,-42.08562
-42.84012,-42.82291
-43.17797,-43.16772
-42.81959,-42.80032
-42.46755,-42.46043
-42.09929,-42.0903
-42.46041,-42.45174
-42.46394,-42.45287
-42.83961,-42.8344
-42.83948,-42.82995
-42.4782,-42.47447
-42.10162,-42.09315
-42.47251,-42.46336
-42.47303,-42.46326
-42.12063,-42.11228
-42.48678,-42.47817
-42.85225,-42.84069
-42.49872,-42.50354
-42.11925,-42.10727
-42.50883,-42.49821
-42.13223,-42.12274
-42.12769,-42.11311
-42.12782,-42.12109
-42.12742,-42.11894
-42.14177,-42.12934
-42.48945,-42.47408
-42.50024,-42.49179
-42.11674,-42.12702
-42.10949,-42.09857
-42.12359,-42.11091
-41.75182,-41.74149
-42.11939,-42.10886
-42.48318,-42.47119
-42.10769,-42.09821
-42.46961,-42.45664
-42.46868,-42.45691
-42.45761,-42.44368
-42.45708,-42.45251
-42.80152,-42.73857
-42.09272,-42.10523
-42.08831,-42.03853
-42.0793,-42.04179
-41.70945,-41.40323
-41.21568,-39.99932
-40.38414,-38.86285
-40.49076,-39.72751
-39.73654,-38.69276
-39.944,-38.97191
-40.18001,-39.54259
-40.11755,-39.72615
-40.05075,-39.39263
-39.30751,-38.52778
-39.24982,-39.00834
-39.21549,-38.71254
-38.8323,-38.71828
-38.12964,-38.11701
-38.82332,-38.82789
-39.1634,-39.17222
-38.49637,-38.47345
-38.8359,-38.89256
-38.51059,-38.54784
-38.83319,-38.53956
-39.17933,-39.16804
-38.83726,-38.84851
-38.84264,-38.81467
-39.17255,-39.16029
-38.82522,-38.82463
-38.83081,-38.82027
-39.17573,-39.18113
-38.83766,-38.81114
-39.16519,-39.13558
-38.81641,-38.82369
-39.16429,-39.15227
-39.17051,-39.16972
-38.82164,-38.81277
-38.82164,-38.80813
-38.82164,-38.81643
-38.82634,-38.81823
-38.83772,-38.82824
-38.8203,-38.81995
-38.82412,-38.81502
-38.82321,-38.81271
-38.46239,-38.45669
-38.82462,-38.88708
-38.82012,-38.81039
-39.16795,-39.15837
-38.81834,-38.80426
-39.50374,-39.48505
-38.81191,-38.80249
-38.81345,-38.80573
-38.81673,-38.8029
-39.15301,-39.13891
-39.15466,-39.15169
-39.15611,-39.14522
-39.14552,-39.13171
-38.79887,-38.78804
-39.14246,-39.12958
-38.78881,-38.77118
-39.13818,-39.12509
-38.7901,-38.79354
-38.78922,-38.78024
-39.47158,-39.46123
-38.78444,-38.77601
-39.12817,-39.12158
-38.43616,-38.43164
-39.12475,-39.11112
-39.12148,-39.11784
-38.76838,-38.7575
-39.12809,-39.11523
-38.7718,-38.76366
-39.11924,-39.11255
-39.11627,-39.10737
-38.77281,-38.76772
-39.46009,-39.44633
-38.77502,-38.76844
-38.76852,-38.76303
-38.7686,-38.75861
-38.77293,-38.76264
-38.7766,-38.76556
-38.78978,-38.78787
-39.12784,-39.11202
-38.44426,-38.43879
-39.13653,-39.12619
-38.78185,-38.77019
-39.13659,-39.12304
-38.80341,-38.79135
-39.14229,-39.13596
-39.14148,-39.13108
-38.80113,-38.78032
-39.15022,-39.13947
-38.80369,-38.79721
-38.82189,-38.81369
-39.15637,-39.14148
-38.82505,-38.82336
-39.16079,-39.14886
-39.16169,-39.10075
-39.50752,-39.49768
-38.80907,-38.79665
-38.47362,-38.46899
-38.81696,-38.80968
-38.47313,-38.46272
-39.16353,-39.1519
-38.83927,-38.83412
-26.24352,-26.27391
-38.24218,-38.20471
-38.73605,-38.76611
-38.81691,-38.83284
-38.99794,-38.99131
-38.30384,-37.02185
-33.20887,-31.46068
-10.61402,-9.4049
-3.7043,-3.31326
-5.73529,-5.28359
-4.99455,-4.47206
-3.85608,-3.29015
-2.77488,-2.29256
-1.70269,-1.12074
-0.22959,0.08941
0.1149,0.18861
0.25067,0.27663
0.33366,0.3468
0.27325,0.28378
0.21477,0.22443
0.26197,0.25571
0.24104,0.24977
0.36678,0.34821
0.23558,0.23401
0.15185,0.16054
0.269,0.27685
0.25008,0.25772
0.20414,0.21232
0.14618,0.15491
0.13054,0.13291
0.13044,0.14184
0.1305,0.14342
0.29717,0.30653
0.18514,0.19107
0.18613,0.1966
0.15477,0.16479
0.18604,0.19692
0.13596,0.14996
0.29103,0.30055
0.21949,0.23208
0.17031,0.18041
0.20377,0.21035
0.15231,0.16385
0.17023,0.18174
0.17019,0.17734
0.0932,0.1042
0.15456,0.16437
0.15456,0.1641
0.27181,0.27896
0.2875,0.29549
0.14215,0.14613
0.13895,0.14891
0.2193,0.22751
0.15684,0.17027
0.20685,0.21724
0.23818,0.25152
0.1701,0.17319
0.11773,0.13064
0.15454,0.16592
0.16688,0.17588
0.20037,0.20891
0.20366,0.21754
0.16016,0.17169
0.15787,0.16407
0.15134,0.15895
0.20367,0.2135
0.21941,0.23319
0.2562,0.26995
0.18819,0.19508
0.21951,0.23091
0.10238,0.11496
0.15156,0.162
0.21635,0.22826
0.09028,0.09796
0.13935,0.15216
0.21964,0.22805
0.25,0.26184
0.23219,0.23739
0.16086,0.17588
0.21656,0.22506
0.13619,0.14635
0.15186,0.16275
0.23557,0.24479
0.20424,0.21443
0.21666,0.22664
0.17984,0.19225
0.23241,0.24379
0.18321,0.19474
0.11525,0.12539
0.16436,0.17232
0.24485,0.25417
0.2077,0.21684
0.13411,0.14102
0.17999,0.18895
0.16766,0.18007
0.19565,0.20264
