x,y,z
0.50079,-0.86557
0.4988,-0.86671
0.49945,-0.86634
0.50043,-0.86578
0.50219,-0.86476
0.50749,-0.86166
0.50606,-0.8625
0.50852,-0.86105
0.5091,-0.86071
0.51009,-0.86012
0.51376,-0.85793
0.51381,-0.8579
0.51454,-0.85747
0.51605,-0.85656
0.51569,-0.85678
0.51932,-0.85458
0.51813,-0.8553
0.51907,-0.85473
0.51709,-0.85593
0.51819,-0.85527
0.52094,-0.85359
0.52006,-0.85413
0.52012,-0.8541
0.52002,-0.85415
0.52017,-0.85406
0.52319,-0.85221
0.52143,-0.85329
0.52322,-0.8522
0.5237,-0.8519
0.52455,-0.85138
0.5288,-0.84875
0.52778,-0.84938
0.52928,-0.84845
0.53044,-0.84773
0.53195,-0.84678
0.53456,-0.84513
0.53405,-0.84545
0.53572,-0.8444
0.53651,-0.84389
0.53731,-0.84338
0.53998,-0.84168
0.53825,-0.84279
0.53781,-0.84307
0.53881,-0.84242
0.53896,-0.84233
0.54059,-0.84129
0.53794,-0.84299
0.53664,-0.84381
0.53578,-0.84436
0.53449,-0.84517
0.53613,-0.84413
0.5327,-0.8463
0.53178,-0.84688
0.53034,-0.84778
0.52856,-0.8489
0.52957,-0.84827
0.52669,-0.85006
0.52518,-0.85099
0.52425,-0.85157
0.52373,-0.85188
0.5234,-0.85209
0.52101,-0.85355
0.51914,-0.85469
0.51935,-0.85456
0.51846,-0.8551
0.5195,-0.85447
0.51767,-0.85558
0.51673,-0.85615
0.516,-0.85659
0.51594,-0.85662
0.51704,-0.85596
0.51558,-0.85684
0.51568,-0.85678
0.51626,-0.85643
0.51532,-0.857
0.5161,-0.85653
0.51333,-0.85819
0.51303,-0.85837
0.51256,-0.85865
0.51158,-0.85924
0.51331,-0.8582
0.50899,-0.86077
0.50891,-0.86082
0.50638,-0.86231
0.50504,-0.8631
0.50508,-0.86307
0.50228,-0.8647
0.50115,-0.86536
0.49941,-0.86637
0.49847,-0.86691
0.49864,-0.86681
0.49606,-0.86829
0.49518,-0.86879
0.49595,-0.86835
0.49584,-0.86841
0.49736,-0.86755
0.49579,-0.86844
0.49623,-0.86819
0.49667,-0.86794
0.49765,-0.86738
0.50091,-0.8655
0.50061,-0.86568
0.49952,-0.8663
0.50159,-0.8651
0.50449,-0.86342
0.50713,-0.86187
0.50729,-0.86177
0.50754,-0.86163
0.50791,-0.86141
0.50986,-0.86026
0.51333,-0.85819
0.51117,-0.85948
0.51191,-0.85904
0.51249,-0.8587
0.51249,-0.8587
0.51474,-0.85735
0.51306,-0.85835
0.51306,-0.85835
0.51468,-0.85738
0.51348,-0.8581
0.51574,-0.85675
0.51416,-0.8577
0.51547,-0.85691
0.5161,-0.85653
0.51752,-0.85567
0.5191,-0.85471
0.51911,-0.85471
0.52033,-0.85397
0.52266,-0.85254
0.524,-0.85172
0.52743,-0.8496
0.52741,-0.84961
0.52799,-0.84925
0.52843,-0.84898
0.52996,-0.84802
0.53288,-0.84619
0.53186,-0.84683
0.53172,-0.84692
0.53195,-0.84678
0.53158,-0.84701
0.53362,-0.84572
0.53131,-0.84718
0.53017,-0.84789
0.52916,-0.84852
0.52722,-0.84973
0.52869,-0.84882
0.52616,-0.85039
0.52379,-0.85185
0.52228,-0.85277
0.51998,-0.85418
0.52002,-0.85415
0.51715,-0.85589
0.51584,-0.85669
0.51547,-0.85691
0.51348,-0.8581
0.51427,-0.85763
0.51221,-0.85886
0.51106,-0.85955
0.50995,-0.86021
0.51106,-0.85955
0.51159,-0.85923
0.50879,-0.86089
0.50932,-0.86058
0.50837,-0.86114
0.50796,-0.86138
0.50976,-0.86031
0.50672,-0.86211
0.50651,-0.86223
0.50565,-0.86274
0.5056,-0.86277
0.50638,-0.86231
0.50188,-0.86494
0.50143,-0.8652
0.49813,-0.8671
0.49655,-0.86801
0.4976,-0.86741
0.49236,-0.87039
0.48945,-0.87203
0.44687,-0.8946
0.4239,-0.90571
0.39994,-0.91654
0.36946,-0.92925
0.34511,-0.93856
0.3124,-0.94995
0.24687,-0.96905
0.17659,-0.98428
0.11055,-0.99387
0.04338,-0.99906
0.01315,-0.99991
-0.00378,-0.99999
-0.01971,-0.99981
-0.0361,-0.99935
-0.04638,-0.99892
-0.05292,-0.9986
-0.05572,-0.99845
-0.04968,-0.99877
-0.04977,-0.99876
-0.04787,-0.99885
-0.0442,-0.99902
-0.04139,-0.99914
-0.03716,-0.99931
-0.03812,-0.99927
-0.03819,-0.99927
-0.03532,-0.99938
-0.03297,-0.99946
-0.02968,-0.99956
-0.0316,-0.9995
-0.02974,-0.99956
-0.03113,-0.99952
-0.0307,-0.99953
-0.02742,-0.99962
-0.03025,-0.99954
-0.02934,-0.99957
-0.02893,-0.99958
-0.02801,-0.99961
-0.02521,-0.99968
-0.02622,-0.99966
-0.02674,-0.99964
-0.02679,-0.99964
-0.02588,-0.99967
-0.02113,-0.99978
-0.02305,-0.99973
-0.02116,-0.99978
-0.01878,-0.99982
