-0.006475,-0.086621,0.029633
-0.037135,-0.048443,0.059703
-0.03689,-0.070926,0.113739
-0.022083,-0.041222,-0.00944
0.007844,0.013004,0.020045
0.023148,-0.002189,0.012597
0.045838,0.005605,-0.002974
-0.045163,0.005253,0.081716
-0.044863,-0.033295,0.051796
-0.097656,-0.072145,0.06043
0.015848,-0.032625,0.043839
-0.021731,-0.070947,0.090689
-0.02239,-0.002743,0.012822
0.031159,-0.047749,0.044049
-0.014742,-0.010374,0.005268
-0.060121,-0.025962,0.036412
0.031073,-0.040301,0.020932
-0.014807,-0.002719,0.005126
0.000472,-0.009846,0.043486
-0.060111,-0.034166,-0.024713
-0.060001,-0.033067,0.097821
-0.128422,-0.026724,0.044406
-0.014859,0.005073,0.0203
-0.044766,-0.048947,0.01379
-0.014452,-0.040717,0.036473
-0.014355,-0.05637,-0.001534
-0.052697,-0.010904,-0.002203
0.000524,-0.017638,0.028311
-0.014545,-0.033338,0.005696
-0.052442,-0.041591,-0.009291
-0.04479,-0.040881,0.059597
-0.021807,-0.071703,0.006447
0.015993,-0.047797,0.059441
0.015845,-0.024352,0.112622
-0.04508,-0.010537,0.028393
-0.014186,-0.062995,0.113484
-0.006855,-0.040556,0.044094
-0.052179,-0.072209,-0.00872
-0.037452,-0.018374,-0.002135
-0.044894,-0.025297,0.089945
-0.00709,-0.009664,0.074156
-0.038043,0.050517,-0.003419
-0.051989,-0.095242,-0.01595
-0.075366,-0.018492,0.036344
0.000545,-0.017432,0.051287
-0.014687,-0.009825,0.066536
-0.120891,-0.018909,0.051885
0.031698,-0.108849,0.060508
0.068911,-0.024324,0.043434
-0.029683,-0.03311,0.051722
-0.044528,-0.071499,0.060168
-0.059551,-0.095059,0.01472
-0.037352,-0.025685,0.036299
-0.120732,-0.033943,0.082804
-0.014949,0.020794,0.065965
-0.007208,0.005783,0.089188
-0.029341,-0.071246,0.067752
-0.037121,-0.048306,0.075019
-0.067781,-0.010127,0.105089
-0.060311,-0.00293,0.043642
0.000741,-0.040396,0.051715
-0.044614,-0.06405,0.03705
0.000479,-0.009777,0.051144
0.008338,-0.040235,0.059336
0.022983,0.012777,-0.02598
-0.013754,-0.116851,0.08385
0.023556,-0.047979,0.02877
-0.014614,-0.01741,0.074336
