Sensor,Axis,Angular velocity,X,Y,Z,Temp
E33,X,0,-0.507432,0.732198,-0.967499,26.427059
E33,X,0,-0.507557,0.711713,-0.981389,26.406471
E33,X,0,-0.507619,0.711707,-0.974494,26.459412
E33,X,0,-0.507847,0.698036,-0.967668,26.482941
E33,X,0,-0.50789,0.684383,-0.981523,26.406471
E33,X,0,-0.507971,0.698024,-0.953879,26.412354
E33,X,0,-0.507992,0.691197,-0.960807,26.418236
E33,X,0,-0.508241,0.6707,-0.960908,26.424118
E33,X,0,-0.50828,0.697993,-0.919408,26.468235
E33,X,0,-0.508346,0.657041,-0.967869,26.471176
E33,X,0,-0.508429,0.650209,-0.967903,26.453529
E33,X,0,-0.508548,0.691142,-0.898759,26.450588
E33,X,0,-0.508651,0.697956,-0.878042,26.421177
E33,X,0,-0.508655,0.65701,-0.933398,26.441765
E33,X,0,-0.50874,0.629706,-0.96111,26.412354
E33,X,0,-0.508962,0.677452,-0.871249,26.48
E33,X,0,-0.509045,0.67062,-0.871283,26.421177
E33,X,0,-0.513849,0.72548,-1.029709,26.468235
E33,X,0,-0.514075,0.732282,-0.995205,26.450588
E33,X,0,-0.514156,0.745922,-0.96756,26.477058
E33,X,0,-0.514156,0.745922,-0.96756,26.435883
E33,X,0,-0.514218,0.745916,-0.960666,26.447647
E33,X,0,-0.514384,0.732251,-0.960733,26.447647
E33,X,0,-0.514695,0.711747,-0.95394,26.474117
E33,X,0,-0.51484,0.704909,-0.94708,26.471176
E33,X,0,-0.514864,0.67761,-0.981685,26.465294
E33,X,0,-0.515026,0.70489,-0.926397,26.468235
E33,X,0,-0.51509,0.684412,-0.947181,26.497646
E33,X,0,-0.515177,0.636634,-1.00257,26.406471
E33,X,0,-0.515192,0.691226,-0.926464,26.409412
E33,X,0,-0.515211,0.704872,-0.905714,26.447647
E33,X,0,-0.515217,0.643454,-0.988748,26.468235
E33,X,0,-0.515401,0.663908,-0.940387,26.459412
E33,X,0,-0.515603,0.698008,-0.871277,26.43
E33,X,0,-0.515607,0.657063,-0.926633,26.444706
E33,X,0,-0.515669,0.657057,-0.919738,26.441765
E33,X,0,-0.515936,0.670679,-0.871411,26.471176
