X-30 b'E33: x = -30.542696, y = 0.954969, z = -0.996527, temp = 26.300589\r\n'
X-30 b'E33: x = -30.365461, y = 0.871352, z = -0.890179, temp = 26.291765\r\n'
X-30 b'E33: x = -30.827263, y = 0.916242, z = -0.829639, temp = 26.277060\r\n'
X-30 b'E33: x = -30.021528, y = 0.772800, z = -0.946276, temp = 26.285883\r\n'
X-30 b'E33: x = -30.351786, y = 0.837103, z = -0.924561, temp = 26.309412\r\n'
X-30 b'E33: x = -30.294708, y = 0.986956, z = -0.936582, temp = 26.294706\r\n'
X-30 b'E33: x = -29.814175, y = 0.873453, z = -0.872976, temp = 26.306471\r\n'
X-30 b'E33: x = -30.613964, y = 0.852962, z = -0.874220, temp = 26.306471\r\n'
X-30 b'E33: x = -30.421003, y = 0.837662, z = -0.891374, temp = 26.303530\r\n'
X-30 b'E33: x = -30.351248, y = 0.871277, z = -0.938181, temp = 26.300589\r\n'
X-30 b'E33: x = -30.550459, y = 0.893524, z = -0.983170, temp = 26.288824\r\n'
X-30 b'E33: x = -30.731400, y = 0.819817, z = -0.890361, temp = 26.280001\r\n'
X-30 b'E33: x = -30.586592, y = 0.811763, z = -0.908380, temp = 26.288824\r\n'
X-30 b'E33: x = -30.290184, y = 0.802409, z = -0.923573, temp = 26.300589\r\n'
X-30 b'E33: x = -30.247885, y = 0.870391, z = -0.936255, temp = 26.297647\r\n'
X-30 b'E33: x = -30.447489, y = 0.885775, z = -0.946806, temp = 26.297647\r\n'
X-30 b'E33: x = -30.198568, y = 0.958799, z = -0.934918, temp = 26.265295\r\n'
X-30 b'E33: x = -30.453737, y = 0.933667, z = -0.953593, temp = 26.285883\r\n'
X-30 b'E33: x = -30.881737, y = 0.848539, z = -0.996465, temp = 26.291765\r\n'
X-30 b'E33: x = -30.227249, y = 0.917979, z = -0.866692, temp = 26.288824\r\n'
X-30 b'E33: x = -30.855734, y = 0.923212, z = -0.719812, temp = 26.280001\r\n'
X-30 b'E33: x = -31.172117, y = 0.857747, z = -0.884624, temp = 26.268236\r\n'
X-30 b'E33: x = -30.476601, y = 0.865384, z = -0.802642, temp = 26.288824\r\n'
X-30 b'E33: x = -30.516914, y = 0.879490, z = -0.899865, temp = 26.274118\r\n'
X-30 b'E33: x = -30.262484, y = 0.925020, z = -0.770781, temp = 26.256470\r\n'
X-30 b'E33: x = -30.276466, y = 0.781812, z = -0.944100, temp = 26.288824\r\n'
X-30 b'E33: x = -30.400373, y = 0.823833, z = -0.904845, temp = 26.259411\r\n'
X-30 b'E33: x = -30.419992, y = 0.844587, z = -0.994754, temp = 26.274118\r\n'
X-30 b'E33: x = -30.461210, y = 0.885899, z = -0.953957, temp = 26.271177\r\n'
X-30 b'E33: x = -30.406116, y = 0.974137, z = -0.828396, temp = 26.256470\r\n'
X-30 b'E33: x = -30.634306, y = 0.859997, z = -0.902149, temp = 26.244705\r\n'
X-30 b'E33: x = -30.789011, y = 0.697207, z = -0.781686, temp = 26.268236\r\n'
X-30 b'E33: x = -30.388035, y = 0.816746, z = -0.752948, temp = 26.268236\r\n'
X-30 b'E33: x = -30.517012, y = 0.927249, z = -0.823792, temp = 26.271177\r\n'
X-30 b'E33: x = -30.225655, y = 0.993204, z = -0.942158, temp = 26.309412\r\n'
X-30 b'E33: x = -30.069176, y = 0.882458, z = -0.863906, temp = 26.285883\r\n'
X-30 b'E33: x = -30.324137, y = 0.864171, z = -0.896336, temp = 26.303530\r\n'
X-30 b'E33: x = -30.310335, y = 0.870879, z = -0.889151, temp = 26.271177\r\n'
X-30 b'E33: x = -30.635157, y = 0.805319, z = -0.881736, temp = 26.268236\r\n'
X-30 b'E33: x = -30.524281, y = 0.865853, z = -0.865589, temp = 26.309412\r\n'
X-30 b'E33: x = -31.021015, y = 0.856398, z = -0.826644, temp = 26.321177\r\n'
X-30 b'E33: x = -30.977480, y = 0.924504, z = -0.977210, temp = 26.300589\r\n'
X-30 b'E33: x = -30.640509, y = 0.942014, z = -0.867402, temp = 26.280001\r\n'
X-30 b'E33: x = -30.503277, y = 0.872533, z = -0.892747, temp = 26.309412\r\n'
X-30 b'E33: x = -30.446966, y = 0.974541, z = -0.884321, temp = 26.277060\r\n'
X-30 b'E33: x = -30.303749, y = 0.911734, z = -0.799196, temp = 26.288824\r\n'
X-30 b'E33: x = -30.516708, y = 0.865862, z = -0.941297, temp = 26.294706\r\n'
X-30 b'E33: x = -30.574150, y = 0.797862, z = -0.777200, temp = 26.280001\r\n'
X-30 b'E33: x = -30.566015, y = 0.879817, z = -0.804244, temp = 26.309412\r\n'
X-30 b'E33: x = -30.220007, y = 0.931603, z = -0.887178, temp = 26.271177\r\n'
X-30 b'E33: x = -30.482931, y = 0.906444, z = -0.809463, temp = 26.277060\r\n'
X-30 b'E33: x = -31.040070, y = 0.979571, z = -0.840212, temp = 26.274118\r\n'
X-30 b'E33: x = -30.007639, y = 0.827286, z = -0.883702, temp = 26.288824\r\n'
X-30 b'E33: x = -30.543873, y = 0.934379, z = -0.893215, temp = 26.277060\r\n'
X-30 b'E33: x = -30.393185, y = 0.919341, z = -0.807726, temp = 26.294706\r\n'
X-30 b'E33: x = -30.477003, y = 0.756158, z = -0.906594, temp = 26.277060\r\n'
X-30 b'E33: x = -30.379055, y = 0.891961, z = -0.883440, temp = 26.285883\r\n'
X-30 b'E33: x = -30.414940, y = 0.810224, z = -0.836227, temp = 26.303530\r\n'
X-30 b'E33: x = -30.415018, y = 0.844337, z = -0.780904, temp = 26.277060\r\n'
X-30 b'E33: x = -30.191633, y = 0.992865, z = -0.893256, temp = 26.306471\r\n'
X-30 b'E33: x = -30.537691, y = 0.866009, z = -0.907211, temp = 26.274118\r\n'
X-30 b'E33: x = -30.827412, y = 0.868458, z = -0.878135, temp = 26.294706\r\n'
X-30 b'E33: x = -30.766060, y = 0.833740, z = -0.849570, temp = 26.297647\r\n'
X-30 b'E33: x = -30.426275, y = 0.940245, z = -0.932363, temp = 26.282942\r\n'
X-30 b'E33: x = -30.269178, y = 0.829561, z = -0.923053, temp = 26.309412\r\n'
X-30 b'E33: x = -30.123709, y = 0.855694, z = -0.968481, temp = 26.309412\r\n'
X-30 b'E33: x = -30.290817, y = 0.856938, z = -0.778525, temp = 26.282942\r\n'
X-30 b'E33: x = -30.971748, y = 0.869736, z = -0.922197, temp = 26.288824\r\n'
X-30 b'E33: x = -30.144642, y = 0.910438, z = -0.865184, temp = 26.277060\r\n'
X-30 b'E33: x = -30.641094, y = 0.873715, z = -0.895316, temp = 26.265295\r\n'
X-30 b'E33: x = -30.509605, y = 0.934065, z = -0.871890, temp = 26.265295\r\n'
X-30 b'E33: x = -30.701971, y = 0.942601, z = -0.930606, temp = 26.285883\r\n'
X-30 b'E33: x = -30.337915, y = 0.905234, z = -0.841237, temp = 26.288824\r\n'
X-30 b'E33: x = -30.482340, y = 0.858734, z = -0.940689, temp = 26.265295\r\n'
X-30 b'E33: x = -30.757244, y = 0.915763, z = -0.952451, temp = 26.291765\r\n'
X-30 b'E33: x = -30.370916, y = 0.994388, z = -0.882807, temp = 26.268236\r\n'
X-30 b'E33: x = -30.269798, y = 0.809027, z = -0.881789, temp = 26.277060\r\n'
X-30 b'E33: x = -30.641378, y = 0.900982, z = -0.826239, temp = 26.247646\r\n'
X-30 b'E33: x = -30.261358, y = 0.850067, z = -0.998661, temp = 26.268236\r\n'
X-30 b'E33: x = -30.475374, y = 0.981517, z = -0.781387, temp = 26.288824\r\n'
X-30 b'E33: x = -30.827570, y = 0.936684, z = -0.767490, temp = 26.271177\r\n'
X-30 b'E33: x = -30.095900, y = 0.835010, z = -1.023222, temp = 26.274118\r\n'
X-30 b'E33: x = -30.164965, y = 0.903826, z = -0.913863, temp = 26.241764\r\n'
X-30 b'E33: x = -30.083481, y = 0.814283, z = -0.898970, temp = 26.294706\r\n'
X-30 b'E33: x = -30.454632, y = 0.844864, z = -0.974714, temp = 26.274118\r\n'
X-30 b'E33: x = -30.336525, y = 0.994087, z = -0.875271, temp = 26.280001\r\n'
X-30 b'E33: x = -30.248608, y = 0.856671, z = -0.874274, temp = 26.259411\r\n'
X-30 b'E33: x = -31.060535, y = 0.966120, z = -0.882030, temp = 26.271177\r\n'
X-30 b'E33: x = -30.393227, y = 0.905688, z = -0.821582, temp = 26.280001\r\n'
X-30 b'E33: x = -30.717920, y = 0.881085, z = -0.772599, temp = 26.274118\r\n'
X-30 b'E33: x = -30.763371, y = 0.943195, z = -1.000705, temp = 26.294706\r\n'
X-30 b'E33: x = -30.503235, y = 0.886186, z = -0.878891, temp = 26.294706\r\n'
X-30 b'E33: x = -30.220835, y = 0.883752, z = -0.859837, temp = 26.285883\r\n'
X-30 b'E33: x = -30.151144, y = 0.876415, z = -0.955106, temp = 26.297647\r\n'
X-30 b'E33: x = -30.269030, y = 0.877345, z = -0.874558, temp = 26.294706\r\n'
X-30 b'E33: x = -30.433727, y = 0.899303, z = -0.925799, temp = 26.294706\r\n'
X-30 b'E33: x = -30.667953, y = 0.880845, z = -0.964738, temp = 26.291765\r\n'
X-30 b'E33: x = -30.599867, y = 0.914293, z = -0.825401, temp = 26.312353\r\n'
X-30 b'E33: x = -30.511013, y = 0.858859, z = -0.817106, temp = 26.294706\r\n'
X-30 b'E33: x = -30.117474, y = 0.882866, z = -0.857911, temp = 26.321177\r\n'
X-30 b'E33: x = -30.855614, y = 0.882279, z = -0.788956, temp = 26.291765\r\n'
X-30 b'E33: x = -30.184891, y = 0.965495, z = -0.913945, temp = 26.300589\r\n'
X-30 b'E33: x = -30.502655, y = 0.913540, z = -0.906334, temp = 26.282942\r\n'
X-30 b'E33: x = -30.219639, y = 0.890695, z = -0.983900, temp = 26.306471\r\n'
X-30 b'E33: x = -30.227913, y = 0.863320, z = -0.866961, temp = 26.291765\r\n'
X-30 b'E33: x = -30.269278, y = 0.877320, z = -0.846981, temp = 26.300589\r\n'
X-30 b'E33: x = -30.139486, y = 0.869261, z = -0.727373, temp = 26.297647\r\n'
X-30 b'E33: x = -30.531212, y = 0.872732, z = -0.851896, temp = 26.315294\r\n'
X-30 b'E33: x = -30.393255, y = 0.816972, z = -0.939221, temp = 26.265295\r\n'
X-30 b'E33: x = -30.786356, y = 0.874899, z = -0.835965, temp = 26.315294\r\n'
X-30 b'E33: x = -30.550768, y = 0.893493, z = -0.948699, temp = 26.306471\r\n'
X-30 b'E33: x = -30.724392, y = 0.758353, z = -0.987054, temp = 26.303530\r\n'
X-30 b'E33: x = -29.930180, y = 0.942812, z = -0.909294, temp = 26.300589\r\n'
X-30 b'E33: x = -30.255480, y = 0.843083, z = -0.895152, temp = 26.300589\r\n'
X-30 b'E33: x = -30.537527, y = 0.859201, z = -0.934822, temp = 26.306471\r\n'
X-30 b'E33: x = -30.351572, y = 0.925837, z = -0.827604, temp = 26.315294\r\n'
X-30 b'E33: x = -30.765707, y = 0.847423, z = -0.870185, temp = 26.306471\r\n'
X-30 b'E33: x = -30.414791, y = 0.858008, z = -0.787731, temp = 26.315294\r\n'
X-30 b'E33: x = -30.827719, y = 0.888900, z = -0.815985, temp = 26.327059\r\n'
X-30 b'E33: x = -30.656120, y = 0.771346, z = -0.896078, temp = 26.306471\r\n'
X-30 b'E33: x = -30.730875, y = 0.908583, z = -0.827875, temp = 26.303530\r\n'
X-30 b'E33: x = -30.572599, y = 0.859434, z = -0.866522, temp = 26.312353\r\n'
X-30 b'E33: x = -30.303343, y = 0.864006, z = -0.909739, temp = 26.300589\r\n'
X-30 b'E33: x = -30.103462, y = 0.916891, z = -0.836803, temp = 26.321177\r\n'
X-30 b'E33: x = -30.406204, y = 0.905887, z = -0.911463, temp = 26.300589\r\n'
X-30 b'E33: x = -30.393148, y = 0.871576, z = -0.876904, temp = 26.300589\r\n'
X-30 b'E33: x = -30.201536, y = 0.740131, z = -0.901524, temp = 26.324118\r\n'
X-30 b'E33: x = -30.662998, y = 0.894241, z = -0.730139, temp = 26.309412\r\n'
X-30 b'E33: x = -30.551327, y = 0.872965, z = -0.914329, temp = 26.288824\r\n'
X-30 b'E33: x = -30.772844, y = 0.847458, z = -0.842737, temp = 26.280001\r\n'
X-30 b'E33: x = -30.578415, y = 0.886897, z = -0.949246, temp = 26.303530\r\n'
X-30 b'E33: x = -30.598221, y = 0.887161, z = -1.046151, temp = 26.285883\r\n'
X-30 b'E33: x = -30.218538, y = 0.986343, z = -0.976534, temp = 26.285883\r\n'
X-30 b'E33: x = -30.220222, y = 0.822396, z = -1.011813, temp = 26.297647\r\n'
X-30 b'E33: x = -30.275085, y = 0.986673, z = -0.818994, temp = 26.300589\r\n'
X-30 b'E33: x = -30.034746, y = 0.834392, z = -0.925547, temp = 26.327059\r\n'
X-30 b'E33: x = -30.758425, y = 0.854228, z = -0.904494, temp = 26.297647\r\n'
X-30 b'E33: x = -30.510481, y = 0.831616, z = -0.913760, temp = 26.315294\r\n'
X-30 b'E33: x = -30.681322, y = 0.894653, z = -0.992505, temp = 26.324118\r\n'
X-30 b'E33: x = -30.502121, y = 0.886297, z = -1.002988, temp = 26.300589\r\n'
X-30 b'E33: x = -30.536470, y = 0.920723, z = -0.968990, temp = 26.318235\r\n'
X-30 b'E33: x = -30.371771, y = 0.898765, z = -0.917749, temp = 26.294706\r\n'
X-30 b'E33: x = -30.320990, y = 1.021440, z = -1.033446, temp = 26.309412\r\n'
X-30 b'E33: x = -30.089371, y = 0.916804, z = -0.871017, temp = 26.300589\r\n'
X-30 b'E33: x = -30.670021, y = 0.812397, z = -0.827190, temp = 26.300589\r\n'
X-30 b'E33: x = -30.205690, y = 0.904242, z = -0.983575, temp = 26.315294\r\n'
X-30 b'E33: x = -30.109797, y = 0.917006, z = -0.898979, temp = 26.303530\r\n'
X-30 b'E33: x = -30.716103, y = 0.929036, z = -0.910248, temp = 26.312353\r\n'
X-30 b'E33: x = -30.345051, y = 0.925741, z = -0.786111, temp = 26.294706\r\n'
X-30 b'E33: x = -30.861099, y = 0.916599, z = -0.899224, temp = 26.303530\r\n'
X-30 b'E33: x = -30.455252, y = 0.824330, z = -0.933449, temp = 26.294706\r\n'
X-30 b'E33: x = -30.565277, y = 0.838946, z = -0.942331, temp = 26.312353\r\n'
X-30 b'E33: x = -30.276453, y = 0.904647, z = -0.778033, temp = 26.306471\r\n'
X-30 b'E33: x = -30.425655, y = 0.960779, z = -0.973628, temp = 26.318235\r\n'
Y0 b'E33: x = -0.522786, y = 0.663918, z = -0.885362, temp = 26.668236\r\n'
Y0 b'E33: x = -0.562929, y = 0.732633, z = -0.927161, temp = 26.682941\r\n'
Y0 b'E33: x = -0.515546, y = 0.657070, z = -0.933527, temp = 26.659412\r\n'
Y0 b'E33: x = -0.528210, y = 0.698244, z = -1.002524, temp = 26.691765\r\n'
Y0 b'E33: x = -0.536069, y = 0.705030, z = -0.885417, temp = 26.706470\r\n'
Y0 b'E33: x = -0.494149, y = 0.691085, z = -0.967444, temp = 26.697647\r\n'
Y0 b'E33: x = -0.563843, y = 0.657477, z = -0.927532, temp = 26.680000\r\n'
Y0 b'E33: x = -0.549234, y = 0.684738, z = -0.982294, temp = 26.685883\r\n'
Y0 b'E33: x = -0.459175, y = 0.738611, z = -0.959672, temp = 26.685883\r\n'
Y0 b'E33: x = -0.555914, y = 0.732587, z = -0.940821, temp = 26.691765\r\n'
Y0 b'E33: x = -0.453776, y = 0.656513, z = -0.904794, temp = 26.668236\r\n'
Y0 b'E33: x = -0.535267, y = 0.684638, z = -1.002720, temp = 26.688824\r\n'
Y0 b'E33: x = -0.508591, y = 0.677489, z = -0.912615, temp = 26.680000\r\n'
Y0 b'E33: x = -0.555936, y = 0.725761, z = -0.947749, temp = 26.659412\r\n'
Y0 b'E33: x = -0.590494, y = 0.712397, z = -0.955353, temp = 26.671177\r\n'
Y0 b'E33: x = -0.487109, y = 0.738810, z = -0.918821, temp = 26.680000\r\n'
Y0 b'E33: x = -0.528272, y = 0.698238, z = -0.995630, temp = 26.682941\r\n'
Y0 b'E33: x = -0.473163, y = 0.731884, z = -0.946174, temp = 26.677059\r\n'
Y0 b'E33: x = -0.577083, y = 0.712242, z = -0.913731, temp = 26.665295\r\n'
Y0 b'E33: x = -0.549296, y = 0.684732, z = -0.975400, temp = 26.680000\r\n'
Y0 b'E33: x = -0.501080, y = 0.697964, z = -0.953751, temp = 26.688824\r\n'
Y0 b'E33: x = -0.542073, y = 0.712002, z = -0.975137, temp = 26.685883\r\n'
Y0 b'E33: x = -0.501847, y = 0.650119, z = -0.933304, temp = 26.671177\r\n'
Y0 b'E33: x = -0.535617, y = 0.691427, z = -0.954426, temp = 26.685883\r\n'
Y0 b'E33: x = -0.528147, y = 0.718723, z = -0.981740, temp = 26.680000\r\n'
Y0 b'E33: x = -0.515109, y = 0.698058, z = -0.926431, temp = 26.671177\r\n'
Y0 b'E33: x = -0.577024, y = 0.691776, z = -0.948303, temp = 26.697647\r\n'
Y0 b'E33: x = -0.529159, y = 0.691325, z = -0.906038, temp = 26.688824\r\n'
Y0 b'E33: x = -0.480738, y = 0.690930, z = -0.925822, temp = 26.682941\r\n'
Y0 b'E33: x = -0.534997, y = 0.711962, z = -0.995691, temp = 26.677059\r\n'
Y0 b'E33: x = -0.549443, y = 0.657421, z = -0.996217, temp = 26.682941\r\n'
Y0 b'E33: x = -0.535881, y = 0.725522, z = -0.878421, temp = 26.697647\r\n'
Y0 b'E33: x = -0.501121, y = 0.704785, z = -0.939929, temp = 26.665295\r\n'
Y0 b'E33: x = -0.549418, y = 0.705192, z = -0.933933, temp = 26.680000\r\n'
Y0 b'E33: x = -0.590765, y = 0.685074, z = -0.962382, temp = 26.680000\r\n'
Y0 b'E33: x = -0.494686, y = 0.677383, z = -0.926146, temp = 26.700588\r\n'
Y0 b'E33: x = -0.638687, y = 0.726463, z = -0.942396, temp = 26.662354\r\n'
Y0 b'E33: x = -0.473534, y = 0.731847, z = -0.904809, temp = 26.665295\r\n'
Y0 b'E33: x = -0.583111, y = 0.691915, z = -1.038056, temp = 26.688824\r\n'
Y0 b'E33: x = -0.500726, y = 0.732120, z = -0.946688, temp = 26.682941\r\n'
Y0 b'E33: x = -0.584143, y = 0.678164, z = -0.941604, temp = 26.671177\r\n'
Y0 b'E33: x = -0.563119, y = 0.691670, z = -0.961834, temp = 26.682941\r\n'
Y0 b'E33: x = -0.564444, y = 0.623296, z = -0.907017, temp = 26.694706\r\n'
Y0 b'E33: x = -0.521588, y = 0.691334, z = -0.981746, temp = 26.680000\r\n'
Y0 b'E33: x = -0.590268, y = 0.705596, z = -0.989858, temp = 26.677059\r\n'
Y0 b'E33: x = -0.555603, y = 0.753090, z = -0.947615, temp = 26.694706\r\n'
Y0 b'E33: x = -0.549354, y = 0.725671, z = -0.913150, temp = 26.685883\r\n'
Y0 b'E33: x = -0.508199, y = 0.684353, z = -0.947052, temp = 26.688824\r\n'
Y0 b'E33: x = -0.459654, y = 0.683970, z = -0.980624, temp = 26.697647\r\n'
Y0 b'E33: x = -0.543126, y = 0.691425, z = -0.885613, temp = 26.697647\r\n'
Y0 b'E33: x = -0.577337, y = 0.650800, z = -0.969187, temp = 26.694706\r\n'
Y0 b'E33: x = -0.563903, y = 0.677943, z = -0.892960, temp = 26.700588\r\n'
Y0 b'E33: x = -0.550394, y = 0.630029, z = -0.927409, temp = 26.688824\r\n'
Y0 b'E33: x = -0.549752, y = 0.657390, z = -0.961746, temp = 26.682941\r\n'
Y0 b'E33: x = -0.541967, y = 0.746133, z = -0.940497, temp = 26.685883\r\n'
Y0 b'E33: x = -0.542593, y = 0.664182, z = -0.982266, temp = 26.697647\r\n'
Y0 b'E33: x = -0.563325, y = 0.684825, z = -0.948080, temp = 26.665295\r\n'
Y0 b'E33: x = -0.577748, y = 0.657583, z = -0.914000, temp = 26.694706\r\n'
Y0 b'E33: x = -0.570404, y = 0.664393, z = -0.955203, temp = 26.718235\r\n'
Y0 b'E33: x = -0.535702, y = 0.664123, z = -0.982138, temp = 26.697647\r\n'
Y0 b'E33: x = -0.466603, y = 0.724968, z = -0.918503, temp = 26.703529\r\n'
Y0 b'E33: x = -0.515878, y = 0.629740, z = -0.933661, temp = 26.685883\r\n'
Y0 b'E33: x = -0.514838, y = 0.725381, z = -0.919402, temp = 26.712353\r\n'
Y0 b'E33: x = -0.528788, y = 0.691362, z = -0.947404, temp = 26.688824\r\n'
Y0 b'E33: x = -0.486800, y = 0.738841, z = -0.953292, temp = 26.712353\r\n'
Y0 b'E33: x = -0.541890, y = 0.691548, z = -1.023497, temp = 26.685883\r\n'
Y0 b'E33: x = -0.508175, y = 0.711651, z = -0.912446, temp = 26.680000\r\n'
Y0 b'E33: x = -0.522292, y = 0.663967, z = -0.940516, temp = 26.688824\r\n'
Y0 b'E33: x = -0.501140, y = 0.718431, z = -0.919179, temp = 26.671177\r\n'
Y0 b'E33: x = -0.515627, y = 0.670710, z = -0.905883, temp = 26.685883\r\n'
Y0 b'E33: x = -0.542239, y = 0.698337, z = -0.975204, temp = 26.659412\r\n'
Y0 b'E33: x = -0.522085, y = 0.670812, z = -0.954271, temp = 26.706470\r\n'
Y0 b'E33: x = -0.549607, y = 0.664228, z = -0.968606, temp = 26.697647\r\n'
Y0 b'E33: x = -0.529138, y = 0.698151, z = -0.899111, temp = 26.682941\r\n'
Y0 b'E33: x = -0.493526, y = 0.732092, z = -0.981031, temp = 26.730000\r\n'
Y0 b'E33: x = -0.570915, y = 0.698462, z = -0.851621, temp = 26.706470\r\n'
Y0 b'E33: x = -0.508902, y = 0.656986, z = -0.905821, temp = 26.697647\r\n'
Y0 b'E33: x = -0.515921, y = 0.616087, z = -0.947517, temp = 26.697647\r\n'
Y0 b'E33: x = -0.521609, y = 0.684508, z = -0.988674, temp = 26.709412\r\n'
Y0 b'E33: x = -0.514324, y = 0.711785, z = -0.995306, temp = 26.724117\r\n'
Y0 b'E33: x = -0.527833, y = 0.759699, z = -0.960856, temp = 26.706470\r\n'
Y0 b'E33: x = -0.569638, y = 0.691766, z = -1.003328, temp = 26.700588\r\n'
Y0 b'E33: x = -0.521230, y = 0.766435, z = -0.919328, temp = 26.688824\r\n'
Y0 b'E33: x = -0.563057, y = 0.691676, z = -0.968729, temp = 26.685883\r\n'
Y0 b'E33: x = -0.542403, y = 0.705145, z = -0.947593, temp = 26.718235\r\n'
Y0 b'E33: x = -0.522066, y = 0.657166, z = -0.975021, temp = 26.700588\r\n'
Y0 b'E33: x = -0.515294, y = 0.698039, z = -0.905748, temp = 26.712353\r\n'
Y0 b'E33: x = -0.514657, y = 0.684455, z = -0.995440, temp = 26.730000\r\n'
Y0 b'E33: x = -0.584145, y = 0.657691, z = -0.969282, temp = 26.691765\r\n'
Y0 b'E33: x = -0.556954, y = 0.636945, z = -0.955081, temp = 26.727058\r\n'
Y0 b'E33: x = -0.528541, y = 0.691387, z = -0.974981, temp = 26.703529\r\n'
Y0 b'E33: x = -0.542009, y = 0.732481, z = -0.954353, temp = 26.700588\r\n'
Y0 b'E33: x = -0.556500, y = 0.643815, z = -0.996413, temp = 26.727058\r\n'
Y0 b'E33: x = -0.563385, y = 0.705291, z = -0.913508, temp = 26.694706\r\n'
Y0 b'E33: x = -0.481277, y = 0.656756, z = -0.912202, temp = 26.718235\r\n'
Y0 b'E33: x = -0.472937, y = 0.725083, z = -0.980679, temp = 26.688824\r\n'
Y0 b'E33: x = -0.446740, y = 0.663293, z = -0.911526, temp = 26.697647\r\n'
Y0 b'E33: x = -0.507947, y = 0.725322, z = -0.919273, temp = 26.694706\r\n'
Y0 b'E33: x = -0.556102, y = 0.712096, z = -0.947817, temp = 26.697647\r\n'
Y0 b'E33: x = -0.562641, y = 0.725838, z = -0.968560, temp = 26.712353\r\n'
Y0 b'E33: x = -0.501327, y = 0.697940, z = -0.926174, temp = 26.703529\r\n'
Y0 b'E33: x = -0.543006, y = 0.650492, z = -0.954757, temp = 26.691765\r\n'
Y0 b'E33: x = -0.597615, y = 0.678313, z = -0.976332, temp = 26.703529\r\n'
Y0 b'E33: x = -0.514778, y = 0.704915, z = -0.953974, temp = 26.712353\r\n'
Y0 b'E33: x = -0.557304, y = 0.643734, z = -0.906788, temp = 26.694706\r\n'
Y0 b'E33: x = -0.577397, y = 0.671266, z = -0.934615, temp = 26.709412\r\n'
Y0 b'E33: x = -0.604939, y = 0.678329, z = -0.928201, temp = 26.677059\r\n'
Y0 b'E33: x = -0.522748, y = 0.636625, z = -0.926862, temp = 26.706470\r\n'
Y0 b'E33: x = -0.459712, y = 0.724909, z = -0.918374, temp = 26.703529\r\n'
Y0 b'E33: x = -0.550002, y = 0.636892, z = -0.961847, temp = 26.682941\r\n'
Y0 b'E33: x = -0.473248, y = 0.704579, z = -0.973886, temp = 26.697647\r\n'
Y0 b'E33: x = -0.548529, y = 0.732577, z = -0.995847, temp = 26.718235\r\n'
Y0 b'E33: x = -0.542819, y = 0.670983, z = -0.947762, temp = 26.706470\r\n'
Y0 b'E33: x = -0.493938, y = 0.738875, z = -0.925843, temp = 26.700588\r\n'
Y0 b'E33: x = -0.569798, y = 0.739519, z = -0.920362, temp = 26.697647\r\n'
Y0 b'E33: x = -0.541430, y = 0.759835, z = -0.981795, temp = 26.732941\r\n'
Y0 b'E33: x = -0.563074, y = 0.725795, z = -0.920301, temp = 26.718235\r\n'
Y0 b'E33: x = -0.577520, y = 0.671254, z = -0.920827, temp = 26.709412\r\n'
Y0 b'E33: x = -0.535988, y = 0.691390, z = -0.913061, temp = 26.709412\r\n'
Y0 b'E33: x = -0.583565, y = 0.685046, z = -0.996724, temp = 26.706470\r\n'
Y0 b'E33: x = -0.583731, y = 0.671381, z = -0.996792, temp = 26.721176\r\n'
Y0 b'E33: x = -0.570257, y = 0.691704, z = -0.934386, temp = 26.735882\r\n'
Y0 b'E33: x = -0.577086, y = 0.691769, z = -0.941409, temp = 26.732941\r\n'
Y0 b'E33: x = -0.576365, y = 0.685017, z = -1.031067, temp = 26.706470\r\n'
Y0 b'E33: x = -0.583501, y = 0.705524, z = -0.975941, temp = 26.724117\r\n'
Y0 b'E33: x = -0.494664, y = 0.684210, z = -0.919218, temp = 26.718235\r\n'
Y0 b'E33: x = -0.596846, y = 0.746631, z = -0.969102, temp = 26.697647\r\n'
Y0 b'E33: x = -0.535800, y = 0.711881, z = -0.906066, temp = 26.700588\r\n'
Y0 b'E33: x = -0.543395, y = 0.684574, z = -0.864963, temp = 26.700588\r\n'
Y0 b'E33: x = -0.515151, y = 0.684405, z = -0.940286, temp = 26.721176\r\n'
Y0 b'E33: x = -0.576732, y = 0.725925, z = -0.934346, temp = 26.706470\r\n'
Y0 b'E33: x = -0.563636, y = 0.664322, z = -0.941286, temp = 26.688824\r\n'
Y0 b'E33: x = -0.556104, y = 0.691623, z = -0.975494, temp = 26.718235\r\n'
Y0 b'E33: x = -0.528213, y = 0.677772, z = -1.030202, temp = 26.718235\r\n'
Y0 b'E33: x = -0.563719, y = 0.657489, z = -0.941320, temp = 26.709412\r\n'
Y0 b'E33: x = -0.535470, y = 0.718739, z = -0.933609, temp = 26.697647\r\n'
Y0 b'E33: x = -0.459921, y = 0.697592, z = -0.932297, temp = 26.703529\r\n'
Y0 b'E33: x = -0.535826, y = 0.664110, z = -0.968350, temp = 26.700588\r\n'
Y0 b'E33: x = -0.604525, y = 0.692018, z = -0.955711, temp = 26.732941\r\n'
Y0 b'E33: x = -0.604480, y = 0.726143, z = -0.914177, temp = 26.724117\r\n'
Y0 b'E33: x = -0.584620, y = 0.643995, z = -0.934878, temp = 26.715294\r\n'
Y0 b'E33: x = -0.494189, y = 0.697905, z = -0.953622, temp = 26.697647\r\n'
Y0 b'E33: x = -0.577024, y = 0.691776, z = -0.948303, temp = 26.703529\r\n'
