mx,my,mz
-89.743591,-810.256409,-187.179489
-78.205132,-803.846191,-184.615387
-80.769234,-808.974365,-188.461548
-92.307693,-808.974365,-179.487183
-91.025642,-811.538513,-179.487183
-84.615387,-801.282104,-185.897446
-79.487183,-807.692322,-185.897446
-92.307693,-806.410278,-183.333344
-84.615387,-806.410278,-179.487183
-91.025642,-811.538513,-184.615387
-84.615387,-803.846191,-185.897446
-82.051285,-801.282104,-179.487183
-88.46154,-807.692322,-185.897446
-84.615387,-802.564148,-184.615387
-91.025642,-803.846191,-185.897446
-82.051285,-802.564148,-187.179489
-88.46154,-802.564148,-185.897446
-82.051285,-802.564148,-184.615387
-88.46154,-808.974365,-180.769241
-78.205132,-805.128235,-180.769241
-91.025642,-803.846191,-180.769241
-78.205132,-801.282104,-184.615387
-80.769234,-801.282104,-184.615387
-85.897438,-810.256409,-185.897446
-85.897438,-806.410278,-185.897446
-83.333336,-811.538513,-179.487183
-83.333336,-803.846191,-185.897446
-88.46154,-806.410278,-180.769241
-75.641029,-805.128235,-184.615387
-91.025642,-811.538513,-183.333344
-80.769234,-810.256409,-183.333344
-87.179489,-803.846191,-178.205139
-83.333336,-805.128235,-180.769241
-87.179489,-802.564148,-184.615387
-89.743591,-808.974365,-182.051285
-85.897438,-801.282104,-180.769241
-84.615387,-807.692322,-185.897446
-88.46154,-807.692322,-184.615387
-96.153847,-806.410278,-188.461548
-78.205132,-801.282104,-179.487183
-89.743591,-806.410278,-187.179489
-79.487183,-802.564148,-188.461548
-82.051285,-802.564148,-180.769241
-83.333336,-812.820557,-183.333344
-92.307693,-801.282104,-185.897446
-78.205132,-808.974365,-184.615387
-76.92308,-806.410278,-185.897446
-83.333336,-802.564148,-182.051285
-83.333336,-805.128235,-179.487183
-82.051285,-800.0,-184.615387
-75.641029,-807.692322,-182.051285
-87.179489,-802.564148,-188.461548
-83.333336,-798.717957,-182.051285
-93.589745,-802.564148,-183.333344
-91.025642,-810.256409,-185.897446
-83.333336,-803.846191,-187.179489
-89.743591,-801.282104,-182.051285
-83.333336,-803.846191,-184.615387
-93.589745,-806.410278,-187.179489
-79.487183,-802.564148,-179.487183
-84.615387,-808.974365,-183.333344
-84.615387,-802.564148,-182.051285
-92.307693,-802.564148,-179.487183
-75.641029,-808.974365,-176.92308
-92.307693,-808.974365,-180.769241
-74.358978,-802.564148,-184.615387
-89.743591,-806.410278,-184.615387
-87.179489,-802.564148,-183.333344
-83.333336,-807.692322,-178.205139
-89.743591,-803.846191,-185.897446
-91.025642,-805.128235,-188.461548
-83.333336,-805.128235,-180.769241
-89.743591,-803.846191,-178.205139
-87.179489,-803.846191,-183.333344
-92.307693,-803.846191,-187.179489
-83.333336,-805.128235,-187.179489
-96.153847,-811.538513,-183.333344
-80.769234,-800.0,-182.051285
-93.589745,-807.692322,-187.179489
-84.615387,-803.846191,-184.615387
-94.871796,-803.846191,-187.179489
-78.205132,-800.0,-182.051285
-82.051285,-803.846191,-179.487183
-91.025642,-803.846191,-183.333344
-82.051285,-800.0,-184.615387
-83.333336,-805.128235,-176.92308
-84.615387,-806.410278,-178.205139
-92.307693,-798.717957,-185.897446
-79.487183,-805.128235,-183.333344
-93.589745,-810.256409,-182.051285
-84.615387,-806.410278,-179.487183
-84.615387,-803.846191,-187.179489
-87.179489,-805.128235,-184.615387
-88.46154,-808.974365,-187.179489
-92.307693,-807.692322,-179.487183
-83.333336,-805.128235,-183.333344
-91.025642,-807.692322,-185.897446
-82.051285,-803.846191,-182.051285
-88.46154,-805.128235,-182.051285
-87.179489,-805.128235,-180.769241
-92.307693,-800.0,-180.769241
-79.487183,-801.282104,-182.051285
-85.897438,-801.282104,-188.461548
-89.743591,-807.692322,-184.615387
-84.615387,-806.410278,-184.615387
-85.897438,-808.974365,-184.615387
-71.794876,-802.564148,-187.179489
-89.743591,-807.692322,-184.615387
-84.615387,-808.974365,-185.897446
-89.743591,-806.410278,-183.333344
-80.769234,-802.564148,-184.615387
-87.179489,-812.820557,-183.333344
-83.333336,-803.846191,-180.769241
-93.589745,-811.538513,-187.179489
-84.615387,-810.256409,-183.333344
-80.769234,-803.846191,-179.487183
-82.051285,-806.410278,-180.769241
-93.589745,-800.0,-187.179489
-88.46154,-801.282104,-182.051285
-85.897438,-802.564148,-183.333344
-88.46154,-806.410278,-185.897446
-82.051285,-801.282104,-184.615387
-89.743591,-807.692322,-185.897446
-82.051285,-805.128235,-184.615387
-92.307693,-806.410278,-182.051285
-82.051285,-806.410278,-184.615387
-93.589745,-802.564148,-187.179489
-87.179489,-800.0,-184.615387
-88.46154,-802.564148,-183.333344
-88.46154,-802.564148,-183.333344
-93.589745,-802.564148,-185.897446
-83.333336,-803.846191,-183.333344
-93.589745,-812.820557,-183.333344
-88.46154,-802.564148,-184.615387
-98.717949,-802.564148,-183.333344
-80.769234,-810.256409,-185.897446
-87.179489,-806.410278,-189.743591
-82.051285,-803.846191,-182.051285
-83.333336,-803.846191,-183.333344
-83.333336,-808.974365,-180.769241
-91.025642,-803.846191,-183.333344
-78.205132,-805.128235,-180.769241
-82.051285,-802.564148,-178.205139
-89.743591,-803.846191,-174.358978
-83.333336,-806.410278,-185.897446
-89.743591,-808.974365,-175.641037
-79.487183,-801.282104,-184.615387
-92.307693,-802.564148,-184.615387
-82.051285,-806.410278,-185.897446
-91.025642,-812.820557,-183.333344
-79.487183,-803.846191,-184.615387
-92.307693,-802.564148,-182.051285
-79.487183,-798.717957,-185.897446
-97.435898,-808.974365,-179.487183
-82.051285,-810.256409,-187.179489
-92.307693,-806.410278,-184.615387
-83.333336,-803.846191,-178.205139
-93.589745,-805.128235,-187.179489
-91.025642,-801.282104,-182.051285
-85.897438,-805.128235,-183.333344
-88.46154,-803.846191,-184.615387
-85.897438,-805.128235,-187.179489
-97.435898,-802.564148,-184.615387
-79.487183,-807.692322,-185.897446
-92.307693,-805.128235,-188.461548
-84.615387,-806.410278,-184.615387
-100.0,-800.0,-184.615387
-82.051285,-800.0,-183.333344
-96.153847,-805.128235,-184.615387
-78.205132,-808.974365,-184.615387
-94.871796,-803.846191,-184.615387
-82.051285,-802.564148,-182.051285
-93.589745,-802.564148,-180.769241
-82.051285,-808.974365,-185.897446
-82.051285,-803.846191,-185.897446
-84.615387,-806.410278,-183.333344
-87.179489,-806.410278,-182.051285
-78.205132,-805.128235,-176.92308
-83.333336,-801.282104,-180.769241
-87.179489,-806.410278,-182.051285
-83.333336,-803.846191,-189.743591
-83.333336,-806.410278,-182.051285
-83.333336,-805.128235,-183.333344
-98.717949,-808.974365,-182.051285
-84.615387,-801.282104,-187.179489
-88.46154,-807.692322,-184.615387
-82.051285,-810.256409,-180.769241
-91.025642,-800.0,-183.333344
-80.769234,-807.692322,-183.333344
-93.589745,-801.282104,-176.92308
-85.897438,-811.538513,-188.461548
-92.307693,-802.564148,-187.179489
-84.615387,-807.692322,-185.897446
-93.589745,-806.410278,-187.179489
-88.46154,-808.974365,-188.461548
-79.487183,-802.564148,-187.179489
-93.589745,-802.564148,-179.487183
-80.769234,-807.692322,-182.051285
-87.179489,-807.692322,-184.615387
-80.769234,-807.692322,-183.333344
-92.307693,-803.846191,-191.02565
-78.205132,-801.282104,-183.333344
-84.615387,-805.128235,-183.333344
-88.46154,-800.0,-183.333344
-87.179489,-801.282104,-187.179489
-84.615387,-801.282104,-185.897446
-76.92308,-806.410278,-187.179489
-100.0,-808.974365,-189.743591
-84.615387,-803.846191,-183.333344
-88.46154,-810.256409,-184.615387
-82.051285,-808.974365,-187.179489
-93.589745,-806.410278,-182.051285
-79.487183,-803.846191,-180.769241
-88.46154,-806.410278,-187.179489
-85.897438,-808.974365,-183.333344
-83.333336,-801.282104,-185.897446
-87.179489,-805.128235,-185.897446
-82.051285,-802.564148,-183.333344
-92.307693,-806.410278,-184.615387
-84.615387,-802.564148,-180.769241
-84.615387,-806.410278,-187.179489
-83.333336,-802.564148,-185.897446
-92.307693,-801.282104,-180.769241
-82.051285,-805.128235,-184.615387
-97.435898,-807.692322,-183.333344
-87.179489,-801.282104,-184.615387
-84.615387,-802.564148,-187.179489
-91.025642,-811.538513,-182.051285
-83.333336,-802.564148,-183.333344
-88.46154,-807.692322,-187.179489
-83.333336,-801.282104,-184.615387
-93.589745,-808.974365,-188.461548
-78.205132,-802.564148,-184.615387
-92.307693,-805.128235,-184.615387
-84.615387,-805.128235,-182.051285
-85.897438,-810.256409,-185.897446
-85.897438,-800.0,-184.615387
-92.307693,-811.538513,-176.92308
-80.769234,-808.974365,-180.769241
-96.153847,-797.435913,-184.615387
-79.487183,-805.128235,-178.205139
-93.589745,-808.974365,-182.051285
-85.897438,-806.410278,-178.205139
-92.307693,-807.692322,-176.92308
-83.333336,-806.410278,-183.333344
-97.435898,-800.0,-184.615387
-94.871796,-807.692322,-178.205139
-84.615387,-802.564148,-183.333344
-92.307693,-808.974365,-183.333344
-85.897438,-802.564148,-185.897446
-91.025642,-802.564148,-183.333344
-80.769234,-805.128235,-180.769241
-87.179489,-808.974365,-188.461548
-80.769234,-798.717957,-182.051285
-89.743591,-810.256409,-187.179489
-82.051285,-803.846191,-178.205139
-92.307693,-805.128235,-185.897446
-78.205132,-798.717957,-183.333344
-89.743591,-801.282104,-188.461548
-88.46154,-805.128235,-180.769241
-92.307693,-803.846191,-188.461548
-76.92308,-805.128235,-184.615387
-87.179489,-806.410278,-184.615387
-87.179489,-805.128235,-184.615387
-83.333336,-800.0,-188.461548
-79.487183,-810.256409,-189.743591
-80.769234,-807.692322,-182.051285
-88.46154,-808.974365,-179.487183
-82.051285,-803.846191,-180.769241
-94.871796,-808.974365,-187.179489
-85.897438,-810.256409,-184.615387
-93.589745,-803.846191,-187.179489
-83.333336,-802.564148,-183.333344
-92.307693,-807.692322,-188.461548
-85.897438,-802.564148,-184.615387
-88.46154,-808.974365,-185.897446
-83.333336,-810.256409,-184.615387
-93.589745,-806.410278,-185.897446
-97.435898,-805.128235,-187.179489
-83.333336,-814.1026,-185.897446
-83.333336,-802.564148,-182.051285
-102.564102,-802.564148,-179.487183
-85.897438,-808.974365,-184.615387
-92.307693,-802.564148,-188.461548
-83.333336,-806.410278,-182.051285
-97.435898,-803.846191,-187.179489
-91.025642,-805.128235,-185.897446
-82.051285,-802.564148,-187.179489
-97.435898,-807.692322,-180.769241
-84.615387,-802.564148,-183.333344
-88.46154,-805.128235,-180.769241
-88.46154,-806.410278,-182.051285
-92.307693,-803.846191,-184.615387
-84.615387,-801.282104,-183.333344
-85.897438,-801.282104,-185.897446
-84.615387,-808.974365,-183.333344
-93.589745,-802.564148,-187.179489
-82.051285,-806.410278,-179.487183
-76.92308,-810.256409,-184.615387
-98.717949,-806.410278,-184.615387
-82.051285,-803.846191,-179.487183
-84.615387,-810.256409,-179.487183
-82.051285,-808.974365,-184.615387
-87.179489,-801.282104,-185.897446
-80.769234,-805.128235,-184.615387
-88.46154,-803.846191,-188.461548
-82.051285,-803.846191,-178.205139
-85.897438,-802.564148,-184.615387
-78.205132,-806.410278,-184.615387
-89.743591,-814.1026,-182.051285
-87.179489,-808.974365,-182.051285
-85.897438,-801.282104,-182.051285
-82.051285,-805.128235,-185.897446
-93.589745,-807.692322,-187.179489
-89.743591,-806.410278,-183.333344
-78.205132,-803.846191,-180.769241
-88.46154,-812.820557,-176.92308
-83.333336,-803.846191,-188.461548
-87.179489,-805.128235,-184.615387
-82.051285,-810.256409,-182.051285
-89.743591,-808.974365,-185.897446
-76.92308,-803.846191,-183.333344
-84.615387,-806.410278,-179.487183
-87.179489,-807.692322,-170.512833
-91.025642,-801.282104,-169.230774
-84.615387,-808.974365,-176.92308
-92.307693,-801.282104,-178.205139
-89.743591,-808.974365,-179.487183
-96.153847,-802.564148,-166.666672
-80.769234,-807.692322,-183.333344
-92.307693,-801.282104,-174.358978
-91.025642,-816.666687,-185.897446
-96.153847,-800.0,-174.358978
-78.205132,-801.282104,-174.358978
-88.46154,-800.0,-183.333344
-85.897438,-806.410278,-176.92308
-87.179489,-801.282104,-180.769241
-83.333336,-806.410278,-175.641037
-88.46154,-803.846191,-182.051285
-88.46154,-801.282104,-171.794876
-96.153847,-812.820557,-178.205139
-85.897438,-802.564148,-166.666672
-84.615387,-812.820557,-184.615387
-87.179489,-797.435913,-167.94873
-96.153847,-807.692322,-182.051285
-88.46154,-797.435913,-166.666672
-94.871796,-805.128235,-184.615387
-84.615387,-800.0,-176.92308
-93.589745,-810.256409,-176.92308
-89.743591,-798.717957,-176.92308
-100.0,-806.410278,-165.384628
-79.487183,-801.282104,-185.897446
-94.871796,-805.128235,-165.384628
-84.615387,-801.282104,-187.179489
-101.282051,-797.435913,-170.512833
-91.025642,-807.692322,-188.461548
-88.46154,-792.307739,-175.641037
-87.179489,-805.128235,-185.897446
-96.153847,-797.435913,-179.487183
-84.615387,-807.692322,-180.769241
-92.307693,-805.128235,-176.92308
-92.307693,-803.846191,-185.897446
-97.435898,-801.282104,-179.487183
-85.897438,-803.846191,-180.769241
-84.615387,-797.435913,-182.051285
-91.025642,-810.256409,-183.333344
-87.179489,-803.846191,-187.179489
-91.025642,-800.0,-174.358978
-83.333336,-808.974365,-188.461548
-101.282051,-798.717957,-174.358978
-89.743591,-811.538513,-187.179489
-84.615387,-796.15387,-180.769241
-93.589745,-803.846191,-187.179489
-88.46154,-797.435913,-174.358978
-91.025642,-806.410278,-180.769241
-89.743591,-805.128235,-188.461548
-89.743591,-803.846191,-180.769241
-93.589745,-800.0,-185.897446
-80.769234,-794.871826,-183.333344
-89.743591,-810.256409,-192.307693
-91.025642,-792.307739,-182.051285
-80.769234,-811.538513,-185.897446
-82.051285,-801.282104,-182.051285
-93.589745,-808.974365,-179.487183
-91.025642,-796.15387,-187.179489
-84.615387,-802.564148,-185.897446
-92.307693,-802.564148,-192.307693
-88.46154,-798.717957,-176.92308
-96.153847,-805.128235,-191.02565
-85.897438,-800.0,-182.051285
-89.743591,-803.846191,-192.307693
-80.769234,-800.0,-175.641037
-98.717949,-802.564148,-187.179489
-92.307693,-794.871826,-180.769241
-97.435898,-802.564148,-183.333344
-85.897438,-796.15387,-184.615387
-97.435898,-802.564148,-188.461548
-87.179489,-797.435913,-184.615387
-98.717949,-797.435913,-175.641037
-89.743591,-805.128235,-183.333344
-92.307693,-797.435913,-184.615387
-85.897438,-803.846191,-189.743591
-96.153847,-797.435913,-184.615387
-80.769234,-800.0,-187.179489
-94.871796,-797.435913,-179.487183
-80.769234,-798.717957,-185.897446
-96.153847,-800.0,-187.179489
-85.897438,-803.846191,-184.615387
-97.435898,-798.717957,-185.897446
-87.179489,-802.564148,-180.769241
-92.307693,-806.410278,-191.02565
-80.769234,-801.282104,-170.512833
-93.589745,-803.846191,-191.02565
-92.307693,-797.435913,-182.051285
-97.435898,-805.128235,-188.461548
-88.46154,-801.282104,-175.641037
-84.615387,-807.692322,-183.333344
-97.435898,-800.0,-180.769241
-92.307693,-805.128235,-182.051285
-87.179489,-797.435913,-187.179489
-85.897438,-802.564148,-182.051285
-88.46154,-797.435913,-182.051285
-91.025642,-801.282104,-175.641037
-87.179489,-802.564148,-188.461548
-88.46154,-801.282104,-175.641037
-98.717949,-798.717957,-187.179489
-94.871796,-800.0,-178.205139
-87.179489,-801.282104,-188.461548
-80.769234,-798.717957,-180.769241
-96.153847,-801.282104,-192.307693
-87.179489,-798.717957,-185.897446
-92.307693,-806.410278,-185.897446
-84.615387,-798.717957,-183.333344
-96.153847,-805.128235,-187.179489
-94.871796,-800.0,-185.897446
-103.846161,-803.846191,-182.051285
-82.051285,-806.410278,-187.179489
-93.589745,-798.717957,-176.92308
-87.179489,-802.564148,-185.897446
-92.307693,-802.564148,-179.487183
-80.769234,-800.0,-185.897446
-100.0,-800.0,-175.641037
-85.897438,-800.0,-183.333344
-94.871796,-798.717957,-187.179489
-84.615387,-803.846191,-183.333344
-94.871796,-802.564148,-182.051285
-85.897438,-801.282104,-179.487183
-94.871796,-803.846191,-188.461548
-92.307693,-801.282104,-175.641037
-82.051285,-801.282104,-187.179489
-98.717949,-798.717957,-189.743591
-82.051285,-808.974365,-183.333344
-101.282051,-800.0,-185.897446
-84.615387,-798.717957,-183.333344
-85.897438,-802.564148,-187.179489
-87.179489,-803.846191,-183.333344
-93.589745,-801.282104,-185.897446
-91.025642,-801.282104,-183.333344
-89.743591,-801.282104,-191.02565
-85.897438,-802.564148,-183.333344
-94.871796,-807.692322,-188.461548
-92.307693,-805.128235,-179.487183
-88.46154,-802.564148,-184.615387
-85.897438,-798.717957,-182.051285
-94.871796,-806.410278,-179.487183
-92.307693,-800.0,-184.615387
-100.0,-803.846191,-180.769241
-82.051285,-801.282104,-191.02565
-94.871796,-801.282104,-182.051285
-87.179489,-801.282104,-187.179489
-94.871796,-801.282104,-179.487183
-79.487183,-801.282104,-187.179489
-89.743591,-802.564148,-178.205139
-88.46154,-796.15387,-191.02565
-91.025642,-798.717957,-184.615387
-83.333336,-802.564148,-191.02565
-94.871796,-802.564148,-184.615387
-88.46154,-800.0,-188.461548
-102.564102,-800.0,-185.897446
-84.615387,-800.0,-187.179489
-91.025642,-800.0,-187.179489
-94.871796,-798.717957,-179.487183
-89.743591,-802.564148,-191.02565
-85.897438,-800.0,-185.897446
-83.333336,-803.846191,-185.897446
-91.025642,-806.410278,-187.179489
-93.589745,-802.564148,-178.205139
-85.897438,-800.0,-180.769241
-88.46154,-800.0,-189.743591
-97.435898,-805.128235,-183.333344
-87.179489,-801.282104,-176.92308
-92.307693,-800.0,-185.897446
-79.487183,-797.435913,-179.487183
-103.846161,-803.846191,-184.615387
-85.897438,-800.0,-179.487183
-93.589745,-800.0,-188.461548
-84.615387,-800.0,-182.051285
-93.589745,-807.692322,-187.179489
-89.743591,-805.128235,-179.487183
-87.179489,-805.128235,-185.897446
-89.743591,-797.435913,-178.205139
-92.307693,-801.282104,-179.487183
-84.615387,-806.410278,-187.179489
-92.307693,-800.0,-185.897446
-88.46154,-800.0,-183.333344
-84.615387,-800.0,-179.487183
-79.487183,-801.282104,-188.461548
-91.025642,-806.410278,-185.897446
-97.435898,-802.564148,-187.179489
-92.307693,-803.846191,-182.051285
-87.179489,-800.0,-187.179489
-94.871796,-800.0,-182.051285
-88.46154,-805.128235,-185.897446
-85.897438,-800.0,-182.051285
-78.205132,-798.717957,-187.179489
-98.717949,-800.0,-183.333344
-92.307693,-802.564148,-183.333344
-85.897438,-802.564148,-188.461548
-83.333336,-796.15387,-187.179489
-89.743591,-800.0,-182.051285
-102.564102,-798.717957,-183.333344
-84.615387,-801.282104,-187.179489
-88.46154,-797.435913,-189.743591
-87.179489,-801.282104,-183.333344
-96.153847,-807.692322,-184.615387
-83.333336,-801.282104,-188.461548
-87.179489,-794.871826,-187.179489
-87.179489,-801.282104,-185.897446
-97.435898,-802.564148,-189.743591
-85.897438,-802.564148,-175.641037
-88.46154,-800.0,-187.179489
-83.333336,-803.846191,-178.205139
-97.435898,-801.282104,-187.179489
-82.051285,-800.0,-185.897446
-87.179489,-798.717957,-188.461548
-80.769234,-801.282104,-185.897446
-96.153847,-805.128235,-188.461548
-89.743591,-801.282104,-185.897446
-91.025642,-793.589783,-179.487183
-79.487183,-796.15387,-180.769241
-94.871796,-802.564148,-179.487183
-84.615387,-801.282104,-188.461548
-101.282051,-800.0,-183.333344
-82.051285,-798.717957,-191.02565
-96.153847,-802.564148,-184.615387
-92.307693,-802.564148,-188.461548
-96.153847,-806.410278,-183.333344
-82.051285,-797.435913,-184.615387
-94.871796,-801.282104,-183.333344
-96.153847,-798.717957,-187.179489
-97.435898,-796.15387,-183.333344
-84.615387,-802.564148,-183.333344
-93.589745,-802.564148,-184.615387
-88.46154,-800.0,-188.461548
-91.025642,-803.846191,-183.333344
-87.179489,-798.717957,-187.179489
-92.307693,-805.128235,-188.461548
-88.46154,-801.282104,-189.743591
-96.153847,-802.564148,-180.769241
-87.179489,-797.435913,-187.179489
-87.179489,-803.846191,-184.615387
-91.025642,-802.564148,-187.179489
-93.589745,-806.410278,-182.051285
-93.589745,-798.717957,-185.897446
-83.333336,-802.564148,-185.897446
-98.717949,-801.282104,-185.897446
-92.307693,-803.846191,-184.615387
-92.307693,-801.282104,-187.179489
-83.333336,-800.0,-184.615387
-93.589745,-801.282104,-187.179489
-89.743591,-806.410278,-185.897446
-92.307693,-807.692322,-189.743591
-80.769234,-805.128235,-184.615387
-97.435898,-803.846191,-183.333344
-85.897438,-794.871826,-188.461548
-89.743591,-800.0,-183.333344
-83.333336,-796.15387,-185.897446
-89.743591,-802.564148,-183.333344
-89.743591,-796.15387,-184.615387
-100.0,-800.0,-185.897446
-80.769234,-796.15387,-188.461548
-100.0,-798.717957,-184.615387
-83.333336,-798.717957,-184.615387
-102.564102,-802.564148,-184.615387
-83.333336,-797.435913,-189.743591
-91.025642,-803.846191,-185.897446
-82.051285,-803.846191,-180.769241
-97.435898,-803.846191,-189.743591
-83.333336,-800.0,-192.307693
-93.589745,-800.0,-183.333344
-80.769234,-800.0,-189.743591
-98.717949,-801.282104,-182.051285
-92.307693,-802.564148,-183.333344
-83.333336,-801.282104,-180.769241
-84.615387,-801.282104,-182.051285
-92.307693,-800.0,-183.333344
-92.307693,-800.0,-185.897446
-80.769234,-801.282104,-183.333344
-87.179489,-802.564148,-184.615387
-92.307693,-801.282104,-184.615387
-100.0,-802.564148,-183.333344
-85.897438,-802.564148,-185.897446
-89.743591,-798.717957,-185.897446
-87.179489,-802.564148,-179.487183
-97.435898,-806.410278,-187.179489
-84.615387,-801.282104,-184.615387
-84.615387,-800.0,-187.179489
-87.179489,-803.846191,-184.615387
-92.307693,-805.128235,-182.051285
-83.333336,-801.282104,-185.897446
-83.333336,-800.0,-189.743591
-88.46154,-806.410278,-184.615387
-85.897438,-797.435913,-183.333344
-82.051285,-796.15387,-179.487183
-89.743591,-801.282104,-191.02565
-84.615387,-797.435913,-180.769241
-98.717949,-800.0,-187.179489
-83.333336,-794.871826,-178.205139
-88.46154,-802.564148,-183.333344
-84.615387,-793.589783,-185.897446
-102.564102,-803.846191,-187.179489
-80.769234,-800.0,-185.897446
-91.025642,-801.282104,-185.897446
-84.615387,-801.282104,-185.897446
-94.871796,-811.538513,-178.205139
-79.487183,-800.0,-183.333344
-89.743591,-803.846191,-184.615387
-75.641029,-802.564148,-187.179489
-101.282051,-807.692322,-183.333344
-85.897438,-794.871826,-183.333344
-101.282051,-803.846191,-184.615387
-80.769234,-810.256409,-184.615387
-101.282051,-806.410278,-188.461548
-82.051285,-803.846191,-185.897446
-87.179489,-798.717957,-189.743591
-82.051285,-802.564148,-184.615387
-97.435898,-803.846191,-185.897446
-88.46154,-803.846191,-185.897446
-92.307693,-802.564148,-193.589752
-84.615387,-797.435913,-185.897446
-97.435898,-808.974365,-184.615387
-92.307693,-802.564148,-183.333344
-89.743591,-798.717957,-188.461548
-82.051285,-796.15387,-188.461548
-96.153847,-802.564148,-180.769241
-89.743591,-797.435913,-185.897446
-97.435898,-807.692322,-188.461548
