m1,m2,m3 
-520.512817,-2.564103,-87.179489
-521.794861,6.410256,-78.205132
-520.512817,-3.846154,-75.641029
-520.512817,5.128205,-75.641029
-521.794861,-3.846154,-69.230774
-521.794861,3.846154,-82.051285
-511.538483,-6.410256,-75.641029
-523.076965,-6.410256,-84.615387
-516.666687,0.0,-78.205132
-524.359009,-6.410256,-78.205132
-529.487183,-7.692308,-82.051285
-514.1026,-8.97436,-80.769234
-528.205139,5.128205,-79.487183
-525.641052,1.282051,-84.615387
-512.820557,6.410256,-88.46154
-511.538483,6.410256,-78.205132
-524.359009,3.846154,-80.769234
-519.230774,-5.128205,-80.769234
-521.794861,-5.128205,-75.641029
-517.94873,2.564103,-75.641029
-515.384644,-10.256411,-80.769234
-517.94873,-6.410256,-71.794876
-517.94873,-8.97436,-83.333336
-510.256439,5.128205,-74.358978
-520.512817,8.97436,-87.179489
-523.076965,6.410256,-88.46154
-512.820557,-2.564103,-80.769234
-526.923096,10.256411,-65.384621
-510.256439,3.846154,-85.897438
-521.794861,-3.846154,-82.051285
-515.384644,-1.282051,-84.615387
-520.512817,-1.282051,-80.769234
-525.641052,6.410256,-79.487183
-523.076965,2.564103,-87.179489
-516.666687,-8.97436,-73.076927
-526.923096,1.282051,-74.358978
-511.538483,3.846154,-82.051285
-521.794861,7.692308,-70.512825
-525.641052,5.128205,-87.179489
-529.487183,1.282051,-78.205132
-514.1026,3.846154,-76.92308
-526.923096,5.128205,-75.641029
-521.794861,1.282051,-89.743591
-526.923096,2.564103,-83.333336
-519.230774,5.128205,-84.615387
-526.923096,-2.564103,-82.051285
-516.666687,-6.410256,-92.307693
-516.666687,-1.282051,-80.769234
-529.487183,3.846154,-82.051285
-517.94873,6.410256,-91.025642
-520.512817,0.0,-79.487183
-519.230774,-2.564103,-83.333336
-514.1026,2.564103,-75.641029
-534.615417,6.410256,-83.333336
-523.076965,2.564103,-93.589745
-528.205139,8.97436,-92.307693
-521.794861,3.846154,-73.076927
-530.769226,3.846154,-78.205132
-529.487183,-2.564103,-87.179489
-514.1026,2.564103,-82.051285
-526.923096,-5.128205,-78.205132
-519.230774,-5.128205,-89.743591
-511.538483,-6.410256,-76.92308
-512.820557,2.564103,-82.051285
-517.94873,5.128205,-82.051285
-519.230774,5.128205,-87.179489
-519.230774,7.692308,-83.333336
-508.974365,-2.564103,-74.358978
-526.923096,5.128205,-76.92308
-516.666687,-3.846154,-89.743591
-514.1026,0.0,-78.205132
-516.666687,7.692308,-79.487183
-529.487183,-8.97436,-85.897438
-511.538483,-5.128205,-78.205132
-528.205139,6.410256,-78.205132
-523.076965,2.564103,-93.589745
-514.1026,1.282051,-89.743591
-523.076965,-8.97436,-82.051285
-516.666687,-7.692308,-82.051285
-514.1026,-8.97436,-87.179489
-514.1026,-5.128205,-74.358978
-521.794861,3.846154,-80.769234
-511.538483,0.0,-79.487183
-523.076965,0.0,-82.051285
-521.794861,-10.256411,-88.46154
-511.538483,7.692308,-73.076927
-528.205139,5.128205,-85.897438
-512.820557,5.128205,-73.076927
-520.512817,1.282051,-70.512825
-515.384644,3.846154,-78.205132
-520.512817,7.692308,-76.92308
-516.666687,-2.564103,-74.358978
-520.512817,-5.128205,-89.743591
-514.1026,1.282051,-79.487183
-517.94873,5.128205,-82.051285
-523.076965,-5.128205,-79.487183
-515.384644,-2.564103,-89.743591
-525.641052,5.128205,-76.92308
-516.666687,2.564103,-83.333336
-520.512817,-1.282051,-84.615387
-520.512817,6.410256,-76.92308
-516.666687,-3.846154,-82.051285
-523.076965,-2.564103,-82.051285
-524.359009,5.128205,-76.92308
-521.794861,-7.692308,-79.487183
-514.1026,-2.564103,-75.641029
-520.512817,5.128205,-75.641029
-525.641052,7.692308,-78.205132
-528.205139,8.97436,-76.92308
-529.487183,2.564103,-76.92308
-529.487183,0.0,-74.358978
-519.230774,-3.846154,-82.051285
-530.769226,5.128205,-79.487183
-525.641052,2.564103,-82.051285
-515.384644,-6.410256,-80.769234
-516.666687,-1.282051,-74.358978
-526.923096,1.282051,-87.179489
-521.794861,5.128205,-75.641029
-521.794861,-2.564103,-75.641029
-525.641052,3.846154,-75.641029
-521.794861,6.410256,-79.487183
-525.641052,-3.846154,-76.92308
-516.666687,-1.282051,-75.641029
-521.794861,-5.128205,-80.769234
-521.794861,-6.410256,-87.179489
-517.94873,-2.564103,-79.487183
-523.076965,-2.564103,-82.051285
-512.820557,-5.128205,-82.051285
-524.359009,3.846154,-82.051285
-517.94873,-3.846154,-82.051285
-514.1026,-2.564103,-83.333336
-515.384644,0.0,-78.205132
-516.666687,0.0,-78.205132
-514.1026,3.846154,-82.051285
-515.384644,3.846154,-87.179489
-515.384644,-6.410256,-78.205132
-526.923096,3.846154,-71.794876
-520.512817,1.282051,-76.92308
-526.923096,2.564103,-76.92308
-521.794861,5.128205,-80.769234
-515.384644,-1.282051,-78.205132
-520.512817,-8.97436,-87.179489
-517.94873,5.128205,-74.358978
-524.359009,-3.846154,-78.205132
-525.641052,8.97436,-79.487183
-515.384644,5.128205,-79.487183
-521.794861,0.0,-83.333336
-530.769226,-3.846154,-91.025642
-528.205139,-1.282051,-82.051285
-519.230774,2.564103,-78.205132
-514.1026,0.0,-76.92308
-520.512817,-6.410256,-82.051285
-525.641052,6.410256,-82.051285
-521.794861,2.564103,-82.051285
-524.359009,5.128205,-79.487183
-529.487183,7.692308,-84.615387
-517.94873,5.128205,-85.897438
-524.359009,-5.128205,-76.92308
-512.820557,3.846154,-85.897438
-514.1026,0.0,-80.769234
-523.076965,0.0,-70.512825
-524.359009,-1.282051,-82.051285
-519.230774,-3.846154,-85.897438
-519.230774,-10.256411,-88.46154
-517.94873,-1.282051,-83.333336
-516.666687,2.564103,-88.46154
-516.666687,3.846154,-75.641029
-520.512817,-7.692308,-84.615387
-520.512817,-7.692308,-76.92308
-524.359009,-3.846154,-79.487183
-526.923096,-6.410256,-83.333336
-525.641052,-1.282051,-87.179489
-512.820557,6.410256,-87.179489
-528.205139,11.538462,-78.205132
-512.820557,-12.820513,-80.769234
-505.128235,5.128205,-75.641029
-524.359009,0.0,-75.641029
-517.94873,3.846154,-79.487183
-532.05127,-7.692308,-80.769234
-519.230774,0.0,-87.179489
-519.230774,6.410256,-74.358978
-523.076965,3.846154,-82.051285
-521.794861,-1.282051,-67.948723
-520.512817,1.282051,-82.051285
-520.512817,10.256411,-82.051285
-521.794861,-1.282051,-79.487183
-517.94873,10.256411,-73.076927
-515.384644,-5.128205,-87.179489
-517.94873,7.692308,-71.794876
-525.641052,-1.282051,-83.333336
-516.666687,0.0,-83.333336
-521.794861,2.564103,-69.230774
-526.923096,3.846154,-82.051285
-512.820557,10.256411,-71.794876
-516.666687,-5.128205,-85.897438
-521.794861,-5.128205,-89.743591
-521.794861,7.692308,-71.794876
-528.205139,7.692308,-91.025642
-519.230774,7.692308,-85.897438
-514.1026,5.128205,-76.92308
-524.359009,6.410256,-82.051285
-523.076965,0.0,-91.025642
-514.1026,6.410256,-78.205132
-524.359009,-1.282051,-78.205132
-516.666687,-7.692308,-83.333336
-525.641052,-5.128205,-89.743591
-520.512817,0.0,-79.487183
-529.487183,6.410256,-91.025642
-516.666687,6.410256,-87.179489
-525.641052,-6.410256,-78.205132
-510.256439,-7.692308,-87.179489
-524.359009,-5.128205,-85.897438
-523.076965,-1.282051,-88.46154
-516.666687,3.846154,-89.743591
-512.820557,3.846154,-76.92308
-523.076965,8.97436,-71.794876
-528.205139,3.846154,-88.46154
-511.538483,-1.282051,-78.205132
-524.359009,8.97436,-80.769234
-523.076965,1.282051,-78.205132
-515.384644,0.0,-76.92308
-526.923096,-2.564103,-89.743591
-519.230774,-6.410256,-71.794876
-525.641052,5.128205,-75.641029
-516.666687,-1.282051,-93.589745
-511.538483,-5.128205,-78.205132
-526.923096,0.0,-80.769234
-519.230774,-3.846154,-82.051285
-511.538483,7.692308,-78.205132
-524.359009,-6.410256,-87.179489
-515.384644,6.410256,-66.666672
-529.487183,-3.846154,-84.615387
-511.538483,0.0,-82.051285
-523.076965,6.410256,-83.333336
-524.359009,6.410256,-93.589745
-524.359009,6.410256,-91.025642
-517.94873,3.846154,-80.769234
-514.1026,0.0,-75.641029
-514.1026,0.0,-78.205132
-521.794861,1.282051,-80.769234
-516.666687,6.410256,-76.92308
-521.794861,1.282051,-75.641029
-523.076965,1.282051,-91.025642
-525.641052,-5.128205,-89.743591
-516.666687,10.256411,-80.769234
-520.512817,-8.97436,-87.179489
-512.820557,-5.128205,-87.179489
-520.512817,-3.846154,-76.92308
-523.076965,-2.564103,-84.615387
-520.512817,-5.128205,-89.743591
-517.94873,-2.564103,-78.205132
-525.641052,2.564103,-78.205132
-520.512817,6.410256,-82.051285
-520.512817,2.564103,-75.641029
-523.076965,5.128205,-87.179489
-521.794861,6.410256,-78.205132
-521.794861,-6.410256,-79.487183
-515.384644,0.0,-74.358978
-524.359009,0.0,-91.025642
-515.384644,-8.97436,-78.205132
-523.076965,-3.846154,-74.358978
-520.512817,-1.282051,-82.051285
-529.487183,-5.128205,-82.051285
-525.641052,-3.846154,-80.769234
-521.794861,2.564103,-84.615387
-520.512817,5.128205,-80.769234
-519.230774,-1.282051,-80.769234
-526.923096,2.564103,-78.205132
-520.512817,0.0,-82.051285
-524.359009,1.282051,-83.333336
-528.205139,0.0,-78.205132
-515.384644,-5.128205,-79.487183
-517.94873,0.0,-84.615387
-516.666687,-1.282051,-82.051285
-512.820557,-1.282051,-82.051285
-520.512817,7.692308,-80.769234
-528.205139,8.97436,-83.333336
-519.230774,6.410256,-82.051285
-519.230774,2.564103,-84.615387
-529.487183,-1.282051,-80.769234
-520.512817,1.282051,-75.641029
-521.794861,-3.846154,-83.333336
-526.923096,-5.128205,-80.769234
-519.230774,-6.410256,-85.897438
-515.384644,-2.564103,-84.615387
-517.94873,5.128205,-75.641029
-520.512817,1.282051,-78.205132
-516.666687,7.692308,-82.051285
-510.256439,-2.564103,-87.179489
-525.641052,3.846154,-83.333336
-528.205139,1.282051,-85.897438
-515.384644,3.846154,-78.205132
-525.641052,6.410256,-75.641029
-514.1026,0.0,-84.615387
-525.641052,-1.282051,-82.051285
-516.666687,7.692308,-80.769234
-528.205139,1.282051,-80.769234
-520.512817,7.692308,-83.333336
-526.923096,-7.692308,-79.487183
-521.794861,-10.256411,-78.205132
-516.666687,-5.128205,-84.615387
-519.230774,-5.128205,-73.076927
-524.359009,2.564103,-80.769234
-516.666687,-1.282051,-87.179489
-512.820557,-2.564103,-76.92308
-529.487183,3.846154,-87.179489
-514.1026,3.846154,-79.487183
-526.923096,-3.846154,-80.769234
-516.666687,3.846154,-76.92308
-526.923096,-2.564103,-80.769234
-519.230774,-10.256411,-75.641029
-521.794861,8.97436,-79.487183
-525.641052,1.282051,-76.92308
-525.641052,7.692308,-82.051285
-514.1026,1.282051,-79.487183
-525.641052,10.256411,-75.641029
-529.487183,5.128205,-76.92308
-512.820557,-1.282051,-76.92308
-528.205139,2.564103,-82.051285
-516.666687,-5.128205,-89.743591
-519.230774,0.0,-78.205132
-520.512817,-8.97436,-83.333336
-517.94873,-6.410256,-80.769234
-514.1026,-5.128205,-82.051285
-515.384644,-2.564103,-78.205132
-523.076965,0.0,-78.205132
-521.794861,3.846154,-87.179489
-515.384644,-3.846154,-79.487183
-526.923096,5.128205,-76.92308
-521.794861,6.410256,-88.46154
-517.94873,7.692308,-78.205132
-523.076965,5.128205,-80.769234
-520.512817,-2.564103,-89.743591
-512.820557,-3.846154,-75.641029
-525.641052,8.97436,-73.076927
-526.923096,1.282051,-70.512825
-529.487183,-1.282051,-83.333336
-514.1026,3.846154,-75.641029
-526.923096,-2.564103,-83.333336
-515.384644,5.128205,-82.051285
-524.359009,-7.692308,-83.333336
-517.94873,-8.97436,-88.46154
-507.692322,-7.692308,-78.205132
-528.205139,5.128205,-85.897438
-519.230774,5.128205,-80.769234
-520.512817,5.128205,-73.076927
-526.923096,7.692308,-76.92308
-516.666687,-1.282051,-79.487183
-521.794861,-2.564103,-78.205132
-521.794861,1.282051,-85.897438
-512.820557,1.282051,-76.92308
-517.94873,10.256411,-82.051285
-533.333374,8.97436,-73.076927
-514.1026,0.0,-93.589745
-514.1026,1.282051,-82.051285
-525.641052,2.564103,-78.205132
-526.923096,5.128205,-83.333336
-528.205139,6.410256,-89.743591
-514.1026,-2.564103,-78.205132
-528.205139,5.128205,-82.051285
-524.359009,2.564103,-83.333336
-519.230774,-2.564103,-76.92308
-523.076965,-2.564103,-87.179489
-520.512817,-6.410256,-73.076927
-517.94873,2.564103,-76.92308
-526.923096,-1.282051,-84.615387
-511.538483,1.282051,-93.589745
-511.538483,-1.282051,-84.615387
-515.384644,-6.410256,-75.641029
-526.923096,-7.692308,-84.615387
-507.692322,-3.846154,-84.615387
-512.820557,-3.846154,-85.897438
-521.794861,3.846154,-75.641029
-519.230774,-3.846154,-89.743591
-526.923096,8.97436,-73.076927
-523.076965,6.410256,-74.358978
-520.512817,-6.410256,-92.307693
-515.384644,-1.282051,-76.92308
-511.538483,0.0,-83.333336
-515.384644,2.564103,-78.205132
-515.384644,3.846154,-71.794876
-529.487183,-1.282051,-85.897438
-528.205139,-3.846154,-83.333336
-514.1026,2.564103,-82.051285
-521.794861,10.256411,-75.641029
-516.666687,-8.97436,-82.051285
-517.94873,-8.97436,-71.794876
-521.794861,0.0,-83.333336
-516.666687,0.0,-88.46154
-516.666687,0.0,-80.769234
-517.94873,0.0,-75.641029
-515.384644,-6.410256,-78.205132
-525.641052,-6.410256,-79.487183
-515.384644,-2.564103,-84.615387
-526.923096,6.410256,-82.051285
-520.512817,2.564103,-88.46154
-526.923096,1.282051,-76.92308
-515.384644,-5.128205,-85.897438
-519.230774,-1.282051,-92.307693
-520.512817,-8.97436,-88.46154
-517.94873,-1.282051,-83.333336
-521.794861,-1.282051,-83.333336
-519.230774,-10.256411,-76.92308
-519.230774,6.410256,-76.92308
-516.666687,-6.410256,-87.179489
-526.923096,-5.128205,-76.92308
-519.230774,0.0,-87.179489
-524.359009,6.410256,-83.333336
-515.384644,-1.282051,-80.769234
-510.256439,-7.692308,-85.897438
-516.666687,-7.692308,-74.358978
-523.076965,0.0,-75.641029
-520.512817,2.564103,-78.205132
-520.512817,-2.564103,-82.051285
-519.230774,-3.846154,-79.487183
-530.769226,-2.564103,-88.46154
-519.230774,0.0,-82.051285
-516.666687,-6.410256,-82.051285
-523.076965,-6.410256,-74.358978
-516.666687,2.564103,-79.487183
-516.666687,3.846154,-88.46154
-516.666687,3.846154,-87.179489
-519.230774,-1.282051,-83.333336
-526.923096,-2.564103,-80.769234
-510.256439,-8.97436,-87.179489
-521.794861,2.564103,-82.051285
-514.1026,5.128205,-87.179489
-517.94873,-6.410256,-80.769234
-520.512817,5.128205,-76.92308
-534.615417,1.282051,-82.051285
-516.666687,-5.128205,-78.205132
-512.820557,6.410256,-71.794876
-520.512817,1.282051,-82.051285
-515.384644,3.846154,-74.358978
-530.769226,-3.846154,-84.615387
-524.359009,-3.846154,-80.769234
-514.1026,8.97436,-80.769234
-515.384644,7.692308,-84.615387
-517.94873,1.282051,-89.743591
-515.384644,5.128205,-78.205132
-523.076965,-5.128205,-87.179489
-520.512817,-5.128205,-82.051285
-523.076965,3.846154,-73.076927
-525.641052,7.692308,-79.487183
-510.256439,-1.282051,-82.051285
-523.076965,0.0,-75.641029
-523.076965,-1.282051,-83.333336
-530.769226,11.538462,-84.615387
-519.230774,0.0,-84.615387
-519.230774,6.410256,-80.769234
-517.94873,6.410256,-76.92308
-517.94873,-1.282051,-75.641029
-528.205139,-3.846154,-82.051285
-521.794861,-1.282051,-76.92308
-530.769226,2.564103,-76.92308
-523.076965,-5.128205,-80.769234
-523.076965,-5.128205,-83.333336
-511.538483,3.846154,-78.205132
-528.205139,3.846154,-76.92308
-528.205139,-3.846154,-89.743591
-520.512817,-5.128205,-83.333336
-533.333374,3.846154,-75.641029
-523.076965,3.846154,-87.179489
-524.359009,2.564103,-87.179489
-520.512817,-3.846154,-75.641029
-521.794861,3.846154,-73.076927
-517.94873,7.692308,-92.307693
-519.230774,5.128205,-88.46154
-525.641052,1.282051,-83.333336
-526.923096,-5.128205,-88.46154
-519.230774,1.282051,-73.076927
-520.512817,8.97436,-80.769234
-526.923096,2.564103,-89.743591
-512.820557,7.692308,-82.051285
-523.076965,10.256411,-78.205132
-528.205139,-10.256411,-85.897438
-511.538483,2.564103,-73.076927
-524.359009,-1.282051,-78.205132
-525.641052,-2.564103,-91.025642
-512.820557,8.97436,-91.025642
-521.794861,11.538462,-76.92308
-526.923096,6.410256,-82.051285
-525.641052,0.0,-85.897438
-512.820557,-7.692308,-69.230774
-524.359009,0.0,-89.743591
-516.666687,-7.692308,-83.333336
-512.820557,-2.564103,-76.92308
-520.512817,2.564103,-80.769234
-523.076965,-7.692308,-83.333336
-520.512817,10.256411,-75.641029
-524.359009,7.692308,-88.46154
-520.512817,-7.692308,-89.743591
-526.923096,3.846154,-76.92308
-514.1026,-7.692308,-87.179489
-514.1026,2.564103,-80.769234
-517.94873,6.410256,-76.92308
-524.359009,-6.410256,-88.46154
-514.1026,-3.846154,-79.487183
-528.205139,7.692308,-88.46154
-524.359009,-6.410256,-93.589745
-511.538483,1.282051,-79.487183
-520.512817,-7.692308,-83.333336
-524.359009,5.128205,-73.076927
-519.230774,8.97436,-74.358978
-525.641052,3.846154,-87.179489
-525.641052,3.846154,-84.615387
-511.538483,-7.692308,-79.487183
-523.076965,1.282051,-93.589745
-521.794861,0.0,-84.615387
-524.359009,-6.410256,-87.179489
-523.076965,8.97436,-71.794876
-517.94873,-3.846154,-78.205132
-521.794861,-5.128205,-84.615387
-508.974365,0.0,-82.051285
-517.94873,-1.282051,-73.076927
-515.384644,6.410256,-89.743591
-515.384644,7.692308,-74.358978
-524.359009,2.564103,-75.641029
-519.230774,-5.128205,-85.897438
-523.076965,1.282051,-83.333336
-519.230774,2.564103,-74.358978
-519.230774,5.128205,-83.333336
-524.359009,6.410256,-79.487183
-510.256439,-6.410256,-73.076927
-516.666687,-2.564103,-80.769234
-514.1026,-1.282051,-87.179489
-512.820557,2.564103,-84.615387
-526.923096,0.0,-73.076927
-516.666687,-8.97436,-80.769234
-520.512817,-1.282051,-76.92308
-520.512817,-3.846154,-78.205132
-516.666687,-3.846154,-85.897438
-512.820557,-1.282051,-78.205132
-515.384644,1.282051,-76.92308
-516.666687,6.410256,-85.897438
-521.794861,7.692308,-78.205132
-530.769226,-5.128205,-83.333336
-521.794861,-5.128205,-78.205132
-521.794861,-1.282051,-83.333336
-520.512817,-3.846154,-88.46154
-516.666687,-1.282051,-74.358978
-515.384644,-7.692308,-78.205132
-516.666687,-10.256411,-83.333336
-528.205139,6.410256,-85.897438
-515.384644,-6.410256,-75.641029
-519.230774,0.0,-74.358978
-517.94873,-7.692308,-82.051285
-521.794861,6.410256,-76.92308
-516.666687,1.282051,-80.769234
-528.205139,8.97436,-89.743591
-524.359009,3.846154,-74.358978
-515.384644,-8.97436,-76.92308
-520.512817,10.256411,-78.205132
-525.641052,0.0,-82.051285
-512.820557,-1.282051,-83.333336
-516.666687,-1.282051,-85.897438
-516.666687,-2.564103,-84.615387
-523.076965,0.0,-78.205132
-521.794861,5.128205,-79.487183
-516.666687,-5.128205,-80.769234
-523.076965,-6.410256,-87.179489
-515.384644,3.846154,-75.641029
-523.076965,2.564103,-80.769234
-521.794861,-6.410256,-75.641029
-520.512817,-2.564103,-82.051285
-523.076965,6.410256,-78.205132
-514.1026,-5.128205,-73.076927
-520.512817,2.564103,-73.076927
-524.359009,1.282051,-84.615387
-516.666687,-5.128205,-74.358978
-520.512817,-2.564103,-84.615387
-520.512817,-7.692308,-76.92308
-521.794861,-8.97436,-75.641029
-515.384644,6.410256,-80.769234
-515.384644,5.128205,-76.92308
-524.359009,10.256411,-85.897438
-526.923096,-3.846154,-82.051285
-521.794861,8.97436,-82.051285
-515.384644,-11.538462,-88.46154
-517.94873,5.128205,-78.205132
-529.487183,-1.282051,-78.205132
-516.666687,1.282051,-91.025642
-511.538483,7.692308,-75.641029
-517.94873,0.0,-76.92308
-523.076965,-1.282051,-82.051285
-520.512817,1.282051,-80.769234
-528.205139,-6.410256,-80.769234
-521.794861,6.410256,-85.897438
-511.538483,-3.846154,-82.051285
-525.641052,3.846154,-80.769234
-524.359009,-1.282051,-80.769234
-519.230774,0.0,-76.92308
-516.666687,-8.97436,-87.179489
-514.1026,-3.846154,-82.051285
-515.384644,-6.410256,-85.897438
-520.512817,5.128205,-83.333336
-517.94873,-1.282051,-79.487183
-516.666687,-1.282051,-73.076927
-526.923096,-1.282051,-89.743591
-511.538483,-6.410256,-89.743591
-526.923096,3.846154,-76.92308
-520.512817,-1.282051,-76.92308
-524.359009,0.0,-76.92308
-525.641052,-1.282051,-79.487183
-523.076965,-7.692308,-87.179489
-529.487183,11.538462,-75.641029
-529.487183,5.128205,-87.179489
-520.512817,0.0,-75.641029
-523.076965,6.410256,-87.179489
-524.359009,5.128205,-78.205132
-526.923096,5.128205,-74.358978
-524.359009,-1.282051,-78.205132
-508.974365,-7.692308,-88.46154
-524.359009,7.692308,-79.487183
-526.923096,3.846154,-83.333336
-523.076965,-1.282051,-93.589745
-517.94873,8.97436,-74.358978
-514.1026,-5.128205,-91.025642
-512.820557,-1.282051,-83.333336
-519.230774,1.282051,-74.358978
-516.666687,-1.282051,-89.743591
-526.923096,-6.410256,-76.92308
-525.641052,-7.692308,-87.179489
-523.076965,1.282051,-80.769234
-521.794861,2.564103,-76.92308
-528.205139,-6.410256,-88.46154
-523.076965,2.564103,-85.897438
-523.076965,-3.846154,-89.743591
-515.384644,-3.846154,-75.641029
-525.641052,2.564103,-87.179489
-523.076965,-3.846154,-89.743591
-520.512817,-5.128205,-82.051285
-529.487183,3.846154,-76.92308
-516.666687,0.0,-89.743591
-523.076965,1.282051,-83.333336
-515.384644,-1.282051,-78.205132
-519.230774,6.410256,-83.333336
-515.384644,8.97436,-74.358978
-533.333374,3.846154,-74.358978
-528.205139,2.564103,-82.051285
-520.512817,3.846154,-76.92308
-529.487183,7.692308,-75.641029
-521.794861,2.564103,-91.025642
-524.359009,5.128205,-78.205132
-528.205139,10.256411,-75.641029
-523.076965,-1.282051,-87.179489
-517.94873,8.97436,-76.92308
-511.538483,-1.282051,-78.205132
-520.512817,6.410256,-87.179489
-512.820557,6.410256,-92.307693
-524.359009,10.256411,-73.076927
-520.512817,-10.256411,-82.051285
-524.359009,-10.256411,-89.743591
-512.820557,0.0,-78.205132
-524.359009,-1.282051,-82.051285
-523.076965,8.97436,-76.92308
-516.666687,-10.256411,-80.769234
-521.794861,-1.282051,-74.358978
-529.487183,-8.97436,-83.333336
-511.538483,3.846154,-82.051285
-521.794861,-2.564103,-78.205132
-519.230774,0.0,-88.46154
-517.94873,-1.282051,-78.205132
-520.512817,-3.846154,-82.051285
-526.923096,-3.846154,-75.641029
-528.205139,-6.410256,-82.051285
-524.359009,5.128205,-76.92308
-523.076965,-6.410256,-92.307693
-524.359009,0.0,-87.179489
-525.641052,2.564103,-85.897438
-519.230774,7.692308,-82.051285
-523.076965,0.0,-87.179489
-515.384644,0.0,-80.769234
-519.230774,-7.692308,-82.051285
-525.641052,5.128205,-85.897438
-519.230774,3.846154,-82.051285
-521.794861,3.846154,-82.051285
-519.230774,0.0,-91.025642
-516.666687,6.410256,-76.92308
-521.794861,3.846154,-73.076927
-520.512817,5.128205,-82.051285
-519.230774,2.564103,-87.179489
-520.512817,6.410256,-76.92308
-524.359009,7.692308,-87.179489
-516.666687,1.282051,-84.615387
-523.076965,3.846154,-80.769234
-520.512817,-3.846154,-79.487183
-517.94873,0.0,-84.615387
-519.230774,1.282051,-89.743591
-519.230774,0.0,-84.615387
-517.94873,-6.410256,-76.92308
-516.666687,3.846154,-80.769234
-521.794861,6.410256,-78.205132
-515.384644,-3.846154,-76.92308
-511.538483,-8.97436,-85.897438
-514.1026,6.410256,-83.333336
-519.230774,-5.128205,-78.205132
-525.641052,-7.692308,-79.487183
-512.820557,-6.410256,-79.487183
-510.256439,-6.410256,-80.769234
-517.94873,-2.564103,-79.487183
-514.1026,5.128205,-79.487183
-521.794861,-5.128205,-74.358978
-532.05127,-5.128205,-79.487183
-510.256439,-3.846154,-76.92308
-526.923096,-5.128205,-82.051285
-520.512817,-5.128205,-85.897438
-520.512817,-2.564103,-82.051285
-521.794861,0.0,-80.769234
-532.05127,8.97436,-75.641029
-526.923096,0.0,-84.615387
-526.923096,-11.538462,-85.897438
-508.974365,-2.564103,-71.794876
-515.384644,1.282051,-75.641029
-519.230774,-2.564103,-84.615387
-525.641052,-8.97436,-88.46154
-514.1026,-2.564103,-88.46154
-530.769226,-1.282051,-82.051285
-516.666687,2.564103,-84.615387
-517.94873,-10.256411,-76.92308
-515.384644,0.0,-80.769234
-520.512817,2.564103,-91.025642
-512.820557,8.97436,-84.615387
-533.333374,2.564103,-84.615387
-517.94873,0.0,-88.46154
-517.94873,1.282051,-74.358978
-517.94873,-1.282051,-85.897438
-520.512817,-5.128205,-83.333336
-517.94873,2.564103,-82.051285
-517.94873,3.846154,-89.743591
-515.384644,12.820513,-80.769234
-523.076965,6.410256,-82.051285
-511.538483,-1.282051,-75.641029
-525.641052,5.128205,-79.487183
-523.076965,-2.564103,-79.487183
-520.512817,2.564103,-80.769234
-526.923096,6.410256,-80.769234
-516.666687,-12.820513,-79.487183
-521.794861,2.564103,-82.051285
-515.384644,-6.410256,-87.179489
-515.384644,6.410256,-85.897438
-529.487183,1.282051,-75.641029
-519.230774,3.846154,-91.025642
-515.384644,0.0,-80.769234
-525.641052,1.282051,-76.92308
-521.794861,-6.410256,-91.025642
-508.974365,-5.128205,-82.051285
-516.666687,6.410256,-89.743591
-530.769226,0.0,-76.92308
-530.769226,-2.564103,-91.025642
-510.256439,7.692308,-73.076927
-526.923096,6.410256,-76.92308
-515.384644,-14.102565,-82.051285
-529.487183,5.128205,-80.769234
-526.923096,5.128205,-92.307693
-511.538483,5.128205,-76.92308
-519.230774,3.846154,-79.487183
-524.359009,2.564103,-94.871796
-514.1026,0.0,-74.358978
-511.538483,-8.97436,-75.641029
-528.205139,7.692308,-91.025642
-516.666687,1.282051,-78.205132
-530.769226,5.128205,-87.179489
-516.666687,2.564103,-75.641029
-524.359009,-2.564103,-82.051285
-521.794861,6.410256,-79.487183
-521.794861,11.538462,-82.051285
-528.205139,-8.97436,-91.025642
-515.384644,3.846154,-67.948723
-514.1026,-12.820513,-88.46154
-523.076965,0.0,-74.358978
-524.359009,3.846154,-82.051285
-505.128235,-6.410256,-78.205132
-520.512817,-7.692308,-76.92308
-526.923096,-2.564103,-83.333336
-521.794861,2.564103,-92.307693
-526.923096,-5.128205,-78.205132
-519.230774,0.0,-80.769234
-532.05127,6.410256,-88.46154
-525.641052,8.97436,-83.333336
-521.794861,-3.846154,-88.46154
-521.794861,6.410256,-71.794876
-521.794861,6.410256,-85.897438
-523.076965,6.410256,-71.794876
-514.1026,1.282051,-89.743591
-515.384644,-3.846154,-74.358978
-519.230774,-2.564103,-91.025642
-516.666687,-7.692308,-82.051285
-519.230774,-5.128205,-74.358978
-515.384644,-8.97436,-83.333336
-516.666687,-7.692308,-83.333336
-521.794861,-7.692308,-78.205132
-511.538483,-1.282051,-75.641029
-526.923096,-5.128205,-91.025642
-512.820557,6.410256,-76.92308
-524.359009,-5.128205,-76.92308
-520.512817,-6.410256,-83.333336
-511.538483,-1.282051,-78.205132
-521.794861,0.0,-83.333336
-516.666687,2.564103,-85.897438
-519.230774,6.410256,-75.641029
-519.230774,-7.692308,-83.333336
-510.256439,-7.692308,-91.025642
-516.666687,-7.692308,-82.051285
-523.076965,5.128205,-76.92308
-515.384644,-2.564103,-87.179489
