m1,m2,m3,temp
379.599976,-196.933319,47.466663,33.933594
369.466675,-198.399994,49.466667,33.933594
367.06665,-195.599991,54.666668,33.933594
376.666687,-198.0,57.866669,33.9375
369.466675,-189.333328,47.333332,33.9375
374.266663,-191.600006,58.400002,33.9375
378.93335,-201.200012,60.266666,33.9375
380.666656,-196.133331,49.466667,33.941406
370.0,-193.866669,46.933331,33.941406
377.599976,-193.866669,56.0,33.941406
377.06665,-201.600006,59.333336,33.941406
378.93335,-198.666672,49.333336,33.941406
370.400024,-200.533325,46.666664,33.945312
376.799988,-188.666672,55.333332,33.941406
374.666687,-193.600006,58.26667,33.945312
372.266663,-191.466675,46.133331,33.941406
371.866699,-193.733337,56.666664,33.945312
380.533325,-191.733337,56.533333,33.945312
381.199982,-199.733337,51.466667,33.949219
365.866669,-188.266663,53.200001,33.949219
375.466644,-189.06665,58.933334,33.949219
373.733337,-186.800003,45.466667,33.953125
373.466675,-189.599991,45.466667,33.953125
376.799988,-199.06665,58.666668,33.953125
378.266663,-197.066666,48.400002,33.953125
371.466675,-190.400009,57.199997,33.953125
365.866669,-187.600006,51.866665,33.957031
381.06665,-197.866669,51.066666,33.957031
372.266663,-195.200012,47.066666,33.957031
372.400024,-197.333344,57.466663,33.957031
375.200012,-200.800003,58.666668,33.957031
371.866699,-185.066666,45.866665,33.957031
367.599976,-187.46666,53.733334,33.960938
376.399994,-188.799988,56.399998,33.960938
381.333344,-194.933334,52.933334,33.960938
366.399994,-194.0,51.066666,33.964844
380.93335,-189.866653,51.066666,33.96875
368.0,-198.266663,53.333336,33.964844
371.866699,-188.666672,57.333332,33.964844
378.0,-187.066666,51.866665,33.96875
370.0,-199.466675,52.933334,33.96875
379.466675,-200.666672,59.733334,33.96875
378.0,-194.666672,53.066669,33.972656
369.199982,-190.533325,50.533333,33.972656
379.199982,-196.399994,51.466667,33.972656
368.399994,-188.399994,52.0,33.972656
365.333313,-186.399994,46.0,33.976562
371.600006,-191.466675,57.466663,33.976562
376.266663,-194.133331,45.866665,33.976562
372.799988,-194.933334,58.133335,33.976562
378.533325,-189.333328,56.533333,33.976562
372.266663,-196.666656,46.533333,33.980469
372.400024,-199.06665,57.199997,33.980469
381.199982,-197.199997,57.066666,33.980469
377.733337,-196.266663,49.466667,33.984375
369.733307,-197.866669,46.0,33.984375
378.800018,-189.733337,56.799999,33.984375
374.399994,-185.200012,46.133331,33.984375
373.600006,-194.799988,45.200001,33.988281
375.066681,-193.600006,57.333332,33.988281
376.399994,-191.733337,47.733337,33.988281
371.733337,-194.0,55.733334,33.992188
376.399994,-202.53334,59.599998,33.992188
380.666656,-199.466675,50.933334,33.992188
366.266663,-187.866669,53.733334,33.992188
375.733337,-191.333328,56.266666,33.996094
373.866638,-197.333344,58.933334,33.996094
378.800018,-196.800003,50.666664,33.996094
367.733337,-189.733337,53.866669,33.996094
378.800018,-198.933334,48.533333,34.0
381.600006,-199.599991,52.266663,34.0
371.733337,-197.333344,46.133331,34.0
372.133331,-200.400009,56.533333,34.003906
382.266663,-200.533325,57.733337,34.003906
377.599976,-193.199997,58.800003,34.003906
370.266693,-195.200012,44.933334,34.003906
369.06665,-201.066666,55.466667,34.007812
375.466644,-185.466675,46.933331,34.007812
375.066681,-195.466675,45.733334,34.011719
373.066681,-192.53334,58.400002,34.011719
376.266663,-191.066666,48.800003,34.011719
371.199982,-194.133331,55.599998,34.011719
366.133362,-186.666656,49.866669,34.015625
374.933319,-188.799988,58.933334,34.015625
377.733337,-185.599991,49.733334,34.015625
366.799988,-185.066666,44.133335,34.015625
370.666656,-189.06665,43.600002,34.019531
378.0,-195.599991,59.733334,34.019531
369.733307,-192.266678,44.400002,34.023438
378.93335,-192.399994,57.466663,34.023438
372.799988,-189.06665,59.066666,34.023438
374.666687,-197.199997,45.466667,34.023438
373.866638,-190.400009,58.0,34.027344
371.199982,-196.53334,45.866665,34.027344
365.200012,-193.866669,48.666668,34.027344
381.06665,-190.800003,52.666668,34.03125
366.0,-197.46666,51.73333,34.03125
379.733307,-187.46666,49.599998,34.035156
367.466675,-186.133331,45.599998,34.035156
370.666656,-191.066666,58.533333,34.039062
377.333344,-194.0,45.733334,34.039062
372.93335,-194.266663,59.066666,34.039062
370.266693,-199.199997,58.0,34.042969
379.466675,-198.933334,53.733334,34.039062
366.0,-186.399994,49.333336,34.042969
375.066681,-189.199997,59.466667,34.042969
381.466675,-198.266663,57.199997,34.046875
379.333344,-193.066681,46.666664,34.046875
369.06665,-192.933334,48.933334,34.050781
378.533325,-195.200012,53.066669,34.050781
377.866669,-185.333328,46.799999,34.050781
372.799988,-202.133331,59.466667,34.050781
381.733337,-200.0,56.533333,34.054688
377.599976,-196.666656,46.266666,34.050781
370.0,-193.199997,55.599998,34.054688
378.0,-192.133331,57.866669,34.058594
366.799988,-196.266663,46.533333,34.058594
378.666656,-188.933334,56.133331,34.0625
381.333344,-196.933319,52.266663,34.0625
372.666656,-192.800003,45.200001,34.0625
371.199982,-195.599991,56.0,34.0625
377.200012,-193.199997,47.333332,34.066406
372.0,-184.400009,44.0,34.066406
377.333344,-202.266678,61.333332,34.066406
382.266663,-198.133331,51.73333,34.070312
372.93335,-194.666672,45.733334,34.070312
375.333313,-187.600006,44.533333,34.074219
374.399994,-200.93335,60.666664,34.074219
379.733307,-198.933334,50.266666,34.074219
369.06665,-197.333344,45.200001,34.078125
364.533356,-187.066666,50.400002,34.078125
375.866669,-191.600006,59.466667,34.078125
373.733337,-195.333328,45.599998,34.082031
371.866699,-197.333344,57.733337,34.082031
367.06665,-188.799988,50.799999,34.085938
380.533325,-201.333328,51.466667,34.085938
372.400024,-197.199997,45.466667,34.085938
370.93335,-202.53334,56.933331,34.089844
371.600006,-193.46666,59.333336,34.089844
376.933319,-190.266663,49.733334,34.089844
368.0,-191.066666,44.266666,34.09375
366.799988,-194.0,58.0,34.09375
374.933319,-190.400009,60.533333,34.097656
377.599976,-186.53334,49.733334,34.097656
368.93335,-201.333328,56.0,34.097656
380.666656,-201.733337,58.133335,34.101562
378.800018,-198.933334,60.666664,34.101562
369.333344,-189.599991,42.399998,34.105469
367.200012,-195.466675,56.399998,34.105469
380.133331,-191.066666,47.600002,34.109375
374.0,-196.800003,44.400002,34.109375
368.0,-201.200012,55.200001,34.113281
377.866669,-185.200012,48.0,34.113281
366.666687,-184.799988,45.466667,34.117188
373.733337,-194.799988,60.266666,34.117188
373.733337,-190.400009,44.666668,34.121094
368.133301,-194.533325,55.333332,34.121094
377.599976,-195.733337,48.400002,34.121094
372.666656,-184.133331,43.600002,34.125
364.533356,-187.733322,52.933334,34.125
381.06665,-198.533325,50.666664,34.128906
372.400024,-195.733337,45.333332,34.128906
365.333313,-195.066666,49.866669,34.132812
375.866669,-200.0,60.133331,34.132812
372.266663,-185.599991,44.266666,34.132812
378.800018,-202.0,60.533333,34.136719
377.333344,-187.066666,51.199997,34.136719
369.866669,-184.0,42.399998,34.136719
379.599976,-201.866669,60.533333,34.140625
381.199982,-196.53334,48.133335,34.144531
372.799988,-192.266678,44.0,34.144531
366.933319,-198.0,54.133335,34.148438
378.800018,-187.600006,49.333336,34.148438
369.333344,-185.333328,44.0,34.152344
372.266663,-185.733337,42.800003,34.152344
365.200012,-190.93335,53.066669,34.152344
380.533325,-195.733337,49.466667,34.15625
371.466675,-194.133331,46.399998,34.15625
366.666687,-198.399994,51.866665,34.160156
378.800018,-186.933319,50.799999,34.164062
370.133331,-184.266663,43.333336,34.164062
366.799988,-188.533325,56.399998,34.164062
376.533325,-197.866669,61.199997,34.167969
380.93335,-194.133331,51.066666,34.171875
366.266663,-196.53334,54.133335,34.171875
379.333344,-189.333328,48.933334,34.175781
377.333344,-186.800003,52.133331,34.179688
369.199982,-199.866653,51.466667,34.179688
378.93335,-201.466675,61.599998,34.179688
369.333344,-186.666656,43.200001,34.183594
373.066681,-191.600006,43.466667,34.1875
366.0,-196.933319,52.133331,34.191406
378.800018,-189.333328,49.733334,34.191406
370.266693,-185.599991,44.133335,34.191406
370.266693,-190.400009,59.599998,34.195312
376.266663,-186.800003,50.133331,34.195312
370.0,-199.199997,54.266666,34.199219
380.266693,-199.06665,60.799999,34.203125
377.866669,-195.066666,51.866665,34.203125
372.93335,-193.866669,44.133335,34.207031
377.06665,-191.200012,60.533333,34.207031
379.199982,-186.53334,48.800003,34.210938
376.533325,-195.866669,43.333336,34.214844
372.533325,-192.933334,60.0,34.214844
376.666687,-190.533325,49.333336,34.21875
370.800018,-189.06665,44.0,34.21875
367.866669,-188.799988,50.133331,34.226562
375.333313,-190.533325,60.666664,34.222656
370.800018,-196.133331,43.466667,34.226562
370.0,-201.600006,57.866669,34.226562
372.133331,-191.066666,60.0,34.230469
376.666687,-190.400009,49.599998,34.234375
370.400024,-196.266663,55.733334,34.234375
378.133301,-195.866669,59.866669,34.238281
373.866638,-189.599991,60.400002,34.242188
377.866669,-186.933319,50.666664,34.242188
370.533325,-184.400009,44.799999,34.246094
366.133362,-189.06665,56.266666,34.246094
365.600006,-193.333344,51.066666,34.25
380.666656,-191.866669,50.133331,34.253906
367.333344,-197.733322,54.666668,34.257812
376.133362,-199.599991,59.200001,34.257812
376.266663,-197.600006,44.933334,34.261719
370.400024,-201.600006,53.600002,34.261719
378.533325,-200.0,60.533333,34.265625
368.800018,-187.333344,43.066669,34.265625
373.733337,-193.733337,43.733334,34.269531
366.933319,-196.933319,54.400002,34.273438
376.133362,-200.800003,59.066666,34.273438
378.133301,-197.733322,47.333332,34.277344
381.600006,-198.399994,52.399998,34.277344
375.600006,-195.200012,45.333332,34.277344
374.399994,-192.666656,59.066666,34.285156
373.733337,-189.06665,45.733334,34.285156
367.06665,-196.933319,52.800003,34.289062
375.733337,-199.599991,59.200001,34.289062
378.533325,-197.600006,47.733337,34.292969
370.800018,-198.133331,46.666664,34.292969
377.200012,-201.333328,60.799999,34.296875
380.93335,-196.666656,50.666664,34.300781
367.466675,-192.666656,55.200001,34.300781
380.133331,-192.133331,48.0,34.304688
378.133301,-187.066666,48.26667,34.308594
369.466675,-200.93335,53.200001,34.308594
377.06665,-201.733337,58.666668,34.3125
377.466675,-197.733322,47.333332,34.316406
371.333344,-187.066666,43.733334,34.316406
378.266663,-199.199997,60.400002,34.320312
379.199982,-192.666656,49.333336,34.324219
371.333344,-192.266678,47.199997,34.328125
370.0,-199.866653,52.933334,34.328125
377.333344,-203.066681,59.733334,34.332031
370.666656,-185.066666,43.600002,34.332031
368.533325,-190.400009,54.933334,34.335938
377.733337,-194.133331,52.800003,34.339844
370.533325,-193.199997,53.066669,34.339844
370.666656,-195.866669,46.266666,34.347656
367.333344,-186.666656,50.400002,34.347656
371.733337,-190.666672,58.666668,34.351562
375.200012,-188.666672,49.200001,34.351562
369.06665,-188.133331,44.533333,34.355469
369.599976,-188.933334,49.466667,34.359375
379.733307,-199.199997,54.0,34.359375
374.0,-193.600006,48.26667,34.363281
370.800018,-202.266678,56.0,34.367188
369.733307,-192.133331,57.866669,34.367188
368.93335,-195.866669,54.266666,34.375
370.400024,-188.933334,58.26667,34.378906
376.266663,-186.666656,51.866665,34.382812
371.199982,-186.0,45.066666,34.386719
376.666687,-200.266663,60.133331,34.390625
377.599976,-189.466675,46.666664,34.390625
372.266663,-199.466675,59.866669,34.394531
377.06665,-199.599991,53.066669,34.398438
370.266693,-188.399994,51.73333,34.402344
368.0,-187.333344,46.933331,34.402344
381.333344,-199.06665,55.866665,34.40625
377.466675,-195.066666,46.399998,34.410156
371.466675,-192.933334,58.666668,34.410156
376.0,-189.06665,55.866665,34.417969
374.399994,-185.066666,46.666664,34.417969
373.733337,-202.399994,58.800003,34.421875
378.533325,-200.0,53.333336,34.425781
373.600006,-189.599991,47.066666,34.425781
368.800018,-192.800003,48.26667,34.429688
370.93335,-196.266663,58.400002,34.433594
376.0,-188.266663,46.533333,34.433594
374.266663,-184.400009,47.466663,34.441406
369.199982,-186.399994,47.733337,34.441406
369.866669,-191.333328,57.466663,34.445312
377.599976,-194.933334,47.333332,34.445312
372.400024,-190.0,54.400002,34.453125
373.600006,-189.733337,56.933331,34.453125
372.93335,-198.799988,47.733337,34.453125
373.333313,-202.53334,58.133335,34.457031
371.199982,-195.333328,58.133335,34.460938
374.933319,-189.06665,45.333332,34.464844
373.866638,-198.666672,58.0,34.464844
377.06665,-199.866653,49.599998,34.46875
379.199982,-198.666672,54.133335,34.472656
376.0,-198.0,47.466663,34.476562
373.600006,-198.399994,56.266666,34.476562
377.733337,-196.666656,56.933331,34.480469
376.666687,-198.133331,52.933334,34.484375
370.400024,-187.866669,51.866665,34.488281
371.733337,-187.199997,57.466663,34.492188
374.399994,-186.0,49.200001,34.492188
371.06665,-192.399994,50.0,34.496094
371.06665,-196.399994,57.866669,34.496094
375.066681,-194.0,51.199997,34.503906
373.600006,-195.466675,48.133335,34.503906
369.599976,-186.53334,49.466667,34.507812
378.800018,-199.199997,55.066666,34.511719
376.399994,-197.199997,48.0,34.511719
371.466675,-191.600006,56.799999,34.515625
371.733337,-199.06665,56.399998,34.519531
374.799988,-186.133331,47.466663,34.523438
374.133331,-201.333328,58.400002,34.523438
377.733337,-199.599991,53.200001,34.527344
372.400024,-188.666672,47.600002,34.53125
373.200012,-195.599991,57.466663,34.535156
377.06665,-191.333328,54.0,34.535156
370.533325,-196.133331,51.466667,34.539062
375.733337,-200.666672,56.799999,34.542969
370.800018,-186.53334,48.400002,34.542969
369.06665,-189.599991,55.466667,34.546875
376.266663,-196.666656,49.066666,34.550781
376.799988,-191.733337,49.599998,34.554688
370.400024,-196.800003,55.866665,34.554688
374.533356,-197.600006,54.0,34.558594
374.799988,-197.333344,48.133335,34.5625
377.599976,-199.466675,55.599998,34.566406
371.600006,-189.06665,50.0,34.570312
370.666656,-191.333328,49.200001,34.570312
375.333313,-193.066681,55.866665,34.574219
371.733337,-187.866669,54.933334,34.578125
373.733337,-199.599991,49.733334,34.582031
372.533325,-185.200012,53.866669,34.582031
373.200012,-185.866669,48.666668,34.585938
371.466675,-194.266663,53.200001,34.589844
372.0,-194.266663,55.200001,34.59375
374.266663,-192.0,50.400002,34.59375
371.866699,-196.666656,50.933334,34.597656
375.066681,-198.666672,48.933334,34.601562
375.600006,-199.199997,56.266666,34.601562
372.799988,-188.399994,48.933334,34.605469
369.866669,-190.666672,49.599998,34.609375
372.266663,-196.0,48.533333,34.613281
373.866638,-189.466675,55.866665,34.617188
374.799988,-187.733322,48.800003,34.621094
370.533325,-186.800003,50.400002,34.621094
370.400024,-188.266663,46.799999,34.625
376.666687,-195.733337,56.0,34.628906
371.199982,-192.933334,48.400002,34.632812
375.333313,-192.133331,56.133331,34.632812
378.0,-199.333328,53.200001,34.640625
369.866669,-187.866669,52.800003,34.640625
378.266663,-198.799988,50.266666,34.644531
369.466675,-189.199997,54.266666,34.648438
369.599976,-195.333328,51.866665,34.652344
378.133301,-189.06665,52.533337,34.652344
371.06665,-199.199997,54.133335,34.660156
374.666687,-200.800003,56.533333,34.660156
373.866638,-187.733322,51.333332,34.664062
371.199982,-188.399994,45.866665,34.667969
368.666656,-191.466675,54.400002,34.671875
378.800018,-193.866669,50.133331,34.671875
373.466675,-196.933319,46.933331,34.675781
371.466675,-200.93335,53.866669,34.683594
375.200012,-200.0,56.799999,34.683594
375.600006,-197.866669,48.666668,34.6875
379.06665,-197.733322,52.533337,34.691406
374.933319,-196.666656,47.866669,34.695312
372.799988,-196.666656,56.933331,34.699219
378.93335,-194.799988,56.666664,34.699219
373.466675,-188.799988,57.199997,34.707031
373.866638,-198.399994,47.733337,34.707031
373.200012,-202.133331,57.066666,34.710938
373.600006,-184.933334,47.466663,34.714844
375.733337,-192.266678,46.933331,34.71875
372.400024,-193.600006,54.799999,34.722656
376.0,-195.599991,49.599998,34.726562
370.533325,-196.800003,48.400002,34.726562
367.733337,-187.733322,50.933334,34.730469
378.0,-196.53334,53.066669,34.734375
366.266663,-191.866669,52.933334,34.742188
372.400024,-195.333328,57.199997,34.746094
372.666656,-200.0,58.26667,34.746094
378.0,-199.599991,52.533337,34.75
370.666656,-190.266663,54.933334,34.753906
377.333344,-198.399994,48.800003,34.757812
379.333344,-196.133331,53.200001,34.761719
376.0,-193.066681,47.466663,34.765625
372.93335,-194.133331,55.733334,34.769531
374.933319,-194.266663,50.133331,34.773438
373.333313,-184.266663,45.200001,34.773438
374.666687,-201.333328,59.066666,34.78125
379.06665,-198.0,52.933334,34.785156
375.200012,-196.266663,47.600002,34.789062
375.600006,-187.066666,46.666664,34.792969
373.066681,-200.93335,58.533333,34.796875
380.133331,-201.466675,53.466667,34.800781
374.399994,-199.333328,47.066666,34.804688
368.533325,-189.733337,49.066666,34.808594
378.800018,-194.266663,55.200001,34.8125
376.133362,-190.266663,47.199997,34.816406
372.93335,-197.46666,58.400002,34.816406
