x,y,z,temp
0.090629,0.045199,-0.087357,23.059412
0.127456,-0.000757,0.012691,23.068235
0.120492,0.044861,-0.002544,23.071177
0.088906,-0.023198,0.011866,23.065294
0.080139,-0.159693,-0.050217,23.056471
0.166235,0.029288,-0.001763,23.071177
0.118717,-0.084185,0.019796,23.074118
0.081154,-0.076206,-0.049806,23.065294
0.136327,0.037201,-0.071221,23.056471
0.081,-0.015577,0.050052,23.088823
0.073363,-0.076154,-0.034632,23.056471
0.066472,0.014954,0.003966,23.047647
0.113595,0.067743,-0.056183,23.074118
0.134601,-0.053937,-0.002745,23.056471
0.038065,0.151887,-0.057199,23.050589
0.028311,-0.015029,-0.050505,23.071177
0.197542,0.051835,-0.04703,23.050589
0.096672,-0.053575,-0.04175,23.097647
0.126464,-0.076661,0.019976,23.082941
0.075578,0.106,-0.033734,23.071177
0.136332,0.082685,-0.00973,23.071177
0.089183,-0.000429,0.011978,23.065294
0.119082,-0.09931,-0.041546,23.056471
0.09658,-0.061164,-0.041787,23.038824
0.035625,0.007613,0.018675,23.050589
-0.482346,0.232163,0.025374,23.071177
0.187205,-0.775472,-0.020472,23.071177
0.510351,1.172617,-0.104859,23.047647
-0.182834,-0.324504,0.020694,23.044706
0.386519,0.528358,0.020016,23.035883
-0.343738,0.253806,-0.033213,23.062353
-0.144677,-0.340005,0.013674,23.050589
0.421274,-0.413133,-0.014397,23.05353
-0.231509,-0.005174,-0.093611,23.056471
0.459617,-0.390713,0.009404,23.056471
0.485536,0.413749,-0.078249,23.050589
-0.441448,0.391288,-0.049711,23.077059
0.006846,0.653232,-0.162662,23.050589
-0.525862,-0.238024,-0.031266,23.059412
0.383417,-0.367281,0.000431,23.062353
0.113611,-0.554686,-0.051448,23.062353
-0.193722,-0.612821,-0.011503,23.047647
0.760431,0.350676,-0.08107,23.050589
-0.22726,0.366695,-0.061145,23.05353
-0.474494,-0.397894,-0.000418,23.065294
0.110625,0.447302,-0.062115,23.082941
-0.399541,-0.535159,-0.007323,23.068235
