t1,t2,t3,t4
23.660366,23.41939,23.499716,23.451525
23.660366,23.403322,23.499716,23.435457
23.6443,23.41939,23.499716,23.451525
23.6443,23.41939,23.499716,23.451525
23.660366,23.41939,23.499716,23.451525
23.6443,23.41939,23.499716,23.435457
23.660366,23.403322,23.499716,23.435457
23.660366,23.41939,23.499716,23.435457
23.6443,23.435457,23.499716,23.435457
23.660366,23.41939,23.483648,23.451525
23.6443,23.41939,23.499716,23.451525
23.6443,23.41939,23.499716,23.451525
23.6443,23.435457,23.499716,23.451525
23.6443,23.41939,23.499716,23.451525
23.6443,23.41939,23.499716,23.451525
23.660366,23.41939,23.499716,23.451525
23.660366,23.41939,23.499716,23.435457
23.660366,23.41939,23.483648,23.451525
23.660366,23.41939,23.483648,23.451525
23.6443,23.41939,23.483648,23.451525
23.6443,23.41939,23.499716,23.451525
23.6443,23.41939,23.499716,23.451525
23.660366,23.41939,23.499716,23.451525
23.6443,23.41939,23.499716,23.451525
23.6443,23.435457,23.499716,23.451525
23.660366,23.41939,23.499716,23.451525
23.660366,23.41939,23.499716,23.451525
23.6443,23.41939,23.499716,23.451525
23.660366,23.435457,23.515783,23.451525
23.6443,23.41939,23.499716,23.451525
23.6443,23.435457,23.483648,23.435457
23.660366,23.435457,23.499716,23.451525
23.660366,23.41939,23.499716,23.451525
23.660366,23.41939,23.499716,23.451525
23.660366,23.435457,23.499716,23.467592
23.6443,23.41939,23.499716,23.451525
23.6443,23.41939,23.483648,23.451525
23.6443,23.435457,23.499716,23.451525
23.6443,23.451525,23.499716,23.451525
23.6443,23.41939,23.499716,23.451525
23.660366,23.435457,23.499716,23.451525
23.6443,23.435457,23.499716,23.451525
23.6443,23.435457,23.499716,23.451525
23.660366,23.435457,23.499716,23.451525
23.6443,23.435457,23.499716,23.451525
23.6443,23.435457,23.499716,23.467592
23.6443,23.41939,23.499716,23.467592
23.6443,23.435457,23.515783,23.467592
23.6443,23.435457,23.499716,23.451525
23.6443,23.41939,23.499716,23.467592
23.660366,23.435457,23.499716,23.451525
23.6443,23.435457,23.515783,23.451525
23.6443,23.435457,23.499716,23.467592
23.6443,23.435457,23.499716,23.451525
23.6443,23.435457,23.499716,23.451525
23.6443,23.435457,23.499716,23.451525
23.660366,23.435457,23.499716,23.467592
23.660366,23.435457,23.499716,23.467592
23.660366,23.435457,23.499716,23.451525
23.660366,23.451525,23.499716,23.467592
23.660366,23.435457,23.499716,23.467592
23.660366,23.435457,23.499716,23.451525
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.499716,23.467592
23.6443,23.435457,23.499716,23.451525
23.6443,23.435457,23.499716,23.467592
23.6443,23.435457,23.499716,23.451525
23.6443,23.435457,23.515783,23.467592
23.6443,23.451525,23.499716,23.451525
23.660366,23.451525,23.499716,23.451525
23.6443,23.435457,23.515783,23.467592
23.6443,23.435457,23.499716,23.451525
23.660366,23.435457,23.499716,23.467592
23.660366,23.435457,23.499716,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.499716,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.499716,23.467592
23.660366,23.435457,23.499716,23.467592
23.660366,23.451525,23.499716,23.467592
23.660366,23.435457,23.499716,23.467592
23.6443,23.435457,23.515783,23.467592
23.6443,23.435457,23.515783,23.467592
23.6443,23.435457,23.515783,23.467592
23.660366,23.41939,23.515783,23.467592
23.660366,23.435457,23.499716,23.467592
23.660366,23.41939,23.499716,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.515783,23.467592
23.6443,23.451525,23.499716,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.499716,23.467592
23.660366,23.435457,23.499716,23.467592
23.6443,23.435457,23.499716,23.483648
23.660366,23.435457,23.515783,23.467592
23.660366,23.435457,23.499716,23.467592
23.6443,23.435457,23.515783,23.467592
23.6443,23.451525,23.515783,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.451525,23.515783,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.451525,23.499716,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.451525,23.515783,23.467592
23.6443,23.435457,23.499716,23.467592
23.660366,23.435457,23.515783,23.467592
23.660366,23.451525,23.499716,23.467592
