theta,phi,temp
1.275687,5.497787,23.15625
1.165034,-0.000253,23.1875
1.268726,0.762009,23.1875
0.0,0.0,23.15625
1.275687,5.497787,23.1875
1.275687,2.356194,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.15625
0.0,0.0,23.1875
8.4e-05,0.004901,23.1875
1.268726,0.762009,23.1875
1.162912,1.570909,23.15625
1.275687,2.356194,23.1875
1.275687,2.356194,23.1875
1.275687,3.926991,23.15625
1.193501,1.243066,23.1875
1.268726,0.762009,23.1875
1.162912,1.570909,23.1875
1.162912,1.570909,23.15625
1.268726,0.762009,23.1875
0.0,0.0,23.15625
1.275687,2.356194,23.1875
1.275687,2.356194,23.15625
1.275687,3.926991,23.15625
1.162912,1.570909,23.1875
0.814841,2.368205,23.1875
0.0,0.0,23.1875
1.275687,5.497787,23.1875
0.0,0.0,23.15625
0.814841,2.368205,23.1875
1.275687,2.356194,23.1875
1.275687,2.356194,23.15625
0.0,0.0,23.1875
0.0,0.0,23.15625
1.268726,0.762009,23.15625
1.275687,2.356194,23.1875
1.165034,-0.000253,23.1875
8.4e-05,0.004901,23.1875
0.0,0.0,23.1875
1.275687,2.356194,23.15625
1.162912,1.570909,23.15625
0.0,0.0,23.15625
1.162912,1.570909,23.1875
1.162912,1.570909,23.1875
1.268726,0.762009,23.1875
1.165034,-0.000253,23.15625
1.268726,0.762009,23.1875
8.4e-05,0.004901,23.1875
1.275687,2.356194,23.15625
0.0,0.0,23.15625
0.0,0.0,23.1875
0.0,0.0,23.1875
1.275687,2.356194,23.1875
1.275687,2.356194,23.1875
1.162912,1.570909,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.165034,-0.000253,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
0.0,0.0,23.1875
1.275687,3.926991,23.15625
1.162912,1.570909,23.1875
1.268726,0.762009,23.1875
1.268726,0.762009,23.1875
1.275687,3.926991,23.1875
1.018671,0.756407,23.1875
1.275687,5.497787,23.1875
1.275687,3.926991,23.1875
1.275687,5.497787,23.15625
1.275687,2.356194,23.1875
1.275687,2.356194,23.1875
1.162912,1.570909,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.162912,1.570909,23.1875
1.275687,5.497787,23.15625
0.0,0.0,23.1875
1.165034,-0.000253,23.15625
1.268726,0.762009,23.15625
1.275687,2.356194,23.1875
1.268726,0.762009,23.1875
1.162912,1.570909,23.1875
1.162912,1.570909,23.1875
0.824454,0.762009,23.1875
0.824454,0.762009,23.1875
1.268726,0.762009,23.1875
1.183551,1.892547,23.1875
1.268726,0.762009,23.1875
1.183551,1.892547,23.1875
1.275687,2.356194,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.183551,1.892547,23.1875
1.275687,3.926991,23.15625
0.824454,0.762009,23.1875
1.268726,0.762009,23.1875
1.268726,0.762009,23.1875
1.268726,0.762009,23.1875
1.275687,2.356194,23.1875
1.275687,2.356194,23.15625
1.162912,1.570909,23.1875
8.4e-05,0.004901,23.15625
0.828456,1.574858,23.1875
1.268726,0.762009,23.1875
1.275687,2.356194,23.1875
1.268726,0.762009,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.275687,2.356194,23.1875
0.0,0.0,23.1875
1.275687,2.356194,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.275687,2.356194,23.1875
1.275687,2.356194,23.1875
1.275687,2.356194,23.15625
8.4e-05,0.004901,23.15625
1.268726,0.762009,23.1875
0.0,0.0,23.1875
1.275687,2.356194,23.1875
1.275687,2.356194,23.1875
1.275687,2.356194,23.1875
1.193501,1.243066,23.1875
1.268726,0.762009,23.1875
1.275687,2.356194,23.1875
0.8168,3.95544,23.1875
1.275687,2.356194,23.1875
0.837031,5.506919,23.1875
1.165034,-0.000253,23.1875
1.268726,0.762009,23.1875
1.162431,-5.2e-05,23.1875
8.4e-05,0.004901,23.15625
1.275687,2.356194,23.15625
8.4e-05,0.004901,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.268726,0.762009,23.1875
0.0,0.0,23.15625
1.275687,5.497787,23.1875
1.275687,2.356194,23.1875
1.006796,2.371021,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.193501,1.243066,23.1875
1.268726,0.762009,23.1875
1.183551,1.892547,23.1875
1.268726,0.762009,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.203711,2.034444,23.1875
0.814841,2.368205,23.1875
1.183551,1.892547,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.275687,5.497787,23.1875
1.275687,2.356194,23.1875
1.275687,2.356194,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.268726,0.762009,23.1875
0.837031,5.506919,23.1875
1.275687,5.497787,23.1875
0.0,0.0,23.1875
1.162912,1.570909,23.1875
0.824454,0.762009,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.268726,0.762009,23.1875
8.4e-05,0.004901,23.1875
1.268726,0.762009,23.21875
1.162912,1.570909,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.275687,3.926991,23.1875
1.268726,0.762009,23.1875
1.193501,1.243066,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.275687,2.356194,23.1875
1.165034,-0.000253,23.15625
0.0,0.0,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.275687,3.926991,23.1875
1.275687,5.497787,23.1875
1.275687,3.926991,23.1875
1.268726,0.762009,23.1875
1.275687,2.356194,23.1875
8.4e-05,0.004901,23.1875
1.268726,0.762009,23.1875
1.275687,5.497787,23.1875
1.275687,2.356194,23.1875
8.4e-05,0.004901,23.1875
1.268726,0.762009,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.183551,1.892547,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
0.0,0.0,23.1875
1.275687,3.926991,23.1875
8.4e-05,0.004901,23.1875
1.275687,5.497787,23.1875
1.162912,1.570909,23.1875
1.268726,0.762009,23.1875
8.4e-05,0.004901,23.1875
1.268726,0.762009,23.1875
8.4e-05,0.004901,23.1875
1.268726,0.762009,23.1875
1.268726,0.762009,23.1875
1.162912,1.570909,23.1875
0.8168,3.95544,23.1875
1.268726,0.762009,23.1875
8.4e-05,0.004901,23.1875
0.0,0.0,23.1875
1.268726,0.762009,23.1875
1.268726,0.762009,23.21875
1.162912,1.570909,23.1875
0.0,0.0,23.21875
1.268726,0.762009,23.1875
1.268726,0.762009,23.21875
1.275687,5.497787,23.1875
0.0,0.0,23.21875
0.837031,5.506919,23.1875
1.165034,-0.000253,23.1875
1.275687,3.926991,23.1875
1.165034,-0.000253,23.21875
1.006796,2.371021,23.1875
0.0,0.0,23.1875
1.162912,1.570909,23.1875
0.0,0.0,23.1875
0.0,0.0,23.1875
1.275687,2.356194,23.21875
1.275687,2.356194,23.1875
0.0,0.0,23.1875
0.0,0.0,23.21875
1.162912,1.570909,23.1875
1.275687,2.356194,23.1875
1.268726,0.762009,23.21875
0.0,0.0,23.21875
1.268726,0.762009,23.1875
0.0,0.0,23.21875
1.268726,0.762009,23.1875
0.0,0.0,23.1875
