raw yaw,kal yaw,p1,p2,p3,p4
-61.36375,-34.234703,3,2,0,0
-56.503056,-29.165386,3,2,0,0
-54.94696,-27.776131,3,2,0,0
-51.400478,-24.039986,3,2,0,0
-50.354462,-23.209154,3,2,0,0
-47.798119,-20.436388,3,2,0,0
-46.242634,-18.941387,3,2,0,0
-45.653736,-18.350548,3,2,0,0
-44.706795,-17.632235,3,2,0,0
-44.62986,-17.35811,3,2,0,0
-44.538387,-17.123135,3,2,0,0
-44.066814,-16.811081,3,2,0,0
-43.991081,-16.557899,3,2,0,0
-43.920914,-16.43268,3,2,0,0
-43.85014,-16.680214,3,2,0,0
-43.790234,-16.346069,3,2,0,0
-44.080017,-16.769955,3,2,0,0
-43.658504,-16.412918,3,2,0,0
-43.593353,-16.04439,3,2,0,0
-43.544258,-16.166534,3,2,0,0
-43.122368,-15.842527,3,2,0,0
-43.064587,-15.643712,3,2,0,0
-42.636299,-15.16986,3,2,0,0
-42.576328,-15.070824,3,2,0,0
-41.721191,-14.493425,3,2,0,0
-41.226814,-13.79631,3,2,0,0
-39.422215,-12.204921,3,2,0,0
-38.860287,-11.549747,3,2,0,0
-37.266144,-10.045118,3,2,0,0
-35.577618,-8.349235,3,2,0,0
-33.753254,-6.401118,3,2,0,0
-31.68738,-4.240287,3,2,0,0
-28.485136,-1.155368,3,2,0,0
-26.186411,1.231589,3,2,0,0
-22.980736,4.377108,3,2,0,0
-18.719885,8.589812,3,2,0,0
-13.238826,14.032448,3,2,0,0
-10.128332,17.206421,3,2,0,0
-6.074836,21.426188,3,2,0,0
-1.17963,26.105619,3,2,0,0
5.439967,33.001469,3,2,0,0
9.385592,36.806416,3,2,0,0
13.901685,41.393463,3,2,0,0
18.662617,45.958622,3,2,0,0
22.588699,49.933739,3,2,0,0
28.061012,55.394344,3,2,0,0
30.99633,58.261593,3,2,0,0
33.952427,61.300987,3,2,0,0
37.460308,64.863121,3,2,0,0
38.385849,65.77977,3,2,0,0
40.331394,67.72879,3,2,0,0
42.157028,69.471489,3,2,0,0
43.300591,70.595711,3,2,0,0
45.292286,72.575821,3,2,0,0
45.833229,73.026459,3,2,0,0
45.917027,73.096588,3,2,0,0
46.834053,74.306808,3,2,0,0
46.484776,73.759796,3,2,0,0
46.965069,74.251633,3,2,0,0
47.428139,74.579445,3,2,0,0
47.501961,74.889191,3,2,0,1
47.570026,74.970474,3,2,0,1
48.016033,75.331551,3,2,0,1
47.320827,74.665283,3,2,0,1
48.173065,75.380844,3,2,0,1
112.47467,141.298645,3,2,0,1
129.753723,158.524246,3,2,0,1
131.893448,160.398071,3,2,0,1
133.036514,161.739944,3,2,0,1
134.431107,162.972412,3,2,0,1
134.948563,163.652359,3,2,0,1
136.231552,164.792831,3,2,0,1
136.315201,164.874268,3,2,0,1
137.148972,165.651047,3,2,0,1
137.223541,165.663605,3,2,0,1
137.655411,166.147202,3,2,0,1
137.019989,165.500198,3,2,0,1
137.456665,166.003143,3,2,0,1
137.890686,166.350632,3,2,0,1
137.974747,166.563461,3,2,0,1
138.055756,166.435364,3,2,0,1
138.149017,166.774948,3,2,0,1
138.602982,167.087967,3,2,0,1
139.067108,167.514221,3,2,0,1
139.540909,167.891632,3,2,0,1
140.039764,168.548737,3,2,0,1
140.997147,169.751968,3,2,0,1
141.983093,170.391724,3,2,0,1
142.640274,171.284012,3,2,0,1
143.781433,172.188202,3,2,0,1
145.911972,174.341995,3,2,0,1
148.112915,176.637741,3,2,0,1
149.889038,178.612671,3,2,0,1
154.045151,-177.235764,3,2,0,1
156.76207,-174.956604,3,2,0,1
160.104706,-171.299149,3,2,0,1
163.998474,-167.614456,3,2,0,1
169.207626,-162.397278,3,2,0,1
173.87355,-157.55336,3,2,0,1
175.028137,-156.340332,3,2,0,1
176.515457,-154.901245,3,2,0,1
177.906006,-153.592026,3,2,0,1
179.106583,-152.355362,3,2,0,1
-179.10051,152.309341,3,2,0,1
-177.071152,-148.414612,3,2,0,1
-175.008087,-146.418503,3,2,0,1
-173.18158,-144.616913,3,2,0,1
-170.97171,-142.484772,3,2,0,1
-169.295532,-140.758148,3,2,0,1
-167.028046,-138.449905,3,2,0,1
-164.576691,-136.031296,3,2,0,1
-162.438629,-133.787125,3,2,0,1
-160.533417,-132.144257,3,2,0,1
-157.886902,-129.281647,3,2,0,1
-155.173706,-126.73336,3,2,0,1
-152.580917,-124.005257,3,2,0,1
-149.982468,-121.590538,3,2,0,1
-147.453125,-118.97084,3,2,0,1
-144.763794,-116.258331,3,2,0,1
-141.619827,-112.843102,3,2,0,1
-138.8815,-110.37661,3,2,0,1
-135.821732,-107.22924,3,2,0,1
-133.086609,-104.382393,3,2,0,1
-130.178497,-101.697983,3,2,0,1
-127.035896,-98.641487,3,2,0,1
-124.284805,-95.961342,3,2,0,1
-121.388077,-92.535217,3,2,0,1
-118.889503,-90.50824,3,2,0,1
-116.038246,-87.461777,3,2,0,1
-113.619514,-85.012978,3,2,0,1
-111.115509,-82.97319,3,2,0,1
-108.438278,-79.893845,3,2,0,1
-105.941689,-77.554573,3,2,0,1
-103.809822,-75.108963,3,2,0,1
-101.588646,-73.057816,3,2,0,1
-99.383728,-70.746948,3,2,0,1
-97.047676,-68.467354,3,2,0,1
-94.839462,-66.138634,3,2,0,1
-92.761925,-64.469223,3,2,0,1
-90.814934,-62.322289,3,2,0,1
-88.907799,-60.180176,3,2,0,1
-86.857422,-58.32901,3,2,0,1
-84.973946,-56.164307,3,2,0,1
-83.205864,-54.776875,3,2,0,1
-81.392067,-52.667351,3,2,0,1
-79.748398,-51.002171,3,2,0,1
-78.069885,-49.439907,3,2,0,1
-79.691246,-51.345303,3,2,0,1
-73.388557,-44.958584,3,2,0,1
-69.076431,-40.393055,3,2,0,1
-64.413696,-35.869831,3,2,0,1
-61.855766,-33.187714,3,2,0,1
-57.368626,-28.801189,3,2,0,1
-54.572388,-26.007072,3,2,0,1
-51.837269,-23.175924,3,2,0,1
-49.44643,-20.996084,3,2,0,1
-48.643295,-20.232195,3,2,0,1
-46.625687,-17.788424,3,2,0,1
-46.451099,-18.077967,3,2,0,1
-44.64782,-16.206408,3,2,0,1
-44.56316,-15.964201,3,2,0,1
-44.472588,-15.950154,3,2,0,1
-44.01268,-15.343152,3,2,0,1
-43.563038,-15.098644,3,2,0,1
-43.507874,-14.91917,3,2,0,1
-43.445538,-15.060925,3,2,0,1
-43.75214,-15.429258,3,2,0,1
-43.328735,-14.602553,3,2,0,1
-44.355389,-15.913951,3,2,0,1
-43.568161,-15.039359,3,2,0,1
-43.882088,-15.186693,3,2,0,1
-42.742207,-13.937069,3,2,0,1
-43.426598,-14.858412,3,2,0,1
-43.007427,-14.498434,3,2,0,1
-42.182098,-13.592097,3,2,0,1
-41.718685,-13.105249,3,2,0,1
-41.227375,-12.641132,3,2,0,1
-39.857002,-11.429134,3,2,0,1
-38.821861,-10.091441,3,2,0,1
-37.211773,-8.779313,3,2,0,1
-35.033806,-6.542427,3,2,0,1
-33.664654,-5.068274,3,2,0,1
-31.475882,-2.661594,3,2,0,1
-28.338594,0.066532,3,2,0,1
-26.167271,2.368738,3,2,0,1
-22.757544,5.847594,3,2,0,1
-19.021118,9.446828,3,2,0,1
-14.973108,13.555975,3,2,0,1
-10.309873,18.159184,3,2,0,1
-5.635293,22.823544,3,2,0,1
-1.155707,27.462645,3,2,0,1
2.925686,31.41522,3,2,0,1
9.110939,37.531677,3,2,0,1
13.347128,41.924622,3,2,0,1
18.369438,47.01025,3,2,0,1
23.219538,51.745647,3,2,0,1
26.878899,55.540318,3,2,0,1
30.695339,59.242962,3,2,0,1
33.404667,61.945026,3,2,0,1
36.191196,64.635223,3,2,0,1
39.954048,68.564705,3,2,0,1
40.820026,69.271828,3,2,0,1
42.147812,70.365257,3,2,0,1
43.757362,72.295456,3,2,0,1
44.847595,73.441925,3,2,0,1
45.408199,74.146622,3,2,0,1
46.373238,74.857491,3,2,0,1
46.442806,75.183884,3,2,0,1
46.512802,74.872269,3,2,0,1
46.984722,75.493584,3,2,0,1
47.057617,75.535927,3,2,0,1
47.519802,75.861382,3,2,0,1
119.449333,173.335052,3,1,0,1
132.931412,-173.501617,3,1,0,1
134.389633,-173.50676,3,1,0,1
134.530075,-170.612183,3,1,0,1
135.43811,-170.419693,3,1,0,1
136.681015,-170.278656,3,1,0,1
136.391296,-170.619232,3,1,0,1
137.582932,-168.221588,3,1,0,1
136.931366,-168.958099,3,1,0,1
137.733505,-167.753082,3,1,0,1
137.45433,-169.292099,3,1,0,1
137.531937,-168.570389,3,1,0,1
137.612259,-169.022812,3,1,0,1
137.699539,-168.665985,3,1,0,1
138.148209,-167.170975,3,1,0,1
138.60611,-167.22377,3,1,0,1
138.716339,-168.364044,3,1,0,1
139.18338,-166.716995,3,1,0,1
139.679626,-166.983795,3,1,0,1
141.009033,-164.752365,3,1,0,1
141.205643,-165.958282,3,1,0,1
142.692719,-162.871414,3,1,0,1
144.238724,-162.563416,3,1,0,1
145.480133,-161.448074,3,1,0,1
148.138077,-158.961746,3,1,0,1
150.022507,-155.963455,3,1,0,1
153.577484,-153.237015,3,1,0,1
155.936493,-150.822739,3,1,0,1
160.447617,-146.499222,3,1,0,1
164.297211,-142.33815,3,1,0,1
168.73053,-137.807297,3,1,0,1
174.415359,-132.19223,3,1,0,1
175.128464,-131.453217,3,1,0,1
176.527985,-129.744308,3,1,0,1
178.13324,-128.327515,3,1,0,1
179.018692,-127.345573,3,1,0,1
-178.981064,127.485435,3,1,0,1
-177.027405,-123.266998,3,1,0,1
-175.025177,-121.470222,3,1,0,1
-173.116486,-119.382339,3,1,0,1
-171.136093,-117.549271,3,1,0,1
-169.53093,-115.875832,3,1,0,1
-167.105087,-113.503792,3,1,0,1
-164.695587,-110.90612,3,1,0,1
-162.394547,-109.087158,3,1,0,1
-160.510208,-106.625328,3,1,0,1
-157.943512,-103.504585,3,1,0,1
-155.118149,-101.565155,3,1,0,1
-152.693497,-99.282768,3,1,0,1
-150.050674,-96.114174,3,1,0,1
-147.406174,-93.32653,3,1,0,1
-144.845856,-91.473404,3,1,0,1
-141.741592,-87.654594,3,1,0,1
-138.90181,-85.594429,3,1,0,1
-135.92572,-82.092697,3,1,0,1
-133.1409,-79.835396,3,1,0,1
-130.275726,-76.154099,3,1,0,1
-127.127899,-74.2239,3,1,0,1
-124.41832,-70.537178,3,1,0,1
-121.507195,-66.660461,3,1,0,1
-118.714111,-66.871468,3,1,0,1
-116.109772,-61.496655,3,1,0,1
-113.532463,-59.583698,3,1,0,1
-111.023972,-55.4636,3,1,0,1
-108.66848,-54.647732,3,1,0,1
-106.026993,-51.79356,3,1,0,1
-103.753822,-50.932549,3,1,0,1
-101.569336,-48.988163,3,1,0,1
-99.330811,-46.748859,3,1,0,1
-97.079948,-44.132511,3,1,0,1
-94.988869,-40.587849,3,1,0,1
-92.978127,-41.806412,3,1,0,1
-91.022377,-35.534237,3,1,0,1
-88.997032,-36.332756,3,1,0,1
-86.98304,-34.49292,3,1,0,1
-85.08168,-31.765871,3,1,0,1
-83.14698,-27.823147,3,1,0,1
-81.208076,-27.969786,3,1,0,1
-79.524475,-26.288729,3,1,0,1
-78.100525,-25.138313,3,1,0,1
-79.198257,-25.521435,3,1,0,1
-74.296562,-19.968988,3,1,0,1
-69.670135,-14.229586,3,1,0,1
-64.455719,-8.685863,3,1,0,1
-61.162422,-8.646319,3,1,0,1
-58.09964,-2.777498,3,1,0,1
-54.420723,0.346615,3,1,0,1
-51.968914,1.974883,3,1,0,1
-50.521294,4.633721,3,1,0,1
-47.859085,7.268853,3,1,0,1
-46.695282,6.41447,3,1,0,1
-45.256489,8.191284,3,1,0,1
-44.734303,9.115444,3,1,0,1
-44.238853,9.380968,3,1,0,1
-43.770432,9.158484,3,1,0,1
-44.089684,9.863878,3,1,0,1
-43.641747,10.950987,3,1,0,1
-44.322319,8.826859,3,1,0,1
-44.257454,10.381375,3,1,0,1
-43.095974,9.318328,3,1,0,1
-43.763485,9.715763,3,1,0,1
-43.339062,10.60767,3,1,0,1
-43.646389,9.452434,3,1,0,1
-43.590649,10.919623,3,1,0,1
-43.534168,9.415442,3,1,0,1
-42.731335,11.07667,3,1,0,1
-42.287895,13.308988,3,1,0,1
-41.81657,11.384798,3,1,0,1
-41.748081,11.367631,3,1,0,1
-40.434162,13.29182,3,1,0,1
-38.994446,14.599103,3,1,0,1
-38.853691,15.419662,3,1,0,1
-37.243729,16.527634,3,1,0,1
-35.479179,18.072067,3,1,0,1
-33.619789,19.53891,3,1,0,1
-31.507196,22.420065,3,1,0,1
-29.174936,23.725231,3,1,0,1
-26.361237,27.752775,3,1,0,1
-22.224932,31.955339,3,1,0,1
-19.3071,34.599854,3,1,0,1
-14.081278,40.402889,3,1,0,1
-10.143237,43.376755,3,1,0,1
-5.122076,48.5863,3,1,0,1
-1.663786,52.267624,3,1,0,1
2.885483,56.543499,3,1,0,1
10.074809,64.260315,3,1,0,1
15.067906,68.943832,3,1,0,1
18.327238,71.886047,3,1,0,1
22.573818,76.528267,3,1,0,1
27.232174,80.711494,3,1,0,1
31.412827,84.660629,3,1,0,1
33.936832,87.330528,3,1,0,1
36.712292,90.551781,3,1,0,1
38.903538,92.155884,3,1,0,1
40.780182,95.379913,3,1,0,1
42.071766,95.837402,3,1,0,1
43.737835,97.698586,3,1,0,1
44.806625,97.835541,3,1,0,1
45.36071,98.636841,3,1,0,1
