x,y,z,temp
0.281573,-0.04745,-0.160822,39.171177
-0.954165,0.418439,-0.043841,39.171177
-1.183857,-0.224771,-0.066473,39.174118
0.142516,-0.752213,-0.128433,39.185883
-0.660522,0.643638,-0.037298,39.18
-0.580399,-0.951057,-0.043294,39.182941
-0.991974,0.479458,-0.013622,39.194706
-0.181281,-0.916458,-0.104614,39.18
-0.247778,0.556649,-0.075955,39.174118
-0.852855,-0.766452,-0.147092,39.177059
-0.56415,-0.935933,-0.127176,39.18
-1.130642,-0.232847,-0.034878,39.18
0.23435,-0.737841,-0.103671,39.185883
-0.736883,0.659473,-0.03865,39.165295
-1.054872,0.343368,-0.015436,39.162354
-0.04389,-0.932839,-0.079145,39.182941
-0.285341,0.564628,-0.145557,39.171177
0.388462,-0.048396,-0.128192,39.174118
-0.482437,-1.096094,-0.065125,39.165295
-0.018972,0.486373,-0.072012,39.15353
-1.133341,-0.43779,-0.012912,39.174118
0.246182,-0.388787,-0.09415,39.177059
-0.77674,-0.729249,-0.045919,39.171177
0.29149,0.149804,-0.144391,39.150589
-1.133082,0.184667,-0.048281,39.168236
0.094094,-0.979483,-0.161044,39.15353
0.259157,-0.608985,-0.133241,39.177059
-0.79109,0.591646,-0.06296,39.159412
-0.435542,-1.028166,-0.079249,39.159412
0.126093,0.432026,-0.100196,39.18
-0.075206,-1.046354,-0.156861,39.191765
-0.321855,0.754644,-0.084068,39.177059
-0.853934,-0.804463,-0.078353,39.188824
0.303684,-0.100795,-0.137681,39.188824
0.080232,0.409684,-0.139456,39.18
-1.016948,-0.264266,0.051355,39.162354
0.298353,-0.533416,-0.132154,39.168236
-0.816174,0.44002,-0.033503,39.171177
0.368928,0.149237,-0.242523,39.18
-1.071774,0.206891,-0.024053,39.177059
0.072288,-0.850302,-0.114886,39.185883
-0.391741,0.656589,-0.108814,39.162354
-0.899155,0.501508,-0.088381,39.159412
-0.242842,-0.953868,-0.121259,39.194706
-0.078225,0.638706,-0.087722,39.185883
-1.095117,-0.476026,-0.058336,39.188824
-0.405892,0.785705,-0.062513,39.168236
-0.793574,-0.865719,-0.062194,39.171177
0.238526,0.150325,-0.214315,39.165295
-1.056671,0.206739,-0.000792,39.171177
-0.055335,0.593019,-0.141127,39.162354
0.308844,-0.328525,-0.169293,39.159412
-0.947088,0.365252,-0.051619,39.182941
-0.111289,-0.894197,-0.195118,39.168236
0.197734,-0.646382,-0.165203,39.182941
-0.80771,0.523421,-0.009973,39.171177
-0.458943,-1.058335,-0.072168,39.177059
-0.026359,0.418241,-0.195025,39.197647
-0.229216,-1.075456,-0.098596,39.165295
0.013651,0.62276,-0.10906,39.185883
-0.940736,-0.393823,-0.085705,39.171177
0.392999,-0.321671,-0.15237,39.162354
0.319668,0.005268,-0.067947,39.185883
-1.056328,0.206773,-0.039084,39.188824
0.057738,-0.804612,-0.137922,39.15353
-0.376566,0.679186,-0.062466,39.171177
0.274935,-0.502943,-0.040531,39.182941
-0.843841,0.660412,-0.063623,39.182941
-0.374928,-1.074236,-0.070674,39.182941
-0.095771,0.471843,-0.065855,39.182941
-0.492098,0.649777,-0.026464,39.18
-0.598317,0.711434,-0.051137,39.171177
-0.680166,-1.010874,-0.099056,39.159412
-1.110539,0.093462,-0.124886,39.188824
0.035831,0.569421,-0.093577,39.171177
-1.119487,-0.574516,-0.036275,39.185883
0.283598,-0.487747,-0.132215,39.182941
-0.875723,0.607485,0.004471,39.18
-1.211266,0.056291,-0.042685,39.18
-0.576277,0.63534,-0.051083,39.165295
-0.50457,-1.02759,-0.065216,39.177059
0.080256,0.417267,-0.131761,39.168236
0.156718,-0.843421,-0.128596,39.174118
-0.352587,0.762476,-0.061627,39.20647
-0.783386,-0.713922,-0.137888,39.188824
0.335914,-0.00235,-0.182575,39.182941
-0.510771,-0.913671,-0.072457,39.203529
0.186359,0.340438,-0.11482,39.174118
-1.173918,-0.042676,-0.073091,39.165295
0.274351,-0.624289,-0.140689,39.177059
