x,y,z
386.153839,-132.307693,-125.384621
366.153839,581.538452,-267.692322
317.692322,749.230774,-342.307709
324.615387,435.384613,-180.0
19.23077,532.307678,-267.692322
245.384613,392.307709,-123.076927
633.076904,316.153839,-7.692308
811.538452,-133.07692,46.153847
347.692322,40.0,-162.307693
125.384621,296.153839,-218.461548
310.0,493.846161,-79.230774
611.538452,473.846161,-230.0
635.384644,408.461548,-136.153854
294.615387,181.538467,-72.307693
-23.846155,497.692322,-201.538467
390.0,500.769226,-59.23077
611.538452,517.692322,-288.461548
703.076965,293.846161,-126.92308
229.230774,217.692307,-108.46154
86.92308,332.307709,-183.07692
299.230774,447.692322,-13.076923
712.307678,220.0,-16.153847
553.076904,251.538467,9.230769
146.92308,353.076935,-170.769241
20.769232,462.307709,-190.769241
621.538452,3.846154,156.153854
774.615417,218.461548,-116.153847
758.461548,8.461538,80.0
253.846161,26.923077,79.230774
178.461548,-49.23077,78.46154
281.538452,367.692322,94.615387
646.15387,362.307709,13.076923
597.692322,255.384613,-150.0
653.846191,259.230774,42.307693
210.0,292.307709,20.769232
61.538464,416.923096,-135.384613
150.769226,261.538452,-13.076923
734.615417,-66.92308,193.07692
331.538483,109.230774,42.307693
129.230774,229.230774,-77.692307
426.153839,122.307693,149.230774
636.923096,15.384616,194.615387
193.07692,176.92308,46.153847
350.0,-33.846153,143.846161
782.307678,-63.076923,159.230774
654.615417,110.0,-31.538462
710.0,-46.923077,290.769226
609.230774,-368.461548,369.230774
855.384644,-575.384644,263.076935
860.0,-567.692322,207.692307
624.615417,-368.461548,190.0
466.923096,-191.538467,173.846161
790.769226,-240.0,226.92308
700.769226,-138.461548,34.615387
719.230774,-90.0,162.307693
614.615417,-243.846161,337.692322
705.384644,-757.692322,519.230774
907.692322,-867.692322,557.692322
856.923096,-684.615417,304.615387
870.0,-623.846191,374.615387
816.15387,-653.846191,574.615417
758.461548,-952.307739,663.846191
896.923096,3150.769287,651.538452
797.692322,-823.076965,337.692322
800.769226,-726.923096,387.692322
689.230774,-626.923096,454.615387
729.230774,-1094.615356,626.15387
843.846191,3150.769287,765.384644
767.692322,-1074.615356,386.923096
816.15387,-685.384644,301.538452
893.076965,-983.846191,456.923096
932.307739,3150.769287,645.384644
570.769226,3150.769287,456.923096
886.15387,3150.769287,594.615417
936.923096,3150.769287,973.846191
335.384613,3150.769287,1117.692383
-308.461548,3150.769287,963.846191
-128.461548,3150.769287,1001.538452
160.769226,3150.769287,1093.846191
-310.769226,-573.846191,843.846191
-1025.384644,-58.46154,411.538483
-570.0,233.076935,482.307709
-314.615387,728.461548,17.692308
-330.769226,656.923096,-316.923096
-466.923096,676.923096,-255.384613
381.538483,83.076927,-112.307693
-111.53846,407.692322,-35.384617
-434.615387,623.076904,-85.384621
-198.461548,595.384644,-160.0
-163.846161,522.307678,-116.92308
-100.0,649.230774,-159.230774
-125.384621,799.230774,-219.230774
-113.846153,894.615417,-341.538483
-340.0,990.0,-240.0
-719.230774,1048.461548,-262.307709
-356.153839,3150.769287,-141.538467
-272.307709,3150.769287,-223.07692
-415.384613,950.769226,-88.46154
-373.076935,960.0,-179.230774
-487.692322,869.230774,-154.615387
-520.769226,853.846191,-157.692307
-530.0,863.846191,-200.769241
-588.461548,853.076965,-186.92308
-650.0,806.923096,-140.0
-536.923096,900.769226,-219.230774
-660.0,854.615417,-119.230774
-528.461548,908.461548,-200.769241
-516.15387,898.461548,-230.0
-570.769226,875.384644,-183.846161
-536.923096,867.692322,-218.461548
-536.15387,843.076965,-200.769241
-657.692322,971.538452,-475.384613
335.384613,648.461548,-476.923096
471.538483,555.384644,-518.461548
-368.461548,953.076965,-338.461548
-981.538452,635.384644,-105.384621
-375.384613,959.230774,-360.0
6.923077,946.15387,-713.076965
-233.846161,1071.538452,-620.769226
-580.769226,868.461548,-206.153854
-830.0,698.461548,-54.615387
-437.692322,1018.461548,-516.923096
-496.923096,942.307739,-672.307678
-854.615417,300.769226,259.230774
-760.0,475.384613,43.846153
-865.384644,536.15387,-309.230774
-881.538452,-160.0,174.615387
-323.076935,3150.769287,663.076965
-153.846161,3150.769287,483.076935
368.461548,-1002.307739,366.153839
553.076904,-846.15387,0.0
730.769226,-946.15387,100.769234
613.076904,-625.384644,-119.230774
516.923096,193.07692,-476.923096
530.0,377.692322,-431.538483
627.692322,-460.769226,-152.307693
556.15387,-431.538483,-202.307693
245.384613,310.0,-581.538452
93.846153,509.230774,-564.615417
350.769226,500.769226,-376.153839
609.230774,146.92308,-366.923096
689.230774,85.384621,-296.153839
800.0,-207.692307,-200.769241
805.384644,-273.076935,-170.769241
791.538452,-295.384613,-178.461548
776.15387,-291.538452,-168.461548
768.461548,-293.846161,-176.153854
769.230774,-307.692322,-170.0
686.15387,-96.153847,-208.461548
394.615387,63.846153,-356.923096
743.846191,-122.307693,-175.384613
753.076965,-166.153854,-308.461548
400.0,100.0,-435.384613
-29.23077,711.538452,-836.15387
74.615387,492.307709,-602.307678
556.15387,175.384613,-420.0
623.846191,-37.692307,-390.0
258.461548,188.461548,-600.0
484.615387,167.692307,-414.615387
470.0,96.92308,-420.769226
126.153847,463.076935,-760.0
326.153839,366.153839,-423.076935
550.0,232.307693,-413.846161
705.384644,-460.0,-137.692307
473.076935,-224.615387,-438.461548
530.769226,-173.846161,-313.076935
513.846191,-360.0,-440.0
286.153839,363.846161,-701.538452
194.615387,250.0,-493.846161
416.923096,136.153854,-396.153839
358.461548,-57.69231,-460.769226
315.384613,365.384613,-868.461548
125.384621,700.769226,-826.923096
-35.384617,505.384613,-560.769226
182.307693,353.076935,-460.769226
71.53846,31.538462,-566.15387
490.0,-582.307678,-186.92308
803.846191,3150.769287,435.384613
538.461548,3150.769287,250.0
566.923096,-756.923096,13.076923
700.0,-529.230774,-52.307693
610.0,-221.538467,-217.692307
584.615417,-550.0,-134.615387
470.769226,-749.230774,-227.692307
695.384644,-1.538462,-427.692322
739.230774,194.615387,-346.153839
511.538483,-63.076923,-446.153839
329.230774,-18.461538,-560.0
560.0,349.230774,-483.846161
629.230774,176.153854,-417.692322
586.923096,85.384621,-401.538483
506.15387,-17.692308,-343.846161
715.384644,-920.769226,127.692307
603.076904,-1023.846191,29.23077
623.846191,-247.692307,-331.538483
483.846161,-14.615385,-397.692322
589.230774,-1026.923096,21.538462
675.384644,-403.846161,-273.846161
629.230774,-186.92308,-322.307709
579.230774,-543.076904,-123.846153
626.923096,-731.538452,22.307693
540.769226,-803.846191,-59.23077
466.923096,-515.384644,-373.076935
623.846191,-153.07692,-476.923096
523.846191,-74.615387,-451.538483
570.769226,-356.153839,-181.538467
623.076904,-580.769226,-147.692307
764.615417,-1040.769287,95.384621
639.230774,-681.538452,-166.92308
626.923096,-442.307709,-151.538467
643.846191,-438.461548,-141.538467
606.15387,-703.076965,-73.076927
740.769226,3150.769287,226.92308
642.307678,-624.615417,-131.538467
598.461548,-330.0,-297.692322
504.615387,-181.538467,-195.384613
238.461548,106.153847,-350.769226
513.846191,-543.076904,-99.230774
973.076965,-651.538452,-95.384621
728.461548,-490.769226,-262.307709
430.0,-937.692322,32.307693
368.461548,3150.769287,126.92308
697.692322,-730.769226,-113.846153
1017.692322,-549.230774,118.46154
401.538483,3150.769287,430.769226
577.692322,3150.769287,153.846161
954.615417,-699.230774,74.615387
570.769226,3150.769287,376.153839
756.15387,-777.692322,11.538462
730.0,-654.615417,-0.769231
599.230774,-517.692322,-191.538467
847.692322,50.76923,-399.230774
937.692322,59.23077,-321.538452
793.076965,183.846161,-220.769241
458.461548,53.076923,-561.538452
950.769226,457.692322,-779.230774
506.923096,-39.23077,-300.0
438.461548,-242.307693,-263.846161
660.0,-54.615387,-292.307709
980.769226,360.769226,-696.15387
851.538452,348.461548,-702.307678
816.923096,828.461548,-703.076965
252.307693,429.230774,-518.461548
394.615387,123.846153,-619.230774
501.538483,163.07692,-514.615417
255.384613,106.153847,-452.307709
543.076904,770.769226,-461.538483
646.15387,1047.692383,-473.846161
515.384644,3150.769287,-397.692322
73.076927,581.538452,-561.538452
507.692322,331.538483,-732.307678
663.846191,383.076935,-431.538483
514.615417,90.0,-563.076904
218.461548,223.07692,-466.923096
638.461548,857.692322,-593.076904
580.0,3150.769287,-660.769226
260.769226,1080.0,-546.923096
41.538464,366.923096,-506.923096
136.153854,203.846161,-453.846161
167.692307,152.307693,-322.307709
362.307709,507.692322,-376.153839
715.384644,828.461548,-767.692322
170.769241,316.153839,-422.307709
611.538452,783.076965,-746.923096
599.230774,1000.0,-736.15387
333.846161,663.076965,-488.461548
633.076904,719.230774,-718.461548
547.692322,733.846191,-793.846191
249.230774,-72.307693,-303.846161
651.538452,179.230774,-378.461548
677.692322,412.307709,-712.307678
106.153847,3150.769287,-773.846191
20.0,3150.769287,-660.769226
306.153839,3150.769287,-669.230774
650.769226,151.538467,-392.307709
591.538452,-50.76923,-265.384613
553.846191,146.92308,-273.846161
715.384644,78.46154,-234.615387
764.615417,53.076923,-227.692307
759.230774,63.076923,-227.692307
749.230774,80.769234,-246.153854
706.15387,82.307693,-266.153839
690.0,124.615387,-280.769226
719.230774,103.076927,-254.615387
726.923096,83.846153,-258.461548
716.15387,84.615387,-253.076935
721.538452,83.076927,-255.384613
728.461548,63.076923,-240.769241
729.230774,86.92308,-251.538467
720.769226,105.384621,-256.153839
704.615417,71.53846,-236.153854
796.923096,113.846153,-336.153839
948.461548,10.0,-706.15387
813.846191,65.384613,-686.923096
440.769226,283.846161,-503.076935
289.230774,-191.538467,-436.153839
355.384613,-253.846161,-384.615387
397.692322,136.92308,-343.846161
576.15387,596.923096,-343.846161
-10.0,527.692322,-445.384613
38.46154,820.769226,-402.307709
26.923077,230.769241,-551.538452
214.615387,36.923077,-446.153839
356.923096,-29.23077,-363.846161
456.923096,-137.692307,-307.692322
403.076935,-77.692307,-319.230774
460.0,-95.384621,-306.153839
480.769226,-143.846161,-292.307709
469.230774,-114.615387,-298.461548
474.615387,-112.307693,-300.769226
473.076935,-121.538467,-298.461548
470.769226,-117.692307,-302.307709
474.615387,-113.076927,-294.615387
466.923096,-120.0,-293.846161
474.615387,-120.769234,-297.692322
469.230774,-122.307693,-289.230774
466.15387,-113.076927,-295.384613
642.307678,956.15387,-371.538483
637.692322,953.846191,-366.153839
642.307678,953.076965,-371.538483
639.230774,957.692322,-370.769226
642.307678,955.384644,-362.307709
640.0,955.384644,-369.2
647.692322,953.076965,-368.461548
637.692322,957.692322,-371.538483
639.230774,951.538452,-370.0
636.15387,956.923096,-364.615387
640.769226,955.384644,-369.230774
639.230774,956.15387,-370.0
645.384644,955.384644,-366.153839
640.769226,956.923096,-371.538483
642.307678,956.15387,-367.692322
640.769226,953.076965,-363.846161
641.538452,956.15387,-370.769226
621.538452,970.769226,-378.461548
660.769226,896.15387,-387.692322
818.461548,734.615417,-398.461548
806.923096,876.15387,-481.538483
676.15387,1063.076904,-538.461548
407.692322,3150.769287,-564.615417
539.230774,969.230774,-504.615387
420.0,925.384644,-517.692322
226.92308,805.384644,-510.0
289.230774,37.692307,-207.692307
42.307693,470.769226,-573.846191
323.846161,760.769226,-706.923096
260.0,656.15387,-734.615417
-156.153854,414.615387,-396.923096
-206.153854,378.461548,-150.769226
392.307709,-172.307693,-128.461548
656.923096,-546.923096,152.307693
-117.692307,747.692322,-310.0
-903.846191,-34.615387,243.846161
-342.307709,-847.692322,366.153839
-213.07692,-726.923096,311.538452
-445.384613,773.846191,-419.230774
583.846191,-179.230774,-336.923096
151.538467,3150.769287,686.923096
-69.230774,3150.769287,913.846191
381.538483,3150.769287,790.769226
-1.538462,585.384644,-286.923096
-878.461548,143.07692,122.307693
-703.076965,46.153847,46.923077
-401.538483,970.0,-606.15387
-313.076935,869.230774,-640.0
-596.15387,780.0,-346.923096
-436.923096,1070.0,-119.230774
-175.384613,966.923096,-147.692307
-10.769231,723.846191,-243.846161
41.538464,676.923096,-466.923096
313.846161,803.076965,-815.384644
450.0,1000.0,-891.538452
370.0,683.076965,-770.0
253.076935,480.0,-123.846153
238.461548,660.0,102.307693
251.538467,455.384613,-138.461548
763.076965,892.307678,-530.0
549.230774,1034.615356,-456.923096
352.307709,896.923096,-423.076935
670.0,974.615417,-573.846191
571.538452,800.769226,-650.769226
172.307693,509.230774,-159.230774
181.538467,442.307709,-39.23077
313.076935,623.846191,-318.461548
736.15387,866.923096,-546.923096
810.769226,936.923096,-625.384644
506.15387,617.692322,-640.769226
262.307709,491.538483,-235.384613
310.0,552.307678,49.23077
414.615387,312.307709,175.384613
396.153839,150.769226,177.692307
343.076935,43.076923,117.692307
332.307709,-83.846153,36.153847
118.46154,-31.538462,-153.846161
-20.769232,100.769234,-176.153854
116.153847,26.153847,-183.07692
514.615417,203.07692,-261.538452
584.615417,466.923096,-390.0
659.230774,217.692307,-692.307678
711.538452,432.307709,-280.0
789.230774,471.538483,-736.15387
630.0,490.769226,-396.923096
291.538452,63.846153,-187.692307
325.384613,31.538462,-163.846161
320.0,133.07692,-186.153854
337.692322,173.07692,-233.846161
350.0,173.846161,-266.923096
319.230774,205.384613,-300.0
274.615387,202.307693,-321.538452
282.307709,206.153854,-316.923096
276.153839,186.92308,-308.461548
318.461548,133.846161,-279.230774
263.076935,253.846161,-267.692322
277.692322,250.769241,-253.846161
401.538483,20.769232,-223.846161
461.538483,-62.307693,-190.0
456.923096,-56.923077,-200.769241
449.230774,-56.153847,-216.153854
460.769226,-49.23077,-215.384613
433.846161,-41.538464,-230.769241
464.615387,-42.307693,-215.384613
482.307709,-66.92308,-207.692307
499.230774,-66.92308,-196.92308
510.0,-73.076927,-200.0
520.0,-70.769234,-211.538467
537.692322,-49.23077,-201.538467
558.461548,-72.307693,-197.692307
555.384644,-51.538464,-193.07692
566.15387,-113.076927,-179.230774
514.615417,-293.846161,-55.384617
960.0,138.461548,-682.307678
790.769226,483.846161,-759.230774
541.538452,736.923096,-458.46548
780.0,685.384644,-766.15387
284.615387,325.384613,-334.615387
58.46154,576.15387,-495.384613
303.846161,310.0,-550.769226
427.692322,532.307678,-320.769226
138.461548,66.153847,-510.0
227.692307,580.0,-480.769226
52.307693,266.923096,-553.076904
562.307678,308.461548,-425.384613
587.692322,260.769226,-352.307709
