x,y,z
234.133331,279.866669,17.200001
302.266663,191.733337,34.799999
42.800003,371.466675,-10.0
-184.0,360.133331,25.066666
-48.933334,395.733337,23.866669
245.866669,273.600006,1.6
325.200012,97.866669,-2.933333
305.06665,129.066666,-19.866667
126.53334,331.06665,-40.266666
-121.066666,352.799988,-92.266663
-280.533325,277.600006,-92.399994
-125.733337,382.533325,-67.066666
-279.733337,265.600006,-95.466675
-230.533325,324.0,-54.533333
104.266663,351.600006,-26.933334
258.799988,217.600006,-39.066666
276.266663,154.666656,-63.200001
36.933334,380.0,77.866669
227.733322,279.466675,88.666672
246.800003,228.666672,146.133331
141.199997,345.466644,78.26667
91.066666,381.06665,-2.933333
87.733337,371.866699,-117.066666
-10.4,350.0,-194.666672
-135.866669,324.133331,-202.666656
-202.399994,286.0,-212.800003
-234.666672,267.333344,-183.066681
-220.0,272.666656,-140.933334
-229.466675,272.266663,-108.933334
-244.0,278.799988,-80.0
-238.133331,300.400024,-51.73333
-249.599991,305.733337,-27.066668
-266.133331,302.666656,-5.466667
-288.133331,278.799988,-34.666668
-351.333344,198.666672,-22.666666
-235.733337,338.133301,51.866665
-132.0,383.333313,35.466667
-363.733337,188.533325,73.200005
-402.799988,37.466667,76.799995
-400.266693,-29.6,81.333328
-401.733337,-26.133331,92.133331
-285.866669,279.866669,152.0
-61.199997,365.733337,188.799988
51.466667,351.733337,200.400009
-5.466667,375.733337,185.866669
-212.399994,344.0,152.133331
-347.06665,197.600006,174.133331
-390.666656,49.733334,177.733322
-374.399994,78.0,210.266663
-212.133331,319.599976,193.733337
8.266666,340.800018,230.400009
-8.8,361.06665,215.599991
-272.666656,292.399994,176.666656
-393.466675,70.0,150.933334
-396.0,49.333336,145.200012
-300.133331,273.866669,152.399994
-10.8,367.866669,213.733337
76.933334,344.0,225.599991
-122.266663,343.333313,254.533325
-338.666656,171.733337,246.800003
-398.666656,33.733334,173.46666
-357.866669,159.600006,172.133331
-83.199997,343.866638,190.400009
99.333336,290.400024,248.933334
47.600002,308.0,235.333328
-234.933334,267.600006,218.399994
-387.333344,78.26667,169.333328
-408.93335,-16.133333,113.199997
-397.866669,86.26667,109.466667
-149.733337,321.06665,182.933334
51.066666,314.93335,223.333344
-71.866669,323.600006,239.333328
-322.133331,163.46666,233.600006
-389.733307,-33.200001,154.133331
-397.200012,50.133331,108.133331
-246.800003,292.933319,147.199997
-6.266666,328.800018,214.799988
-51.866665,338.533325,206.666656
-330.93335,156.53334,239.06665
-385.866669,-65.333336,183.199997
-388.399994,42.0,182.266678
-173.733337,302.266663,232.53334
118.133331,298.799988,232.399994
183.333344,262.800018,220.0
6.666667,303.600006,264.399994
-250.533325,208.0,278.666656
-328.666656,27.466667,298.133331
-347.333344,54.400002,254.933334
-230.800003,271.06665,212.0
4.0,320.533325,237.600006
89.599998,299.06665,241.466675
-99.066666,313.866669,252.0
-286.133331,222.53334,230.93335
-317.600006,215.066666,186.800003
-343.066681,172.53334,199.866653
-392.133331,49.200001,183.600006
-289.200012,227.600006,218.133331
-24.799999,332.93335,225.333328
45.333332,300.93335,264.799988
-160.666672,271.866669,282.800018
-324.399994,68.0,282.133331
-357.466675,0.533333,246.133331
-252.0,248.533325,213.866669
-5.733333,338.800018,189.866653
-48.26667,317.866669,233.199997
-300.666687,143.333328,271.733337
-363.466675,-83.866661,224.933334
-360.666656,-152.800003,160.800003
-376.0,-143.46666,128.666672
-377.733337,100.400002,179.06665
-170.400009,316.133331,205.200012
45.466667,315.733337,243.333344
108.133331,295.466675,241.466675
-77.333328,293.466675,280.0
-277.466675,166.666656,278.266663
-329.733307,-24.266666,289.200012
-351.733337,-74.533333,247.46666
-335.733337,120.933334,232.266678
-157.199997,301.866669,225.200012
8.266666,310.799988,257.600006
-56.133331,306.266663,265.600006
-228.933334,184.533325,314.266663
-252.800003,70.266663,338.266663
-275.866669,84.666664,323.466675
-371.333344,35.066666,210.533325
-243.600006,261.466675,206.933319
-60.266666,330.133331,218.266663
-27.066668,323.333313,240.0
-226.53334,227.066666,274.266663
-325.733337,36.933334,280.400024
-359.599976,-41.066666,232.53334
-354.133331,48.26667,247.066666
-79.866669,335.733337,220.400009
86.133339,303.600006,229.733337
-75.73333,277.199982,314.533325
-202.666656,149.733337,362.93335
-201.733337,152.666656,351.199982
-173.733337,215.200012,319.06665
-21.199999,330.666656,211.200012
109.333336,305.600006,190.93335
-20.533333,235.733337,364.0
-145.733337,244.0,338.666656
14.933333,300.93335,277.066681
224.666672,216.933319,208.0
11.733333,324.799988,270.133331
-177.333344,310.133331,258.266663
12.799999,374.133331,166.0
238.933334,249.733337,144.399994
173.733337,246.133331,243.199997
-68.800003,302.933319,269.200012
-58.26667,313.200012,275.600006
82.933334,323.466675,246.266663
181.733337,227.333344,244.0
13.200001,283.333344,259.200012
-136.666672,179.599991,303.866669
-140.533325,221.466675,292.0
0.133333,308.399994,257.333344
53.866669,244.0,330.133331
-125.733337,263.466675,298.0
-302.399994,62.399998,292.533325
-317.199982,109.866669,278.533325
2.666667,328.93335,243.066681
146.666672,259.733337,230.400009
-21.866667,274.0,306.533325
-215.333328,145.600006,338.0
-250.400009,137.866669,319.466675
-151.199997,259.200012,302.0
-3.466667,310.266663,267.066681
-4.8,311.200012,266.799988
-4.666667,313.333344,264.0
-4.933333,344.799988,222.266678
-0.266667,380.0,149.866669
53.066669,361.333344,174.666672
173.866669,276.666656,237.066666
-151.066666,-36.133331,396.266663
-154.799988,-154.399994,355.733337
-217.600006,-93.333328,352.0
-220.400009,18.933332,365.466644
-157.600006,-153.46666,348.133301
44.799999,-245.866669,272.800018
-30.0,-221.733337,323.066681
-204.799988,-87.066666,372.666656
-230.266663,-26.400002,367.866669
-123.73333,-191.200012,334.666687
65.599998,-230.400009,296.0
-22.933332,-250.266663,295.866669
-231.200012,-135.466675,326.133362
-268.266663,-25.866665,330.93335
-191.066666,-184.533325,313.066681
-50.933334,-263.333344,277.866669
5.466667,-223.333344,314.399994
-116.666672,-216.666656,319.866669
-220.400009,-52.666668,360.533325
-316.266663,-71.73333,266.133331
-334.666687,-84.399994,240.0
-326.666687,-124.799995,229.06665
-342.533325,-170.400009,113.73333
-352.533325,-163.066681,91.066666
-362.0,-152.266663,57.866669
-406.133362,16.933334,39.466667
-348.399994,-162.800003,2.133333
-113.599998,-324.266663,22.0
-239.333328,-275.733337,22.799999
-388.266663,-9.866667,-18.533333
-391.733337,-18.0,4.0
-215.866669,-277.600006,-21.199999
-147.733337,-320.800018,56.533333
-340.93335,-162.0,-3.866667
-382.666656,99.599998,-32.933334
-394.666687,103.333328,-9.333333
-369.06665,-145.200012,6.533333
-146.666672,-314.93335,27.333334
-144.133331,-316.399994,80.533333
-174.133331,-306.933319,60.266666
-391.333344,-65.466667,61.333332
-370.400024,157.199997,45.866665
-390.0,96.133339,50.666664
-241.333328,-252.666656,6.8
-90.400002,-313.066681,8.666667
-129.600006,-324.266663,45.599998
-180.533325,-319.06665,52.800003
-258.266663,-283.333344,72.533333
-285.600006,-273.200012,87.866669
-290.266663,-268.266663,68.933334
-289.06665,-262.666656,39.866669
-244.400009,-299.466675,18.133333
-190.0,-317.333344,-16.533333
-335.333313,-193.866669,-10.133333
-393.600006,3.6,6.266666
-333.333313,-207.600006,2.266667
-201.733337,-316.533325,19.066666
-361.866699,-182.266678,37.066666
-402.666656,50.400002,107.466667
-376.533325,-137.333344,133.333328
-152.666656,-324.666687,194.0
-205.066666,-324.133331,167.46666
-386.933319,-86.26667,139.333328
-388.533325,21.066666,173.46666
-338.800018,-192.53334,166.53334
-147.866669,-339.199982,147.733337
-235.599991,-307.600006,136.53334
-400.400024,-41.466667,145.600006
-389.333344,52.666668,170.266663
-342.0,-180.400009,179.866653
-160.93335,-333.066681,150.266663
-221.733337,-316.533325,141.866669
-393.466675,-40.533333,168.266663
-377.333344,49.066666,200.0
-318.133331,-190.93335,214.400009
-141.46666,-333.200012,188.799988
-234.533325,-285.333313,208.133331
-369.06665,-27.333334,224.0
-352.533325,42.666668,247.866669
-273.733337,-227.46666,248.666672
-164.266663,-315.06665,215.333328
-290.799988,-249.866653,198.666672
-374.133331,29.200001,225.599991
-337.733337,89.733337,265.200012
-350.0,-54.133335,258.399994
-182.133331,-268.133331,260.133331
-33.599998,-299.599976,269.06665
-141.733337,-268.399994,289.599976
-304.399994,-86.26667,308.266663
-286.133331,51.73333,322.533325
-290.266663,-39.066666,328.800018
-148.0,-262.666656,303.600006
-41.199997,-298.399994,283.600006
-314.266663,-108.933334,296.133331
-318.533325,16.266666,304.666687
-278.666656,-138.53334,313.466675
-224.666672,-210.266663,314.133331
-284.399994,-30.266666,340.800018
-285.06665,-79.199997,337.200012
-113.066666,-267.333344,308.666656
-2.266667,-252.266678,320.93335
-116.26667,-241.066666,321.866699
-68.26667,-210.533325,362.533325
86.933334,-201.466675,358.266663
105.866669,-189.866653,360.266693
-72.666672,-218.799988,378.666656
-176.266663,-180.800003,365.600006
1.2,-249.333328,329.466675
91.066666,-226.399994,317.600006
12.4,-224.933334,341.866699
-109.066666,-160.800003,390.400024
-139.866669,-178.933334,390.133331
-53.866669,-246.666656,353.600006
82.133331,-226.800003,332.666656
57.066666,-218.533325,338.0
-34.266666,-202.133331,362.133331
-44.0,-211.866669,371.466675
117.333336,-212.666656,323.066681
154.0,-133.866669,353.333313
131.066666,-139.866669,355.200012
53.066669,-189.199997,356.799988
22.799999,-247.733322,343.866638
199.599991,-203.46666,256.933319
266.799988,-94.933327,235.599991
203.46666,-200.400009,234.0
92.933334,-303.733337,240.0
144.266663,-301.733337,206.666656
290.533325,-101.199997,232.933334
257.733337,-113.599998,197.333344
170.133347,-264.399994,158.933334
236.399994,-194.666672,135.600006
288.799988,10.8,215.333328
287.333344,-24.133335,194.933334
234.266663,-189.333328,131.866669
200.266663,-224.799988,103.73333
300.666687,-42.0,153.333328
274.799988,-23.599998,217.333344
148.266663,-219.866653,196.666656
158.666672,-241.333328,146.800003
281.06665,-0.666667,190.0
225.599991,-143.333328,256.266663
171.733337,-91.866669,332.133331
89.733337,-186.399994,307.600006
81.066666,-239.06665,264.0
5.066667,-226.800003,333.733337
-169.466675,-216.53334,317.733337
-304.399994,-189.733337,213.733337
-348.133301,-180.133347,41.333332
-397.466675,79.199997,-67.066666
-391.333344,-102.933334,-46.666664
-315.866669,-227.199997,18.533333
-335.600006,-197.199997,2.0
-341.06665,-176.53334,-2.933333
-343.200012,-170.666672,-0.933333
-345.733337,-161.066666,-12.133333
-354.266663,-143.333328,-15.599999
-356.0,-140.0,1.066667
-358.399994,-139.466675,-23.733332
-372.0,-123.866661,3.333333
-356.666687,-150.800003,12.4
-358.666656,-153.733337,22.533333
-345.600006,-168.133331,8.666667
-330.533325,-189.466675,0.4
-368.533325,-43.066669,-53.066669
-268.399994,-218.0,-120.133331
-209.866653,-245.066666,-158.800003
-350.93335,-101.73333,-105.600006
-350.800018,14.133333,-117.733337
-280.666687,-156.53334,-158.266663
-162.0,-217.46666,-206.0
-197.333344,-214.400009,-181.600006
-319.866669,-101.199997,-145.866669
-195.066666,-207.46666,-175.733337
-73.066666,-214.133331,-210.93335
-230.666672,-170.533325,-188.799988
-358.666656,11.066667,-121.066666
-331.199982,-43.733334,-138.0
-224.0,-174.933334,-139.600006
-149.199997,-190.93335,-171.200012
-252.53334,-97.733337,-176.0
-191.866669,-189.599991,-186.266663
10.933333,-217.199997,-208.533325
-27.066668,-203.199997,-223.733337
-220.0,-153.733337,-226.266663
-286.266663,-116.800003,-204.266663
105.466675,-171.866669,-209.733337
-42.800003,-171.066666,-247.199997
-162.266678,-140.533325,-248.933334
-170.93335,-149.333328,-242.666656
60.666664,-195.733337,-241.466675
45.866665,-163.199997,-262.933319
-6.666667,-215.733337,-238.666672
-10.133333,-211.333328,-235.599991
-24.400002,-216.0,-228.133331
-28.133333,-223.333344,-218.933334
-36.799999,-228.0,-214.133331
-25.733334,-225.733337,-214.799988
-26.400002,-227.333344,-213.333344
-83.333328,-260.799988,-181.466675
-245.466675,-193.46666,-150.800003
-91.066666,-266.799988,-182.666656
-7.333333,-166.666656,-265.06665
-139.600006,-176.800003,-218.533325
-235.466675,-81.866669,-205.200012
-164.400009,-212.0,-174.533325
14.8,-216.266663,-222.666656
20.799999,-184.133331,-236.0
-122.933334,-191.200012,-206.53334
59.200001,-192.53334,-226.266663
3.466667,-198.133331,-224.266663
-115.733337,-196.133331,-200.266663
116.0,-198.666672,-198.666672
96.0,-133.46666,-265.600006
-36.0,-215.733337,-217.600006
-147.199997,-214.266663,-181.333328
-78.133331,-270.799988,-158.133331
107.066666,-207.733322,-194.400009
-49.333336,-206.933319,-202.53334
-179.599991,-179.333328,-200.0
-5.066667,-249.199997,-176.53334
121.333328,-116.666672,-240.666672
93.46666,-163.733337,-208.666672
22.4,-228.266663,-187.600006
-144.933334,-211.600006,-188.533325
-25.333332,-271.333344,-142.933334
236.933319,-98.533333,-150.666672
232.133331,160.800003,-137.199997
208.133331,108.400002,-185.466675
90.0,-133.46666,-237.199997
-146.933334,-185.333328,-214.666672
-205.599991,-170.800003,-202.399994
-61.199997,-270.93335,-170.0
213.199997,-122.399994,-160.666672
227.46666,2.533333,-171.066666
168.399994,-144.666656,-168.666672
-37.866665,-279.866669,-167.46666
-112.133331,-304.133331,-136.933334
112.799995,-252.53334,-143.066666
238.133331,-1.866667,-156.400009
-48.0,-297.866669,-152.133331
-91.466667,-295.466675,-150.666672
-95.066673,-296.266663,-142.533325
-22.266666,-305.600006,-122.0
218.533325,-166.266663,-120.533333
226.133331,-16.933334,-170.666672
128.53334,-204.799988,-156.800003
-56.933331,-279.333313,-162.399994
-7.866667,-289.200012,-142.266663
182.53334,-181.466675,-128.800003
-17.6,-291.06665,-143.46666
-17.866667,-301.866669,-128.800003
164.533325,-209.733337,-130.399994
204.933334,-14.666667,-191.600006
195.733337,-26.800001,-185.866669
114.533325,-201.466675,-163.066681
-78.666672,-268.533325,-156.133331
-85.200005,-273.600006,-146.933334
170.93335,-206.666656,-122.933334
248.666672,17.200001,-144.666656
196.800003,-145.733337,-137.333344
-30.4,-302.533325,-102.666664
25.733334,-321.199982,-62.399998
287.600006,-63.733334,-64.26667
267.066681,50.933334,-116.53334
121.73333,-230.666672,-129.199997
-180.800003,-257.866669,-131.199997
-161.333328,-266.0,-129.733337
163.066681,-255.599991,-68.0
268.133331,89.466667,-115.600006
244.133331,79.333336,-136.0
-113.866661,-321.866699,-79.866669
104.799995,-316.133331,-30.533333
287.333344,-2.933333,-67.199997
266.133331,97.200005,-85.066673
195.333328,-218.666672,-92.133331
-94.266663,-344.266663,-61.333332
223.866669,-177.199997,-87.600006
-61.333332,-347.466675,-52.666668
275.06665,-139.333328,-1.333333
60.799999,-347.866669,44.933334
76.266663,-343.600006,65.466667
178.799988,-193.733337,-149.600006
-22.133333,-212.266678,-256.399994
-208.666672,-195.066666,-212.53334
-309.599976,-187.46666,-124.933327
-210.93335,-212.933334,-145.733337
69.066666,-222.0,-241.333328
202.800003,-225.599991,-62.266663
231.733337,-226.933319,111.866669
178.666672,-205.466675,-162.666656
-38.133331,-208.266663,-255.066666
-238.399994,-196.399994,-122.266663
-230.400009,-184.400009,-194.533325
-20.933332,-198.933334,-248.399994
244.400009,-185.599991,-74.933334
299.466675,-159.466675,8.8
122.933334,-140.533325,-223.866669
-202.666656,-117.866669,-296.799988
-332.799988,-110.666664,-164.133331
-364.399994,-112.533333,-117.333336
-174.666672,-127.200005,-256.266663
208.666672,-146.0,-177.333344
303.066681,-152.533325,13.066666
288.93335,-149.733337,-41.866665
72.933334,-140.266663,-258.133331
-217.866669,-90.666664,-288.0
-313.866669,-80.266663,-174.933334
-194.933334,-114.666664,-301.333344
119.599998,-170.400009,-199.199997
242.399994,-194.933334,-11.466666
224.666672,-204.799988,-15.066667
134.933334,-189.333328,-213.600006
-83.866661,-167.46666,-272.399994
-221.066666,-137.066666,-199.06665
146.666672,-109.733337,-232.666656
285.866669,-130.266663,-2.533333
-272.0,-62.533337,-187.199997
-255.866669,-50.666664,-240.800003
-12.799999,-67.466667,-340.533325
-236.266663,-13.6,-225.599991
-216.53334,-11.2,-271.200012
253.733337,-47.066666,-126.666672
147.466675,72.933334,-303.066681
-14.0,118.800003,-322.266663
-6.8,-28.133333,-341.06665
-24.666668,-151.333328,-295.466675
17.333334,-187.066666,-290.93335
145.466675,-128.800003,-263.466675
220.800003,-128.133331,-171.733337
230.0,-173.733337,-95.733337
220.266663,-195.599991,-87.600006
216.266663,-202.133331,-88.0
213.46666,-204.799988,-89.466667
221.200012,-190.666672,-102.799995
232.666656,-172.133331,-108.0
227.066666,-185.466675,-95.066673
223.333344,-194.666672,-84.666664
224.533325,-192.133331,-85.466675
225.866669,-190.0,-83.599998
224.400009,-191.600006,-84.666664
223.600006,-193.600006,-79.733337
225.066666,-194.266663,-73.866669
224.133331,-195.733337,-72.933334
225.866669,-195.733337,-62.266663
220.266663,-183.46666,-130.933334
-14.8,-143.733337,-260.799988
-202.800003,-59.200001,-222.53334
65.199997,-22.666666,-321.06665
322.0,-16.4,-10.666667
305.333313,4.8,-57.066666
-34.266666,55.599998,-334.666687
-286.666656,122.266663,-251.333328
-176.666656,157.066666,-278.399994
-235.333328,216.666656,-245.866669
215.466675,-53.866669,-174.933334
229.199997,-84.933327,-143.333328
228.133331,-166.266663,-75.466667
228.933334,-176.800003,-62.933334
227.333344,-178.399994,-54.266666
222.266678,-185.599991,-52.533337
225.599991,-194.0,-28.666666
223.333344,-196.933319,-29.733334
218.266663,-201.600006,-32.666668
216.933319,-202.800003,-33.599998
217.199997,-202.133331,-34.266666
216.800003,-202.133331,-33.866669
217.199997,-202.0,-32.799999
220.133347,-200.533325,-28.266666
221.333328,-199.199997,-26.133331
221.200012,-200.0,-25.200001
217.733322,-202.0,-29.066668
-350.400024,-254.933334,-146.266663
-349.733307,-254.666672,-146.53334
-349.466675,-255.599991,-145.866669
-349.866669,-254.666672,-146.400009
-350.133331,-255.333328,-146.266663
-349.733307,-255.733337,-146.133331
-349.333344,-255.066666,-145.600006
-349.733307,-254.400009,-145.866669
-349.866669,-254.400009,-146.266663
-350.133331,-254.933334,-146.133331
-350.533325,-255.599991,-146.266663
-349.866669,-255.466675,-146.0
-349.466675,-255.599991,-145.866669
-351.600006,-254.533325,-150.0
-339.06665,-267.333344,-176.53334
-329.466675,-240.133347,-220.400009
-377.866669,-164.666672,-182.399994
-380.666656,-101.333328,-56.266666
-378.93335,-13.866667,-10.4
-367.733337,104.666664,-2.266667
-306.133331,239.06665,-3.333333
-225.466675,301.466675,-139.066666
-157.199997,296.133331,-182.666656
-219.466675,278.133331,-52.533337
-79.199997,285.06665,-212.266678
-124.666664,282.399994,-162.399994
-256.799988,289.06665,37.200001
-253.866669,293.466675,146.933334
-255.466675,239.466675,217.066666
-262.800018,132.399994,314.266663
-233.46666,231.733337,259.599976
-212.666656,333.066681,27.200001
-207.600006,182.53334,-161.066666
-216.666656,-1.733333,-201.866669
-210.133347,58.800003,-237.866669
-241.733337,206.133331,-109.066666
-255.066666,277.333344,120.266663
-272.533325,226.666656,254.266663
-261.333344,189.599991,298.0
-231.866669,305.333313,111.199997
-219.466675,265.866669,-123.066666
-201.866669,187.066666,-190.800003
-147.333344,274.266663,-173.199997
-74.800003,261.866669,-208.266663
-241.066666,244.133331,-145.200012
-387.06665,156.53334,-52.933334
-415.733337,-16.266666,-13.6
-393.066681,-107.333336,31.866667
-359.466675,-142.399994,32.133335
-256.533325,-172.666656,-111.199997
-119.199997,-215.466675,-199.733337
-228.133331,-221.600006,-88.0
-332.266663,-210.93335,137.199997
-224.533325,-204.400009,272.533325
-272.666656,-209.866653,254.933334
-300.0,-201.066666,8.666667
-218.799988,-209.733337,-216.666656
-132.933334,-238.533325,-229.733337
-183.333344,-217.46666,-218.266663
-296.0,-199.599991,12.933332
-266.666656,-224.933334,245.200012
-203.600006,-231.733337,297.600006
-268.666656,-205.733337,236.666656
-297.199982,-206.0,13.200001
-216.53334,-207.733322,-184.400009
-268.0,-206.53334,-65.599998
-309.866669,-199.466675,208.133331
-151.066666,-230.0,308.399994
-29.066668,-228.399994,331.333344
82.666664,-219.866653,313.466675
181.200012,-199.06665,266.133331
280.0,-138.666672,144.266663
258.266663,-182.800003,122.133331
148.399994,-195.466675,-189.866653
-25.466667,-182.53334,-279.466675
209.733337,-191.333328,-142.533325
245.066666,-196.933319,-61.73333
112.133331,-197.199997,-223.333344
160.533325,-193.733337,-199.733337
227.46666,-213.733337,66.400002
227.600006,-213.066681,77.199997
228.666672,-194.666672,-29.066668
216.399994,-185.333328,-90.0
205.200012,-176.53334,-126.400002
191.600006,-161.866669,-161.600006
188.533325,-156.133331,-165.599991
189.599991,-157.600006,-163.733337
203.333344,-151.600006,-150.933334
220.533325,-146.266663,-134.0
228.266663,-148.800003,-121.066666
236.133331,-136.133331,-121.466667
243.46666,-127.333336,-115.866669
246.800003,-121.066666,-116.800003
249.866653,-112.133331,-119.599998
239.333328,-116.933334,-135.600006
236.133331,-112.933334,-145.600006
232.53334,-116.53334,-148.399994
231.600006,-131.333328,-138.53334
228.266663,-138.0,-137.866669
226.933319,-147.333344,-131.866669
218.799988,-156.400009,-135.733337
210.93335,-163.199997,-141.600006
202.133331,-182.399994,-134.533325
197.600006,-189.199997,-132.800003
194.266663,-198.666672,-125.333336
192.933334,-200.93335,-122.0
215.599991,-226.800003,146.933334
-96.800003,-196.0,-228.933334
107.200005,-220.93335,-219.733337
-71.866669,-158.53334,-276.666656
262.533325,-178.0,177.866669
25.200001,-115.333336,-290.266663
321.06665,-100.0,-7.2
