yaw,pitch,roll,p1,p2,p3,p4
-0.119436,0.0,0.0,0,0,0,0
0.162902,0.0,0.0,0,0,0,0
-0.244566,0.0,0.0,0,0,0,0
0.035517,0.0,0.0,0,0,0,0
0.242804,0.0,0.0,0,0,0,0
0.091754,0.0,0.0,0,0,0,0
-0.005591,0.0,0.0,0,0,0,0
-0.026278,0.0,0.0,0,0,0,0
-0.041458,0.0,0.0,0,0,0,0
-0.233121,0.0,0.0,0,0,0,0
0.08474,0.0,0.0,0,0,0,0
0.032013,0.0,0.0,0,0,0,0
-0.155716,0.0,0.0,0,0,0,0
-0.090399,0.0,0.0,0,0,0,0
-0.095705,0.0,0.0,0,0,0,0
0.086639,0.0,0.0,0,0,0,0
0.036848,0.0,0.0,0,0,0,0
0.010513,0.0,0.0,0,0,0,0
0.007655,0.0,0.0,0,0,0,0
-0.067566,0.0,0.0,0,0,0,0
0.106169,0.0,0.0,0,0,0,0
0.05835,0.0,0.0,0,0,0,0
-0.094744,0.0,0.0,0,0,0,0
0.213273,0.0,0.0,0,0,0,0
-0.194845,0.0,0.0,0,0,0,0
0.008568,0.0,0.0,0,0,0,0
-0.046823,0.0,0.0,0,0,0,0
0.163684,0.0,0.0,0,0,0,0
-0.068552,0.0,0.0,0,0,0,0
0.185853,0.0,0.0,0,0,0,0
0.086633,0.0,0.0,0,0,0,0
0.192082,0.0,0.0,0,0,0,0
0.085698,0.0,0.0,0,0,0,0
0.086637,0.0,0.0,0,0,0,0
0.135381,0.0,0.0,0,0,0,0
0.009557,0.0,0.0,0,0,0,0
-0.144722,0.0,0.0,0,0,0,0
-0.173763,0.0,0.0,0,0,0,0
0.337728,0.0,0.0,0,0,0,0
-0.14571,0.0,0.0,0,0,0,0
0.058348,0.0,0.0,0,0,0,0
0.108017,0.0,0.0,0,0,0,0
0.059316,0.0,0.0,0,0,0,0
0.057428,0.0,0.0,0,0,0,0
0.134453,0.0,0.0,0,0,0,0
0.156666,0.0,0.0,0,0,0,0
0.08667,0.0,0.0,0,0,0,0
0.108059,0.0,0.0,0,0,0,0
-0.017668,0.0,0.0,0,0,0,0
0.037844,0.0,0.0,0,0,0,0
-0.350387,0.0,0.0,0,0,0,0
-0.019579,0.0,0.0,0,0,0,0
0.135403,0.0,0.0,0,0,0,0
0.108059,0.0,0.0,0,0,0,0
0.109033,0.0,0.0,0,0,0,0
0.214273,0.0,0.0,0,0,0,0
0.086697,0.0,0.0,0,0,0,0
0.085756,0.0,0.0,0,0,0,0
0.136394,0.0,0.0,0,0,0,0
0.13641,0.0,0.0,0,0,0,0
-0.093631,0.0,0.0,0,0,0,0
