yaw,pitch,roll,p1,p2,p3,p4
0.094315,0.0,0.0,0,0,0,0
-0.022972,0.0,0.0,0,0,0,0
0.510478,0.0,0.0,0,0,0,0
0.081638,0.0,0.0,0,0,0,0
0.265366,0.0,0.0,0,0,0,0
0.265366,0.0,0.0,0,0,0,0
0.174368,0.0,0.0,0,0,0,0
0.786387,0.0,0.0,0,0,0,0
0.43498,0.0,0.0,0,0,0,0
0.356074,0.0,0.0,0,0,0,0
0.30054,0.0,0.0,0,0,0,0
0.356125,0.0,0.0,0,0,0,0
0.124608,0.0,0.0,0,0,0,0
0.461513,0.0,0.0,0,0,0,0
0.48038,0.0,0.0,0,0,0,0
0.134295,0.0,0.0,0,0,0,0
0.363633,0.0,0.0,0,0,0,0
0.624148,0.0,0.0,0,0,0,0
1.059683,0.0,0.0,0,0,0,0
0.566656,0.0,0.0,0,0,0,0
0.310565,0.0,0.0,0,0,0,0
0.530038,0.0,0.0,0,0,0,0
0.935813,0.0,0.0,0,0,0,0
0.745875,0.0,0.0,0,0,0,0
0.405979,0.0,0.0,0,0,0,0
0.931526,0.0,0.0,0,0,0,0
0.517152,0.0,0.0,0,0,0,0
0.657374,0.0,0.0,0,0,0,0
0.549476,0.0,0.0,0,0,0,0
0.617747,0.0,0.0,0,0,0,0
0.658822,0.0,0.0,0,0,0,0
0.723195,0.0,0.0,0,0,0,0
0.49833,0.0,0.0,0,0,0,0
0.831237,0.0,0.0,0,0,0,0
0.725252,0.0,0.0,0,0,0,0
0.677929,0.0,0.0,0,0,0,0
0.958872,0.0,0.0,0,0,0,0
0.833171,0.0,0.0,0,0,0,0
0.405007,0.0,0.0,0,0,0,0
0.568907,0.0,0.0,0,0,0,0
0.967274,0.0,0.0,0,0,0,0
0.596614,0.0,0.0,0,0,0,0
0.673002,0.0,0.0,0,0,0,0
0.804311,0.0,0.0,0,0,0,0
0.775962,0.0,0.0,0,0,0,0
0.63626,0.0,0.0,0,0,0,0
0.629453,0.0,0.0,0,0,0,0
0.566238,0.0,0.0,0,0,0,0
0.692936,0.0,0.0,0,0,0,0
0.748798,0.0,0.0,0,0,0,0
0.597383,0.0,0.0,0,0,0,0
0.711812,0.0,0.0,0,0,0,0
0.269007,0.0,0.0,0,0,0,0
0.49978,0.0,0.0,0,0,0,0
0.835658,0.0,0.0,0,0,0,0
0.7684,0.0,0.0,0,0,0,0
0.84681,0.0,0.0,0,0,0,0
0.894388,0.0,0.0,0,0,0,0
0.805253,0.0,0.0,0,0,0,0
0.717226,0.0,0.0,0,0,0,0
0.772264,0.0,0.0,0,0,0,0
0.963793,0.0,0.0,0,0,0,0
0.417277,0.0,0.0,0,0,0,0
1.119451,0.0,0.0,0,0,0,0
0.955827,0.0,0.0,0,0,0,0
0.537297,0.0,0.0,0,0,0,0
0.753392,0.0,0.0,0,0,0,0
0.666897,0.0,0.0,0,0,0,0
0.49786,0.0,0.0,0,0,0,0
0.797859,0.0,0.0,0,0,0,0
