0.006979,-0.031995,0.03962
-0.01572,-0.027953,0.047011
-0.038467,-0.026623,0.04517
-0.037522,-0.054301,0.054416
-0.037368,-0.041261,0.052774
-0.060577,-0.06039,0.03377
-0.083687,-0.043916,0.059272
-0.04103,-0.022719,0.07796
-0.029497,-0.010246,0.051902
-0.053179,-0.010385,0.061108
-0.05732,-0.039063,0.031998
-0.039971,-0.063514,0.073116
-0.08543,-0.021867,0.040774
-0.050917,-0.038489,0.024051
-0.033037,-0.039584,0.069616
-0.054446,-0.03101,0.072783
-0.029862,-0.022945,0.035878
-0.006394,-0.024763,-0.016065
-0.016028,-0.039454,0.011783
-0.010376,-0.040305,0.01282
-0.045423,-0.078975,0.009373
-0.007491,-0.059961,0.011918
-0.049208,-0.057689,0.060587
0.000144,-0.01877,0.011884
0.000991,-0.08899,0.028092
-0.01331,-0.044469,0.094561
-0.014088,-0.032604,0.06795
-0.018959,-0.042364,0.05334
-0.039659,-0.036816,0.052409
-0.071365,0.002652,0.027798
-0.036526,0.018722,0.065498
-0.037101,0.000908,0.066208
-0.041962,-0.010599,0.076057
-0.048701,0.003575,0.046358
-0.037131,-0.000387,0.025654
-0.046212,-0.06826,0.023783
-0.036082,-0.037117,0.036141
-0.022601,-0.053619,0.027144
-0.0364,-0.036327,0.042292
-0.046402,-0.025049,0.048013
-0.03622,-0.016136,0.016908
-0.064686,-0.06483,0.044024
-0.057149,-0.040497,0.067695
0.016221,-0.044454,0.086121
0.030114,-0.046731,0.026964
-0.016292,-0.039106,-0.033419
0.017892,-0.063272,0.019522
-0.03953,-0.059123,0.044559
-0.047764,-0.014875,0.043793
-0.008434,-0.030831,0.01551
-0.016855,-0.03197,0.061533
-0.025169,0.00969,0.03101
-0.04204,-0.017018,0.034413
-0.009024,-0.066805,0.01064
-0.012654,-0.017482,0.035455
-0.009497,0.015353,0.016246
-0.045354,-0.024431,0.028997
-0.002857,-0.024495,0.061724
-0.019701,-0.001647,0.031347
-0.021338,-0.00207,0.048297
-0.02638,-0.030376,0.088455
-0.019134,-0.022617,0.05133
-0.01172,-0.014909,0.032306
-0.008863,-0.011709,0.053438
-0.068576,-0.030025,0.076362
-0.082045,-0.037331,0.037741
-0.01681,-0.044209,-0.000936
-0.03419,-0.037888,-0.015677
-0.031744,0.007897,0.053583
0.006978,-0.007487,0.056804
0.012285,-0.004227,0.034239
-0.036886,-0.045847,0.064533
-0.018465,-0.028555,0.032704
-0.006417,-0.059781,0.016495
-0.02569,-0.019701,0.037848
-0.061067,-0.023996,0.008631
-0.032099,-0.053296,0.021458
-0.044467,-0.064561,0.050138
-0.016697,-0.030788,0.041294
-0.010676,-0.032306,0.01927
-0.003656,-0.032533,0.043967
-0.034089,0.00014,0.057678
-0.02647,-0.049119,0.011904
-0.033006,-0.058418,0.013223
-0.063706,-0.052638,0.037354
-0.014518,-0.040057,0.065028
-0.000149,-0.068551,0.062039
-0.008948,-0.05608,0.046326
-0.017233,-0.017748,0.096528
-0.029322,-0.060288,0.083676
0.003476,-0.066915,0.045274
-0.026233,-0.065017,0.054391
-0.004728,-0.063723,0.076644
-0.015612,-0.030851,0.027821
-0.014615,-0.070107,0.029052
0.027764,-0.055948,0.057184
-0.002834,-0.065303,0.068425
0.018013,-0.035531,0.053007
-0.006855,-0.024516,0.052013
0.006835,0.008149,0.027323
0.021975,-0.035605,0.066236
-0.019442,-0.019858,0.071246
0.021001,-0.013413,0.044484
-0.033843,-0.021395,0.020586
0.006666,-0.080557,0.002749
-0.038926,-0.094478,-0.008674
-0.0145,-0.051676,0.019006
0.004519,-0.07323,0.011305
-0.021314,-0.048534,0.031574
-0.026531,-0.034313,0.039204
-0.080038,-0.044083,3.9e-05
-0.05386,-0.009059,0.022008
-0.05271,-0.057252,0.036326
-0.019846,-0.027996,0.036018
-0.035273,-0.030931,0.083634
-0.022548,-0.022999,0.030557
-0.003468,-0.033736,0.038877
-0.001024,-0.018886,0.051191
-0.037395,-0.042267,0.032943
-0.051306,-0.046255,0.049551
-0.03784,-0.047381,0.074734
-0.018612,-0.047512,0.098484
-0.016301,-0.015098,0.040697
0.041094,-0.025474,0.042454
0.015959,-0.016112,0.00996
-0.02142,-0.050301,0.045723
-0.026486,-0.044407,0.049519
-0.019044,-0.042084,0.046189
-0.063198,-0.032391,0.035505
-0.038025,-0.004266,0.059175
1.236205,-0.340389,-0.229486
0.863266,-0.250336,0.389243
-0.102225,-0.503171,5.605463
