theta,phi,temp
0.0,0.0,28.375
1.275687,2.356194,28.40625
0.0,0.0,28.4375
1.268726,0.762009,28.4375
0.0,0.0,28.46875
0.0,0.0,28.46875
1.268726,0.762009,28.53125
1.268726,0.762009,28.53125
0.0,0.0,28.5625
1.268726,0.762009,28.59375
1.275687,2.356194,28.5625
0.0,0.0,28.59375
1.268726,0.762009,28.65625
0.0,0.0,28.65625
1.268726,0.762009,28.6875
1.162431,-5.2e-05,28.71875
1.165034,-0.000253,28.75
1.275687,5.497787,28.78125
0.0,0.0,28.8125
0.0,0.0,28.84375
0.0,0.0,28.84375
1.275687,2.356194,28.875
1.275687,3.926991,28.90625
1.268726,0.762009,28.9375
1.275687,2.356194,28.96875
1.275687,2.356194,28.96875
1.183551,1.892547,29.0
0.0,0.0,29.03125
1.268726,0.762009,29.0625
1.268726,0.762009,29.09375
1.268726,0.762009,29.09375
0.0,0.0,29.125
0.0,0.0,29.15625
1.268726,0.762009,29.15625
1.275687,5.497787,29.1875
0.0,0.0,29.1875
1.275687,2.356194,29.25
1.275687,2.356194,29.25
1.268726,0.762009,29.28125
1.268726,0.762009,29.34375
1.275687,2.356194,29.34375
1.275687,5.497787,29.375
0.0,0.0,29.40625
0.814841,2.368205,29.4375
1.268726,0.762009,29.4375
1.268726,0.762009,29.46875
1.275687,2.356194,29.5625
0.0,0.0,29.59375
0.824454,0.762009,29.59375
1.275687,2.356194,29.625
0.0,0.0,29.625
1.275687,2.356194,29.65625
0.0,0.0,29.6875
1.268726,0.762009,29.71875
0.0,0.0,29.75
0.0,0.0,29.75
0.0,0.0,29.78125
0.0,0.0,29.8125
1.275687,2.356194,29.8125
1.275687,5.497787,29.84375
1.268726,0.762009,29.875
0.0,0.0,29.875
0.0,0.0,29.90625
1.275687,5.497787,29.9375
0.0,0.0,29.96875
0.0,0.0,30.0
0.0,0.0,30.03125
1.275687,2.356194,30.03125
1.268726,0.762009,30.0625
1.268726,0.762009,30.0625
1.268726,0.762009,30.0625
0.0,0.0,30.125
0.0,0.0,30.15625
1.165034,-0.000253,30.1875
0.0,0.0,30.21875
1.165034,-0.000253,30.21875
1.275687,2.356194,30.25
1.275687,3.926991,30.25
1.268726,0.762009,30.28125
0.824454,0.762009,30.34375
0.0,0.0,30.34375
0.0,0.0,30.34375
1.275687,2.356194,30.375
1.275687,5.497787,30.40625
1.183551,1.892547,30.4375
1.268726,0.762009,30.46875
1.268726,0.762009,30.5
1.162912,1.570909,30.53125
8.4e-05,0.004901,30.5625
1.268726,0.762009,30.5625
0.0,0.0,30.5625
1.268726,0.762009,30.59375
1.275687,2.356194,30.625
1.275687,2.356194,30.65625
1.268726,0.762009,30.6875
0.0,0.0,30.6875
1.275687,2.356194,30.75
0.0,0.0,30.75
1.268726,0.762009,30.78125
1.162912,1.570909,30.8125
0.814841,2.368205,30.84375
8.4e-05,0.004901,30.84375
1.268726,0.762009,30.84375
0.828456,1.574858,30.90625
1.162912,1.570909,30.9375
0.0,0.0,30.96875
0.828456,1.574858,31.03125
1.268726,0.762009,31.0625
1.268726,0.762009,31.0625
1.275687,2.356194,31.09375
0.0,0.0,31.09375
1.275687,2.356194,31.15625
8.4e-05,0.004901,31.1875
0.0,0.0,31.21875
1.268726,0.762009,31.28125
1.162912,1.570909,31.3125
1.268726,0.762009,31.28125
1.268726,0.762009,31.34375
1.275687,2.356194,31.34375
1.275687,2.356194,31.40625
0.824454,0.762009,31.4375
1.268726,0.762009,31.46875
0.0,0.0,31.46875
1.162912,1.570909,31.5
1.268726,0.762009,31.5
1.268726,0.762009,31.5
1.275687,5.497787,31.5625
1.275687,5.497787,31.5625
1.275687,2.356194,31.59375
0.0,0.0,31.625
0.0,0.0,31.65625
1.275687,2.356194,31.6875
1.268726,0.762009,31.6875
1.006796,2.371021,31.71875
0.0,0.0,31.71875
0.0,0.0,31.75
0.0,0.0,31.78125
0.0,0.0,31.8125
1.275687,2.356194,31.8125
0.0,0.0,31.875
1.165034,-0.000253,31.90625
1.268726,0.762009,31.9375
0.0,0.0,31.9375
1.275687,2.356194,31.96875
1.268726,0.762009,32.0
1.162431,-5.2e-05,32.0
1.162912,1.570909,32.03125
1.162912,1.570909,32.0625
1.268726,0.762009,32.09375
1.162912,1.570909,32.09375
1.275687,2.356194,32.125
0.0,0.0,32.15625
0.0,0.0,32.1875
1.275687,2.356194,32.21875
1.268726,0.762009,32.21875
1.275687,5.497787,32.28125
1.275687,2.356194,32.28125
0.0,0.0,32.28125
1.275687,3.926991,32.3125
1.203711,2.034444,32.375
1.275687,2.356194,32.375
0.0,0.0,32.375
0.0,0.0,32.4375
1.275687,5.497787,32.4375
1.268726,0.762009,32.46875
0.0,0.0,32.46875
1.275687,2.356194,32.5
0.0,0.0,32.53125
1.275687,2.356194,32.59375
1.275687,2.356194,32.59375
0.0,0.0,32.625
1.268726,0.762009,32.65625
1.268726,0.762009,32.65625
1.275687,3.926991,32.6875
0.0,0.0,32.71875
1.138298,0.324486,32.75
8.4e-05,0.004901,32.75
1.165034,-0.000253,32.78125
1.275687,2.356194,32.8125
1.162912,1.570909,32.8125
1.275687,2.356194,32.875
1.275687,2.356194,32.875
1.268726,0.762009,32.90625
1.268726,0.762009,32.90625
0.0,0.0,32.90625
1.275687,3.926991,32.9375
1.275687,2.356194,32.9375
1.268726,0.762009,32.96875
8.4e-05,0.004901,33.0
0.0,0.0,33.03125
0.0,0.0,33.03125
0.0,0.0,33.03125
0.814841,2.368205,33.0625
1.268726,0.762009,33.0625
1.268726,0.762009,33.125
1.162431,-5.2e-05,33.15625
1.275687,2.356194,33.1875
0.0,0.0,33.1875
0.0,0.0,33.1875
1.268726,0.762009,33.21875
0.0,0.0,33.21875
1.275687,5.497787,33.25
1.268726,0.762009,33.28125
1.268726,0.762009,33.3125
0.0,0.0,33.34375
1.268726,0.762009,33.34375
1.275687,3.926991,33.375
1.162431,-5.2e-05,33.4375
1.268726,0.762009,33.4375
1.275687,5.497787,33.46875
1.268726,0.762009,33.46875
1.275687,2.356194,33.5
0.0,0.0,33.5
1.268726,0.762009,33.53125
1.165034,-0.000253,33.5625
1.162912,1.570909,33.5625
0.0,0.0,33.59375
0.814841,2.368205,33.625
1.275687,2.356194,33.625
0.0,0.0,33.6875
1.162431,-5.2e-05,33.6875
1.268726,0.762009,33.6875
1.268726,0.762009,33.75
0.0,0.0,33.75
0.0,0.0,33.78125
0.0,0.0,33.78125
1.268726,0.762009,33.8125
1.268726,0.762009,33.8125
0.0,0.0,33.84375
0.0,0.0,33.875
0.0,0.0,33.875
8.4e-05,0.004901,33.9375
1.162912,1.570909,33.9375
1.268726,0.762009,33.96875
1.275687,3.926991,34.0
1.162912,1.570909,34.03125
1.268726,0.762009,34.03125
0.0,0.0,34.0625
1.275687,2.356194,34.0625
0.0,0.0,34.125
0.0,0.0,34.125
0.0,0.0,34.15625
0.0,0.0,34.15625
1.275687,3.926991,34.1875
1.268726,0.762009,34.21875
0.0,0.0,34.21875
1.275687,2.356194,34.25
0.0,0.0,34.25
0.0,0.0,34.28125
1.268726,0.762009,34.28125
0.0,0.0,34.3125
1.268726,0.762009,34.34375
1.268726,0.762009,34.34375
0.86411,-0.006493,34.34375
1.268726,0.762009,34.375
1.183551,1.892547,34.40625
1.275687,2.356194,34.4375
0.0,0.0,34.46875
0.0,0.0,34.46875
0.0,0.0,34.5
1.268726,0.762009,34.5
0.0,0.0,34.53125
0.824454,0.762009,34.5625
0.0,0.0,34.5625
8.4e-05,0.004901,34.59375
1.268726,0.762009,34.625
1.165034,-0.000253,34.625
1.165034,-0.000253,34.65625
1.268726,0.762009,34.6875
1.275687,2.356194,34.6875
0.0,0.0,34.71875
0.0,0.0,34.78125
0.0,0.0,34.78125
1.268726,0.762009,34.8125
0.0,0.0,34.8125
1.275687,3.926991,34.8125
0.0,0.0,34.84375
0.0,0.0,34.875
0.579866,0.765035,34.875
0.778619,0.820765,34.90625
0.737801,0.940992,34.90625
0.827507,0.872666,34.90625
0.716371,0.954648,34.9375
0.788442,1.024582,34.96875
0.811762,0.918784,34.9375
0.7902,0.879118,34.96875
0.757738,0.92882,35.0
0.824454,0.762009,35.0
0.816079,0.817508,35.0
0.748133,0.762424,35.03125
0.791855,0.872666,35.0625
0.775046,0.928307,35.0625
0.740468,0.824961,35.09375
0.809383,0.872666,35.125
0.805656,1.024582,35.09375
0.761415,0.820974,35.125
0.790456,0.972304,35.125
0.755087,0.985437,35.15625
0.796799,0.820765,35.15625
0.755087,0.985437,35.1875
0.827196,0.866886,35.1875
0.793947,0.918784,35.21875
0.760398,0.919046,35.21875
0.790456,0.972304,35.25
0.824862,0.961131,35.25
0.80632,0.762009,35.28125
0.745525,0.919979,35.3125
0.886946,0.708858,35.3125
0.842204,0.762009,35.34375
0.79825,0.817508,35.375
0.760398,0.919046,35.375
0.845046,0.902525,35.375
0.773513,0.972304,35.40625
0.810009,0.866886,35.40625
0.810009,0.866886,35.40625
0.761415,0.820974,35.4375
0.757738,0.92882,35.4375
0.811548,0.910237,35.46875
0.811762,0.918784,35.46875
0.741366,0.930049,35.5
0.774907,0.872667,35.53125
0.811548,0.910237,35.53125
0.774907,0.872667,35.53125
0.810589,0.861678,35.53125
0.82693,0.861678,35.5625
0.833946,0.814592,35.59375
0.778619,0.820765,35.59375
0.788835,1.010959,35.625
0.757368,0.972844,35.65625
0.799557,0.814592,35.65625
0.79336,0.866886,35.65625
0.82693,0.861678,35.6875
0.757368,0.972844,35.6875
0.745525,0.919979,35.6875
0.79336,0.866886,35.71875
0.760398,0.919046,35.71875
0.772967,1.010959,35.75
0.745525,0.919979,35.78125
0.827056,0.895532,35.75
0.738992,0.986645,35.78125
0.762553,0.910363,35.78125
0.827056,0.895532,35.8125
0.799557,0.814592,35.8125
0.760398,0.919046,35.84375
0.805202,1.010959,35.84375
0.755949,1.025229,35.84375
0.79336,0.866886,35.875
0.745525,0.919979,35.9375
0.799557,0.814592,35.90625
0.783169,0.814592,35.9375
0.745525,0.919979,35.9375
0.816478,0.814592,36.0
0.79336,0.866886,35.96875
0.79464,0.910237,35.96875
0.79336,0.866886,35.96875
0.811386,0.902525,36.0
0.824454,0.762009,36.03125
0.82693,0.861678,36.03125
0.857956,0.95103,36.03125
1.268726,0.762009,36.0625
0.0,0.0,36.09375
1.268726,0.762009,36.09375
1.162431,-5.2e-05,36.09375
0.0,0.0,36.125
1.268726,0.762009,36.125
1.275687,5.497787,36.15625
8.4e-05,0.004901,36.15625
0.0,0.0,36.15625
1.275687,5.497787,36.1875
1.275687,2.356194,36.1875
1.268726,0.762009,36.1875
0.0,0.0,36.21875
1.183551,1.892547,36.25
1.275687,5.497787,36.21875
1.165034,-0.000253,36.25
8.4e-05,0.004901,36.25
0.0,0.0,36.25
0.0,0.0,36.25
1.268726,0.762009,36.25
0.824454,0.762009,36.25
1.275687,2.356194,36.25
1.268726,0.762009,36.28125
1.268726,0.762009,36.28125
0.814841,2.368205,36.34375
8.4e-05,0.004901,36.34375
1.162912,1.570909,36.34375
0.0,0.0,36.34375
1.165034,-0.000253,36.375
0.0,0.0,36.375
0.0,0.0,36.40625
1.165034,-0.000253,36.40625
1.268726,0.762009,36.40625
0.0,0.0,36.40625
1.275687,3.926991,36.40625
8.4e-05,0.004901,36.4375
1.162912,1.570909,36.4375
0.0,0.0,36.4375
0.0,0.0,36.4375
1.162912,1.570909,36.46875
1.162912,1.570909,36.46875
0.0,0.0,36.5
0.0,0.0,36.5
0.0,0.0,36.5
1.275687,2.356194,36.53125
1.006796,2.371021,36.5625
0.0,0.0,36.53125
0.936474,1.924733,36.5625
0.0,0.0,36.5625
0.0,0.0,36.53125
0.0,0.0,36.5625
1.275687,2.356194,36.625
1.275687,5.497787,36.59375
0.0,0.0,36.625
1.268726,0.762009,36.59375
1.275687,2.356194,36.625
1.275687,2.356194,36.625
1.193501,1.243066,36.65625
0.0,0.0,36.625
1.275687,2.356194,36.65625
1.275687,2.356194,36.65625
1.268726,0.762009,36.65625
0.0,0.0,36.6875
1.275687,2.356194,36.71875
1.268726,0.762009,36.6875
1.275687,3.926991,36.71875
1.165034,-0.000253,36.71875
0.0,0.0,36.75
1.268726,0.762009,36.75
1.268726,0.762009,36.75
0.0,0.0,36.78125
1.275687,2.356194,36.75
1.268726,0.762009,36.78125
1.268726,0.762009,36.78125
1.203711,2.034444,36.8125
0.0,0.0,36.78125
0.814841,2.368205,36.8125
1.268726,0.762009,36.8125
0.0,0.0,36.8125
0.0,0.0,36.8125
1.275687,5.497787,36.8125
1.268726,0.762009,36.8125
1.217617,2.601173,36.84375
1.268726,0.762009,36.84375
0.0,0.0,36.84375
1.162912,1.570909,36.84375
1.165034,-0.000253,36.84375
0.0,0.0,36.875
1.268726,0.762009,36.875
1.275687,2.356194,36.875
1.268726,0.762009,36.90625
0.0,0.0,36.90625
0.0,0.0,36.9375
0.0,0.0,36.90625
1.162912,1.570909,36.9375
1.183551,1.892547,36.9375
1.275687,2.356194,36.9375
1.275687,3.926991,36.9375
1.275687,2.356194,36.9375
1.268726,0.762009,36.96875
0.936474,1.924733,36.96875
0.0,0.0,36.96875
1.275687,2.356194,36.96875
0.0,0.0,37.0
0.814841,2.368205,37.0
0.0,0.0,37.0
0.0,0.0,37.0
0.0,0.0,37.03125
1.275687,2.356194,37.03125
0.0,0.0,37.03125
1.268726,0.762009,37.03125
1.268726,0.762009,37.03125
1.275687,2.356194,37.03125
1.183551,1.892547,37.0625
0.0,0.0,37.0625
1.275687,5.497787,37.0625
1.275687,5.497787,37.03125
0.0,0.0,37.03125
0.0,0.0,37.0625
1.268726,0.762009,37.09375
0.0,0.0,37.09375
1.268726,0.762009,37.09375
0.824454,0.762009,37.09375
1.162912,1.570909,37.125
1.268726,0.762009,37.125
0.0,0.0,37.125
0.0,0.0,37.125
1.268726,0.762009,37.125
1.275687,3.926991,37.15625
1.183551,1.892547,37.15625
1.275687,5.497787,37.15625
1.162912,1.570909,37.1875
1.268726,0.762009,37.15625
1.183551,1.892547,37.15625
0.837031,5.506919,37.1875
8.4e-05,0.004901,37.1875
1.268726,0.762009,37.1875
0.0,0.0,37.21875
0.0,0.0,37.21875
1.275687,2.356194,37.21875
1.162912,1.570909,37.21875
1.162912,1.570909,37.21875
1.275687,2.356194,37.25
1.275687,2.356194,37.21875
1.183551,1.892547,37.25
1.165034,-0.000253,37.25
0.0,0.0,37.25
0.0,0.0,37.25
1.275687,2.356194,37.25
1.268726,0.762009,37.25
0.824454,0.762009,37.25
1.275687,3.926991,37.28125
1.275687,2.356194,37.28125
8.4e-05,0.004901,37.3125
0.837031,5.506919,37.3125
1.162912,1.570909,37.3125
1.268726,0.762009,37.3125
1.268726,0.762009,37.3125
1.275687,3.926991,37.34375
1.268726,0.762009,37.3125
1.268726,0.762009,37.3125
1.162912,1.570909,37.3125
8.4e-05,0.004901,37.3125
1.165034,-0.000253,37.3125
1.275687,5.497787,37.34375
1.203711,2.034444,37.3125
1.193501,1.243066,37.34375
1.275687,2.356194,37.34375
0.0,0.0,37.34375
1.275687,2.356194,37.34375
1.183551,1.892547,37.375
0.0,0.0,37.375
0.0,0.0,37.375
1.165034,-0.000253,37.375
1.275687,2.356194,37.375
1.275687,5.497787,37.375
1.275687,3.926991,37.375
1.191021,1.951303,37.40625
1.268726,0.762009,37.375
0.0,0.0,37.40625
1.268726,0.762009,37.40625
1.162912,1.570909,37.40625
1.268726,0.762009,37.4375
1.275687,2.356194,37.4375
1.268726,0.762009,37.4375
0.0,0.0,37.4375
1.275687,5.497787,37.46875
1.268726,0.762009,37.46875
0.0,0.0,37.46875
1.268726,0.762009,37.46875
1.162912,1.570909,37.46875
1.268726,0.762009,37.46875
1.183551,1.892547,37.46875
1.275687,5.497787,37.46875
1.268726,0.762009,37.46875
8.4e-05,0.004901,37.5
1.275687,2.356194,37.5
1.268726,0.762009,37.5
8.4e-05,0.004901,37.46875
1.275687,2.356194,37.53125
1.275687,2.356194,37.53125
1.268726,0.762009,37.53125
0.0,0.0,37.53125
1.275687,2.356194,37.53125
1.165034,-0.000253,37.53125
0.0,0.0,37.53125
1.203711,2.034444,37.53125
0.0,0.0,37.5625
0.0,0.0,37.5625
1.222861,2.137526,37.5625
1.275687,3.926991,37.5625
1.275687,2.356194,37.5625
1.024742,2.068692,37.53125
1.268726,0.762009,37.5625
0.0,0.0,37.5625
1.275687,2.356194,37.5625
0.0,0.0,37.5625
1.275687,2.356194,37.5625
0.0,0.0,37.59375
1.006796,2.371021,37.59375
1.268726,0.762009,37.59375
1.275687,2.356194,37.59375
1.275687,3.926991,37.59375
1.275687,2.356194,37.59375
0.0,0.0,37.625
1.193501,1.243066,37.59375
1.249594,2.256526,37.59375
1.275687,5.497787,37.625
0.0,0.0,37.625
1.165034,-0.000253,37.625
1.275687,5.497787,37.625
0.828456,1.574858,37.625
0.814841,2.368205,37.65625
1.268726,0.762009,37.65625
1.165034,-0.000253,37.65625
1.268726,0.762009,37.625
1.275687,2.356194,37.65625
1.268726,0.762009,37.6875
1.187849,2.245537,37.6875
1.183551,1.892547,37.65625
1.275687,3.926991,37.65625
1.268726,0.762009,37.65625
0.0,0.0,37.6875
1.249594,2.256526,37.6875
1.268726,0.762009,37.6875
1.275687,2.356194,37.6875
1.006796,2.371021,37.6875
0.0,0.0,37.6875
8.4e-05,0.004901,37.6875
1.275687,3.926991,37.6875
1.275687,5.497787,37.6875
0.0,0.0,37.71875
1.234278,2.191046,37.71875
1.275687,2.356194,37.71875
0.0,0.0,37.71875
0.936474,1.924733,37.71875
1.183551,1.892547,37.71875
1.268726,0.762009,37.71875
1.275687,2.356194,37.71875
0.0,0.0,37.71875
0.0,0.0,37.71875
1.275687,2.356194,37.71875
0.0,0.0,37.75
0.837031,5.506919,37.75
0.0,0.0,37.75
0.0,0.0,37.71875
0.0,0.0,37.75
1.268726,0.762009,37.75
1.275687,5.497787,37.75
1.268726,0.762009,37.75
1.183551,1.892547,37.75
0.0,0.0,37.75
1.275687,2.356194,37.75
1.275687,2.356194,37.75
1.275687,2.356194,37.78125
1.275687,3.926991,37.78125
1.006796,2.371021,37.78125
0.0,0.0,37.78125
0.0,0.0,37.78125
1.268726,0.762009,37.78125
0.837031,5.506919,37.8125
0.0,0.0,37.8125
0.0,0.0,37.78125
1.275687,2.356194,37.8125
0.0,0.0,37.8125
1.275687,5.497787,37.8125
1.268726,0.762009,37.8125
1.275687,2.356194,37.8125
1.275687,2.356194,37.8125
1.165034,-0.000253,37.8125
1.268726,0.762009,37.8125
1.268726,0.762009,37.78125
0.0,0.0,37.8125
1.006796,2.371021,37.8125
1.275687,2.356194,37.8125
1.275687,2.356194,37.8125
1.275687,3.926991,37.84375
0.0,0.0,37.8125
0.0,0.0,37.8125
1.183551,1.892547,37.8125
0.824454,0.762009,37.8125
1.268726,0.762009,37.8125
1.275687,2.356194,37.84375
1.183551,1.892547,37.84375
0.0,0.0,37.84375
0.0,0.0,37.84375
1.275687,2.356194,37.84375
8.4e-05,0.004901,37.84375
1.275687,2.356194,37.84375
1.268726,0.762009,37.84375
8.4e-05,0.004901,37.84375
1.268726,0.762009,37.84375
1.268726,0.762009,37.875
0.824454,0.762009,37.875
1.275687,2.356194,37.875
1.162912,1.570909,37.875
0.0,0.0,37.875
8.4e-05,0.004901,37.90625
1.268726,0.762009,37.875
1.162431,-5.2e-05,37.90625
1.268726,0.762009,37.90625
0.0,0.0,37.875
0.0,0.0,37.90625
0.0,0.0,37.90625
1.275687,2.356194,37.90625
-0.0,2.677945,37.9375
1.006796,2.371021,37.90625
1.268726,0.762009,37.9375
1.275687,2.356194,37.9375
1.275687,5.497787,37.9375
0.0,0.0,37.9375
0.814841,2.368205,37.9375
8.4e-05,0.004901,37.9375
1.275687,2.356194,37.9375
0.0,0.0,37.9375
1.275687,5.497787,37.9375
0.0,0.0,37.9375
1.275687,2.356194,37.9375
1.171656,1.768359,37.96875
0.0,0.0,37.9375
1.275687,2.356194,37.96875
1.165034,-0.000253,37.96875
1.268726,0.762009,38.0
0.0,0.0,37.9375
0.0,0.0,37.96875
8.4e-05,0.004901,37.96875
0.0,0.0,37.96875
1.275687,2.356194,37.96875
0.0,0.0,38.0
1.162912,1.570909,37.96875
1.275687,2.356194,38.0
0.0,0.0,38.0
0.0,0.0,38.0
1.275687,2.356194,38.0
1.138298,0.324486,38.0
1.275687,2.356194,38.0
1.006796,2.371021,38.0
0.0,0.0,37.96875
1.268726,0.762009,38.0
1.268726,0.762009,38.0
1.256681,2.284887,38.0
1.275687,2.356194,38.0
1.275687,2.356194,38.03125
1.275687,2.356194,38.0
1.275687,2.356194,38.03125
0.814841,2.368205,38.0
1.268726,0.762009,38.03125
1.249594,2.256526,38.03125
1.268726,0.762009,38.03125
8.4e-05,0.004901,38.0
