['FSS', 1.217617, -3598143488.0, 26.25]
['FSS', 1.183551, -17014805504.0, 27.96875]
['FSS', 1.217617, -3598143488.0, 36.59375]
['FSS', 1.183551, -2.425698, 37.5625]
['FSS', 1.217617, -3598143488.0, 37.96875]
['FSS', 1.217617, -3598143488.0, 38.03125]
['FSS', 1.217617, -3598143488.0, 38.21875]
['FSS', 1.217617, -3598143488.0, 38.28125]
['FSS', 1.217617, -3598143488.0, 38.40625]
['FSS', 1.183551, -17014805504.0, 38.5625]
['FSS', 1.183551, -17014805504.0, 38.8125]
['FSS', 1.217617, -3598143488.0, 38.8125]
['FSS', -2342540.5, 2.265535, 38.9375]
['FSS', -2342540.5, 2.265535, 39.03125]
['FSS', 1.217617, -3598143488.0, 39.03125]
['FSS', 1.217617, -3598143488.0, 39.03125]
['FSS', 1.217617, -3598143488.0, 39.09375]
['FSS', -921124864000.0, -921124864000.0, 39.125]
['FSS', 1.183551, -17014805504.0, 39.25]
['FSS', -2342540.5, 2.265535, 39.25]
['FSS', 1.217617, -3598143488.0, 39.25]
['FSS', -921124864000.0, -921124864000.0, 39.3125]
['FSS', 1.217617, -3598143488.0, 39.28125]
['FSS', 1.217617, -3598143488.0, 39.3125]
['FSS', 1.217617, -3598143488.0, 39.28125]
['FSS', 1.217617, -3598143488.0, 39.28125]
['FSS', -2342540.5, 2.265535, 39.25]
['FSS', 1.183551, -17014805504.0, 39.25]
['FSS', 1.085167, -2153155584.0, 39.15625]
['FSS', 1.217617, -3598143488.0, 39.0]
['FSS', 1.183551, -17014805504.0, 39.0]
['FSS', 1.183551, -17014805504.0, 38.90625]
['FSS', 1.085167, -2153155584.0, 38.9375]
['FSS', 1.085167, -2153155584.0, 38.9375]
['FSS', 1.183551, -17014805504.0, 38.96875]
['FSS', 1.183551, -17014805504.0, 39.03125]
['FSS', 1.183551, -2.425698, 39.0625]
['FSS', 1.217617, -3598143488.0, 39.09375]
['FSS', 1.217617, -3598143488.0, 39.1875]
['FSS', -2342540.5, 2.273053, 39.21875]
['FSS', -921124864000.0, -921124864000.0, 39.21875]
['FSS', 1.217617, -3598143488.0, 39.25]
['FSS', 1.085167, -2153155584.0, 39.3125]
['FSS', 1.217617, -3598143488.0, 39.34375]
['FSS', 1.217617, -3598143488.0, 39.375]
['FSS', 1.217617, -3598143488.0, 39.40625]
['FSS', 1.217617, -3598143488.0, 39.375]
['FSS', 1.183551, -17014805504.0, 39.40625]
['FSS', 1.217617, -3598143488.0, 39.40625]
['FSS', 1.183551, -17014805504.0, 39.40625]
['FSS', 1.183551, -17014805504.0, 39.53125]
['FSS', 1.217617, -3598143488.0, 39.5625]
['FSS', -921124864000.0, -921124864000.0, 39.53125]
['FSS', 1.217617, -3598143488.0, 39.59375]
['FSS', 1.217617, -3598143488.0, 39.59375]
['FSS', -2342540.75, 2.273053, 39.625]
['FSS', 1.217617, -3598143488.0, 39.625]
['FSS', 1.217617, -3598143488.0, 39.65625]
['FSS', 1.217617, -3598143488.0, 39.65625]
['FSS', 1.217617, -3598143488.0, 39.6875]
['FSS', 1.217617, -3598143488.0, 39.65625]
['FSS', 1.217617, -3598143488.0, 39.65625]
['FSS', 1.217617, -3598143488.0, 39.6875]
['FSS', 1.152139, -3256689664.0, 39.6875]
['FSS', -921124864000.0, -921124864000.0, 39.6875]
['FSS', 1.183551, -17014805504.0, 39.6875]
['FSS', 1.217617, -3598143488.0, 39.6875]
['FSS', 1.085167, -2153155584.0, 39.6875]
['FSS', 1.217617, -3598143488.0, 39.6875]
['FSS', -2342540.5, 2.265535, 39.71875]
['FSS', 1.217617, -3598143488.0, 39.6875]
['FSS', -921124864000.0, -921124864000.0, 39.71875]
['FSS', 1.217617, -3598143488.0, 39.71875]
['FSS', 1.217617, -3598143488.0, 39.71875]
['FSS', -2342540.75, 2.273053, 39.71875]
['FSS', 1.183551, -17014805504.0, 39.71875]
['FSS', 1.085167, -2153155584.0, 39.71875]
['FSS', 1.217617, -3598143488.0, 39.75]
['FSS', 1.217617, -3598143488.0, 39.75]
['FSS', 1.217617, -3598143488.0, 39.78125]
['FSS', 1.217617, -3598143488.0, 39.75]
['FSS', 1.217617, -3598143488.0, 39.75]
['FSS', 1.217617, -3598143488.0, 39.75]
['FSS', 1.217617, -3598143488.0, 39.75]
['FSS', -2342540.5, 2.273053, 39.78125]
['FSS', -2342540.5, 2.273053, 39.78125]
