v1,v2,v3,v4
0.014625,0.015,0.015,0.014625
0.014625,0.014813,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014438,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.014813,0.014813,0.014625
0.014625,0.015,0.015,0.014438
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014438,0.014813,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014813,0.015,0.015,0.014625
0.014438,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014438
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014438
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014438,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.014813,0.014813,0.014625
0.014438,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014438
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014438
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014438
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014438
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014438,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014438,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.014813,0.014813,0.014625
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.014813,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.014813,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014438,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014438
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.014813,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.014813,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014813,0.015,0.014813,0.014813
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.014813,0.014625
0.014813,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014625,0.015188,0.015,0.014625
0.014625,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014625,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014625,0.015188,0.015,0.014813
0.014813,0.015188,0.014813,0.014625
0.014625,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015188,0.014813
0.014625,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014625
0.014813,0.015188,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014625,0.015,0.015188,0.014625
0.014813,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014813,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014625
0.014625,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014813,0.015188,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014625,0.015,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014625,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014625,0.015,0.015,0.014625
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014625
0.014625,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.015188,0.019312,0.015188,0.015188
0.015937,0.025688,0.015375,0.015188
0.015937,0.024563,0.015375,0.015188
0.015937,0.024187,0.015188,0.015188
0.015937,0.024937,0.015375,0.015188
0.016125,0.02475,0.015375,0.015188
0.015937,0.02475,0.015188,0.015188
0.015937,0.025125,0.015188,0.015188
0.016125,0.0255,0.015375,0.015188
0.015937,0.024937,0.015188,0.015375
0.015937,0.024563,0.015375,0.015375
0.015937,0.025688,0.015188,0.015188
0.015937,0.024937,0.015375,0.015188
0.015937,0.02475,0.015188,0.015188
0.016125,0.025125,0.015375,0.015188
0.015937,0.025125,0.015375,0.015188
0.015937,0.024375,0.015188,0.015188
0.015937,0.025875,0.015375,0.015188
0.016125,0.024937,0.015188,0.015375
0.015937,0.025125,0.015375,0.015375
0.015937,0.024187,0.015188,0.015188
0.015937,0.025125,0.015188,0.015375
0.015937,0.024937,0.015375,0.015188
0.015937,0.024375,0.015188,0.015188
0.015937,0.025125,0.015375,0.015188
0.016125,0.025125,0.015375,0.015188
0.015937,0.025688,0.015188,0.015188
0.015937,0.02475,0.015375,0.015188
0.015937,0.0255,0.015375,0.015188
0.015937,0.024375,0.015188,0.015188
0.015937,0.02475,0.015188,0.015188
0.015937,0.0255,0.015188,0.015188
0.016125,0.024937,0.015375,0.015188
0.015937,0.024563,0.015375,0.015188
0.015937,0.025125,0.015375,0.015375
0.016125,0.025688,0.015188,0.015188
0.015937,0.025313,0.015375,0.015188
0.015937,0.025313,0.015375,0.015375
0.015937,0.025125,0.015188,0.015188
0.015937,0.0255,0.015188,0.015188
0.015937,0.02475,0.015375,0.015188
0.015937,0.025313,0.015375,0.015188
0.015937,0.024937,0.015375,0.015188
0.015937,0.025125,0.015375,0.015188
0.015937,0.025875,0.015375,0.015375
0.015937,0.025125,0.015188,0.015188
0.015937,0.025125,0.015375,0.015188
0.015937,0.024937,0.015375,0.015375
0.015937,0.025875,0.015375,0.015188
0.015937,0.024563,0.015375,0.015188
0.015937,0.024937,0.015188,0.015188
0.015937,0.025125,0.015375,0.015188
0.015937,0.025688,0.015375,0.015188
0.015937,0.025313,0.015375,0.015188
0.015937,0.0255,0.015375,0.015188
0.015937,0.0255,0.015375,0.015375
0.015937,0.025313,0.015375,0.015188
0.015937,0.0255,0.015375,0.015375
0.015937,0.0255,0.015375,0.015188
0.015937,0.025875,0.015375,0.015188
0.015937,0.02475,0.015375,0.015188
0.015937,0.0255,0.015375,0.015375
0.015937,0.026062,0.015375,0.015188
0.015937,0.0255,0.015375,0.015188
0.015937,0.02475,0.015375,0.015188
0.015937,0.0255,0.015375,0.015188
0.015937,0.025313,0.015375,0.015375
0.015937,0.024937,0.015375,0.015188
0.015937,0.025313,0.015375,0.015188
0.016125,0.025688,0.015375,0.015188
0.015937,0.025313,0.015375,0.015188
0.015937,0.026438,0.015188,0.015375
0.015937,0.026438,0.015375,0.015188
0.015937,0.025313,0.015375,0.015188
0.015937,0.024937,0.015188,0.015375
0.015937,0.025688,0.015188,0.015188
0.015937,0.025688,0.015375,0.015188
0.015937,0.02475,0.015188,0.015188
0.016125,0.025125,0.015375,0.015188
0.015937,0.025875,0.015188,0.015375
0.015,0.01575,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014625,0.015188,0.015,0.014625
0.014813,0.015188,0.015188,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014625
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015,0.015188,0.014813
0.015,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014625,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014625
0.014625,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014625
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.015,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014625,0.015188,0.015,0.014813
0.015,0.015188,0.015188,0.014625
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.015,0.015188,0.015188,0.014813
0.014813,0.015,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.015,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.015,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015375,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
0.014813,0.015188,0.015,0.014813
0.014813,0.015188,0.015188,0.014813
