t1,t2,t3,t4
39.863499,39.89529,39.990654,40.03833
39.847603,39.89529,39.990654,40.022446
39.847603,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.847603,39.91119,39.974762,40.03833
39.847603,39.89529,39.974762,40.03833
39.847603,39.91119,39.990654,40.03833
39.847603,39.89529,39.990654,40.03833
39.847603,39.91119,39.990654,40.03833
39.847603,39.89529,39.974762,40.03833
39.847603,39.89529,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.847603,39.89529,39.990654,40.03833
39.847603,39.91119,39.990654,40.03833
39.847603,39.91119,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.89529,39.974762,40.03833
39.863499,39.91119,39.974762,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.974762,40.03833
39.863499,39.91119,39.974762,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.847603,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.91119,39.974762,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.89529,39.974762,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.847603,39.91119,39.990654,40.054226
39.863499,39.89529,39.974762,40.03833
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.879395,39.89529,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.974762,40.03833
39.863499,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.89529,39.990654,40.054226
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.879395,39.89529,39.990654,40.03833
39.879395,39.91119,39.974762,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.054226
39.863499,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.054226
39.879395,39.89529,39.990654,40.03833
39.879395,39.89529,39.990654,40.03833
39.863499,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.863499,39.89529,39.990654,40.054226
39.879395,39.89529,39.974762,40.054226
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,40.00655,40.03833
39.879395,39.91119,39.990654,40.03833
39.879395,39.89529,39.990654,40.03833
39.863499,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.863499,39.89529,40.00655,40.03833
39.879395,39.91119,39.990654,40.03833
39.879395,39.89529,39.990654,40.03833
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.879395,39.91119,40.00655,40.054226
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.974762,40.054226
39.879395,39.89529,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.03833
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.89529,39.91119,40.00655,40.054226
39.89529,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.89529,39.89529,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.879395,39.91119,40.00655,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,40.00655,40.070118
39.89529,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.879395,39.91119,40.00655,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,40.00655,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,40.00655,40.054226
39.89529,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.879395,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.89529,39.990654,40.054226
39.89529,39.89529,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.070118
39.89529,39.927074,39.990654,40.070118
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.054226
39.89529,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.054226
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.054226
39.91119,39.91119,40.00655,40.054226
39.89529,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.89529,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.054226
39.91119,39.91119,39.990654,40.054226
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.054226
39.91119,39.91119,39.990654,40.070118
39.927074,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.89529,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.927074,39.927074,39.990654,40.070118
39.927074,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.927074,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,40.00655,40.054226
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,40.00655,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.927074,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.91119,39.91119,39.990654,40.070118
39.927074,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.086014
39.927074,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.927074,40.00655,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,40.00655,40.070118
39.927074,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.91119,39.91119,40.00655,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,40.00655,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.070118
39.91119,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.91119,39.91119,39.990654,40.086014
39.927074,39.91119,39.990654,40.070118
39.927074,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.086014
39.927074,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,39.990654,40.086014
39.927074,39.91119,39.990654,40.086014
39.91119,39.91119,40.00655,40.086014
39.927074,39.91119,39.990654,40.086014
39.91119,39.91119,40.00655,40.070118
39.91119,39.91119,39.990654,40.070118
39.91119,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,39.990654,40.086014
39.91119,39.927074,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,39.990654,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.927074,39.990654,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,39.990654,40.086014
39.927074,39.927074,40.00655,40.086014
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.94297,39.927074,40.00655,40.070118
39.927074,39.91119,40.00655,40.086014
39.927074,39.927074,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.086014
39.927074,39.91119,39.990654,40.086014
39.94297,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.086014
39.927074,39.927074,40.00655,40.086014
39.927074,39.927074,40.00655,40.070118
39.927074,39.91119,40.00655,40.070118
39.927074,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.927074,39.927074,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.927074,39.927074,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.927074,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.927074,39.927074,40.00655,40.086014
39.927074,39.927074,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.927074,39.91119,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.927074,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
39.94297,39.91119,40.00655,40.086014
