mx,my,mz,temp
202.266678,434.933319,75.199997,29.316406
204.133331,426.666687,66.933334,29.316406
202.133331,431.199982,84.533325,29.316406
203.199997,426.666687,63.866669,29.316406
207.333344,430.266693,82.666664,29.316406
202.666656,430.133331,66.400002,29.316406
204.799988,428.399994,83.333328,29.316406
201.333328,428.666656,65.866669,29.3125
203.46666,429.733307,84.0,29.3125
202.933334,433.600006,68.933334,29.3125
204.666672,424.266663,80.133331,29.3125
203.066681,432.400024,66.133331,29.3125
204.133331,425.200012,84.799995,29.3125
205.733337,433.466675,73.599998,29.3125
202.266678,423.600006,74.133331,29.3125
203.199997,432.133331,72.133331,29.3125
203.066681,424.799988,76.400002,29.3125
204.400009,433.200012,79.466667,29.3125
202.666656,424.266663,68.800003,29.3125
204.533325,432.666656,76.799995,29.3125
199.466675,424.799988,73.066666,29.308594
203.733337,429.866669,84.666664,29.3125
201.200012,427.866669,64.26667,29.308594
206.666656,430.666656,82.266663,29.308594
200.666672,426.266663,67.333328,29.308594
204.533325,427.866669,83.066666,29.308594
200.0,429.866669,67.199997,29.308594
206.933319,426.933319,82.533333,29.308594
200.0,431.866699,68.0,29.308594
204.0,424.533356,80.0,29.308594
202.0,431.199982,68.0,29.304688
207.46666,424.666687,80.133331,29.308594
199.599991,432.133331,70.800003,29.308594
202.266678,425.733337,72.399994,29.308594
204.266663,428.93335,75.199997,29.304688
202.800003,425.466644,75.333336,29.308594
201.733337,429.866669,71.73333,29.304688
203.333344,427.599976,68.533333,29.308594
207.199997,428.666656,77.333328,29.304688
202.800003,427.866669,70.533333,29.308594
202.666656,428.800018,79.599998,29.304688
199.733337,430.800018,68.0,29.304688
206.666656,424.533356,79.866669,29.304688
202.399994,432.266663,69.199997,29.304688
205.200012,425.333313,80.266663,29.304688
202.266678,433.733337,74.533333,29.304688
204.400009,423.600006,75.333336,29.304688
200.800003,431.600006,74.533333,29.308594
204.0,424.399994,75.866669,29.304688
200.93335,430.533325,81.199997,29.304688
202.399994,425.066681,69.599998,29.304688
204.133331,431.466675,78.933334,29.304688
201.466675,425.200012,70.666664,29.304688
206.266663,424.399994,76.400002,29.300781
200.93335,431.866699,71.73333,29.300781
206.933319,423.866638,77.466667,29.300781
200.266663,430.93335,69.199997,29.300781
206.266663,425.733337,77.199997,29.300781
199.199997,430.400024,70.133331,29.300781
206.933319,426.933319,77.600006,29.300781
201.600006,432.0,72.0,29.300781
203.333344,428.0,73.066666,29.300781
202.666656,428.800018,76.533333,29.300781
204.933334,427.06665,71.199997,29.300781
202.0,430.800018,78.0,29.300781
206.399994,430.0,68.533333,29.300781
201.866669,427.200012,78.533333,29.296875
207.066666,428.93335,66.533333,29.296875
201.733337,427.733337,83.066666,29.296875
202.399994,431.733337,70.400002,29.296875
205.066666,425.600006,77.066666,29.296875
202.933334,430.533325,69.866669,29.296875
202.266678,426.666687,79.466667,29.300781
202.266678,432.400024,74.0,29.296875
203.866669,425.600006,74.0,29.296875
204.799988,430.266693,72.666672,29.296875
201.600006,426.133362,76.533333,29.296875
201.600006,430.800018,75.599998,29.296875
204.400009,426.0,73.466667,29.296875
203.46666,430.800018,76.0,29.296875
203.066681,427.06665,73.466667,29.296875
204.0,429.199982,79.466667,29.296875
202.133331,427.200012,69.199997,29.292969
203.866669,428.93335,78.800003,29.296875
205.599991,430.93335,71.466667,29.296875
205.599991,427.333344,69.066666,29.296875
202.399994,430.400024,77.199997,29.296875
204.400009,426.533325,72.800003,29.296875
203.333344,430.666656,76.133331,29.296875
204.533325,427.866669,70.933334,29.296875
202.399994,429.333344,78.533333,29.292969
202.399994,426.266663,70.533333,29.292969
203.600006,429.333344,78.0,29.292969
206.133331,429.06665,68.666672,29.292969
200.533325,427.06665,80.400002,29.292969
205.733337,427.866669,67.066666,29.292969
205.066666,428.133301,77.866669,29.292969
200.400009,427.200012,73.466667,29.292969
205.599991,430.400024,75.466667,29.292969
202.266678,428.399994,75.466667,29.292969
206.0,428.266663,74.933334,29.292969
204.533325,426.266663,75.599998,29.289062
205.866669,429.866669,73.333336,29.289062
200.666672,426.933319,75.333336,29.292969
205.333328,429.599976,74.800003,29.292969
205.599991,426.666687,76.0,29.292969
202.933334,429.333344,72.399994,29.292969
204.799988,426.0,75.73333,29.289062
204.266663,429.333344,72.666672,29.289062
205.599991,427.200012,75.199997,29.292969
203.199997,430.400024,74.26667,29.289062
202.0,427.333344,75.199997,29.289062
206.933319,428.93335,70.933334,29.292969
206.133331,429.06665,71.866669,29.289062
202.933334,429.866669,76.666664,29.289062
203.066681,428.533325,74.133331,29.289062
203.46666,429.599976,74.933334,29.289062
205.200012,428.266663,73.866669,29.289062
202.0,427.866669,75.73333,29.289062
205.599991,427.333344,73.466667,29.285156
200.533325,427.599976,78.26667,29.289062
205.333328,428.666656,75.866669,29.289062
200.400009,427.200012,74.666664,29.289062
205.466675,428.133301,73.866669,29.289062
200.0,427.06665,75.333336,29.285156
203.199997,426.133362,72.933334,29.289062
204.666672,431.733337,76.533333,29.289062
201.333328,427.866669,74.800003,29.285156
205.733337,430.400024,75.333336,29.289062
203.600006,426.266663,70.800003,29.289062
205.866669,430.266693,77.199997,29.285156
200.533325,426.799988,75.466667,29.285156
206.399994,430.133331,75.466667,29.285156
204.933334,425.733337,73.200005,29.285156
204.400009,430.133331,74.533333,29.285156
203.46666,425.866669,72.933334,29.285156
205.733337,429.866669,74.933334,29.285156
204.266663,427.599976,73.466667,29.285156
202.0,428.133301,76.799995,29.285156
203.866669,426.666687,70.0,29.285156
200.666672,428.133301,78.0,29.285156
204.266663,431.199982,74.26667,29.285156
201.733337,427.599976,73.599998,29.285156
204.266663,426.799988,73.866669,29.285156
201.200012,428.93335,75.066666,29.285156
207.733322,432.400024,76.133331,29.28125
201.333328,427.599976,73.733337,29.285156
206.53334,430.93335,73.333336,29.285156
204.133331,426.933319,75.466667,29.285156
208.266663,429.199982,73.333336,29.285156
202.666656,428.399994,73.066666,29.28125
204.133331,427.466675,75.73333,29.285156
201.733337,428.266663,73.333336,29.285156
205.066666,429.599976,76.799995,29.28125
202.933334,426.799988,72.800003,29.28125
205.599991,427.466675,76.0,29.28125
198.399994,427.200012,76.0,29.28125
204.799988,427.06665,76.133331,29.28125
199.866653,429.333344,70.400002,29.28125
204.933334,427.333344,75.333336,29.28125
202.266678,430.266693,72.666672,29.28125
202.53334,424.533356,74.800003,29.28125
203.199997,430.800018,73.866669,29.28125
204.533325,426.0,73.866669,29.28125
202.933334,433.733337,76.133331,29.28125
205.333328,427.200012,72.933334,29.28125
202.666656,430.0,77.866669,29.28125
207.066666,426.266663,69.866669,29.277344
203.733337,431.600006,78.666672,29.28125
203.866669,430.533325,71.466667,29.28125
203.600006,426.533325,75.333336,29.28125
203.46666,428.666656,71.466667,29.277344
204.533325,428.0,76.400002,29.28125
205.333328,433.200012,76.533333,29.277344
201.200012,424.266663,76.933334,29.28125
204.533325,431.866699,71.599998,29.28125
200.666672,424.933319,77.333328,29.277344
206.800003,434.266663,77.733337,29.277344
201.733337,422.666656,72.800003,29.277344
204.933334,433.066681,76.0,29.277344
201.333328,424.266663,74.133331,29.277344
203.199997,433.200012,78.933334,29.277344
202.53334,424.133331,70.933334,29.277344
206.399994,431.733337,77.733337,29.277344
199.866653,424.933319,72.933334,29.277344
203.46666,428.0,81.333328,29.277344
200.93335,427.599976,68.933334,29.277344
204.933334,429.466675,80.533333,29.277344
201.066666,426.266663,69.866669,29.277344
203.600006,426.933319,77.199997,29.273438
201.600006,430.266693,70.800003,29.277344
203.066681,424.0,71.199997,29.273438
203.333344,433.866638,78.666672,29.277344
205.466675,425.600006,67.733337,29.273438
203.199997,429.733307,82.0,29.273438
200.266663,426.799988,67.733337,29.273438
204.666672,430.533325,79.599998,29.273438
203.066681,430.0,70.133331,29.273438
204.266663,427.599976,78.933334,29.273438
202.666656,429.733307,69.466667,29.273438
204.933334,427.466675,79.599998,29.273438
206.933319,433.600006,71.066666,29.273438
200.800003,424.133331,78.666672,29.273438
203.199997,431.866699,69.199997,29.273438
201.466675,424.133331,80.266663,29.273438
205.333328,434.133331,76.933334,29.273438
202.0,424.266663,71.599998,29.273438
204.400009,431.199982,76.533333,29.273438
202.399994,425.066681,73.466667,29.273438
208.266663,430.93335,80.266663,29.269531
199.06665,425.466644,70.266663,29.273438
208.666672,431.199982,77.600006,29.269531
201.200012,426.533325,73.066666,29.269531
205.866669,427.866669,80.400002,29.273438
200.533325,427.200012,68.666672,29.269531
204.799988,430.266693,80.666664,29.265625
201.333328,428.133301,68.533333,29.273438
204.799988,427.333344,80.800003,29.269531
202.133331,430.133331,68.0,29.269531
205.599991,427.466675,80.400002,29.269531
198.533325,430.533325,70.0,29.269531
202.53334,423.200012,78.666672,29.269531
202.266678,432.400024,72.399994,29.269531
203.866669,423.866638,75.599998,29.269531
201.466675,434.133331,73.466667,29.269531
201.333328,427.06665,69.866669,29.265625
203.199997,430.666656,79.733337,29.269531
202.0,425.066681,69.733337,29.265625
202.53334,432.799988,79.333336,29.269531
200.93335,431.866699,68.666672,29.269531
203.46666,427.06665,81.466667,29.269531
205.200012,429.333344,64.933334,29.269531
204.533325,428.533325,81.599998,29.265625
201.066666,435.333313,71.466667,29.265625
204.266663,421.600006,78.133331,29.269531
203.46666,433.733337,69.866669,29.265625
204.133331,422.799988,79.066666,29.265625
202.666656,436.0,74.400002,29.269531
204.533325,420.800018,73.200005,29.265625
199.06665,433.733337,73.066666,29.269531
204.533325,422.533325,77.199997,29.265625
202.133331,432.400024,75.866669,29.265625
205.066666,420.400024,70.800003,29.265625
200.93335,434.933319,74.533333,29.265625
205.599991,419.733307,75.199997,29.265625
203.866669,431.466675,79.333336,29.265625
202.666656,424.933319,68.400002,29.265625
200.533325,433.200012,81.866669,29.265625
204.666672,423.200012,66.0,29.265625
203.333344,428.0,83.46666,29.265625
203.066681,430.133331,66.133331,29.261719
203.866669,429.866669,82.666664,29.261719
202.933334,425.866669,66.400002,29.265625
207.066666,424.399994,82.0,29.261719
200.93335,431.199982,67.333328,29.261719
206.0,426.399994,82.266663,29.261719
203.199997,431.333344,64.933334,29.265625
207.600006,420.400024,76.266663,29.261719
198.266663,433.200012,71.333328,29.261719
205.866669,423.866638,82.133331,29.261719
201.066666,433.866638,68.533333,29.261719
200.133347,427.466675,65.866669,29.261719
206.53334,430.800018,83.199997,29.261719
200.93335,429.599976,66.133331,29.261719
204.933334,428.133301,81.866669,29.261719
198.933334,433.600006,71.333328,29.261719
208.266663,424.266663,79.733337,29.261719
196.266663,431.06665,69.066666,29.265625
207.333344,427.466675,83.599998,29.257812
205.466675,434.0,80.933334,29.261719
201.600006,424.133331,66.266663,29.261719
205.466675,432.93335,78.933334,29.261719
200.133347,424.666687,68.800003,29.261719
205.066666,431.466675,84.266663,29.261719
199.866653,428.533325,65.066666,29.257812
208.533325,430.133331,81.866669,29.261719
198.0,429.06665,68.400002,29.261719
206.399994,425.333313,82.399994,29.257812
201.200012,430.533325,66.400002,29.257812
206.266663,428.133301,84.799995,29.257812
200.533325,430.533325,65.466667,29.257812
206.0,423.733337,73.599998,29.257812
202.266678,433.066681,74.400002,29.261719
206.933319,421.733337,73.333336,29.257812
200.0,433.466675,74.933334,29.257812
204.400009,426.133362,67.733337,29.257812
203.46666,431.06665,80.0,29.257812
204.133331,423.866638,66.0,29.257812
203.066681,433.066681,78.533333,29.257812
200.400009,429.733307,66.666664,29.257812
205.466675,429.466675,80.400002,29.257812
202.53334,427.466675,67.066666,29.257812
202.0,430.533325,82.266663,29.257812
198.533325,430.93335,68.800003,29.257812
207.733322,426.666687,79.599998,29.257812
201.466675,432.0,66.533333,29.257812
205.066666,426.799988,82.0,29.253906
201.600006,433.600006,68.666672,29.257812
207.600006,423.600006,81.199997,29.257812
200.93335,433.733337,68.26667,29.257812
206.933319,422.93335,81.066666,29.257812
199.199997,432.266663,74.933334,29.253906
208.133331,422.400024,72.133331,29.257812
201.200012,433.600006,76.400002,29.257812
205.200012,420.800018,73.466667,29.253906
203.199997,431.600006,78.26667,29.253906
204.266663,424.266663,69.066666,29.257812
203.733337,432.93335,79.333336,29.253906
202.800003,421.600006,69.733337,29.253906
204.133331,427.733337,81.866669,29.253906
204.799988,428.800018,63.866669,29.253906
200.93335,430.133331,84.0,29.253906
203.733337,426.533325,64.666664,29.253906
204.933334,424.266663,82.0,29.253906
202.666656,431.466675,66.799995,29.253906
203.46666,427.599976,84.533325,29.253906
202.0,429.06665,66.0,29.253906
206.399994,422.93335,80.400002,29.25
202.399994,433.333313,68.400002,29.25
203.066681,424.933319,82.399994,29.253906
205.066666,431.733337,66.133331,29.253906
206.666656,422.93335,73.200005,29.25
201.600006,433.866638,71.466667,29.25
203.066681,423.066681,74.800003,29.25
203.600006,431.733337,73.466667,29.25
203.199997,423.866638,68.133331,29.25
203.866669,432.400024,80.266663,29.25
202.133331,425.600006,68.0,29.25
204.666672,432.0,76.666664,29.25
201.466675,428.666656,63.333336,29.25
202.266678,429.599976,85.600006,29.25
202.933334,425.733337,66.799995,29.25
205.733337,431.06665,79.599998,29.246094
201.333328,429.333344,66.933334,29.25
206.53334,427.466675,82.266663,29.25
201.333328,430.400024,68.933334,29.25
206.133331,426.666687,82.266663,29.25
205.200012,431.600006,67.600006,29.25
204.0,425.600006,81.599998,29.25
201.600006,430.800018,66.266663,29.25
206.800003,426.399994,80.666664,29.25
204.266663,430.800018,74.400002,29.25
202.266678,425.466644,76.0,29.25
202.266678,430.266693,71.066666,29.25
203.066681,427.200012,78.400002,29.25
204.133331,429.599976,77.466667,29.25
200.533325,426.933319,73.733337,29.25
206.0,429.466675,74.800003,29.246094
201.200012,426.266663,75.73333,29.25
206.266663,429.06665,80.400002,29.246094
201.466675,426.666687,68.666672,29.246094
205.599991,427.866669,79.733337,29.25
201.733337,427.599976,70.266663,29.246094
204.266663,429.599976,81.333328,29.246094
201.866669,427.200012,66.666664,29.246094
205.200012,429.466675,81.066666,29.246094
204.933334,431.600006,69.599998,29.246094
203.733337,426.399994,68.400002,29.25
204.933334,424.799988,75.599998,29.246094
202.933334,431.199982,69.199997,29.246094
203.199997,426.533325,79.066666,29.246094
201.600006,430.800018,73.066666,29.246094
203.46666,426.0,74.0,29.246094
204.266663,429.599976,74.933334,29.246094
204.133331,429.199982,74.933334,29.246094
204.533325,428.93335,79.599998,29.246094
201.200012,427.333344,71.73333,29.246094
206.53334,428.800018,75.333336,29.246094
202.666656,429.06665,71.866669,29.246094
205.733337,429.06665,79.466667,29.246094
202.266678,429.06665,69.199997,29.246094
204.933334,426.799988,79.066666,29.246094
201.066666,427.866669,69.733337,29.246094
204.933334,428.133301,79.866669,29.246094
200.266663,429.466675,70.533333,29.246094
208.0,427.599976,76.0,29.246094
199.733337,429.733307,72.933334,29.242188
205.333328,429.599976,74.800003,29.242188
202.399994,430.666656,73.066666,29.242188
205.333328,428.266663,75.466667,29.242188
201.200012,429.733307,72.800003,29.246094
205.066666,430.133331,73.866669,29.242188
203.600006,426.666687,75.066666,29.242188
206.53334,428.800018,70.266663,29.242188
206.0,428.0,78.933334,29.242188
206.0,429.199982,68.133331,29.242188
204.266663,430.133331,77.466667,29.246094
203.199997,426.133362,69.599998,29.242188
203.866669,429.733307,77.866669,29.242188
206.666656,426.133362,74.400002,29.242188
202.800003,430.800018,75.333336,29.242188
202.666656,427.06665,73.733337,29.242188
206.53334,430.0,73.466667,29.238281
205.200012,427.200012,71.333328,29.242188
203.600006,429.06665,76.933334,29.242188
204.0,426.0,74.666664,29.242188
203.066681,430.400024,75.066666,29.242188
205.066666,425.200012,75.73333,29.242188
203.066681,429.866669,72.0,29.242188
204.0,425.333313,73.599998,29.242188
204.400009,429.466675,73.333336,29.242188
207.066666,428.93335,71.73333,29.242188
201.066666,427.733337,75.73333,29.242188
205.599991,427.866669,71.73333,29.242188
202.399994,429.199982,73.333336,29.238281
203.46666,427.866669,74.26667,29.238281
204.0,428.666656,75.866669,29.242188
203.733337,429.866669,75.866669,29.242188
203.866669,426.933319,74.0,29.238281
205.599991,426.533325,72.666672,29.238281
206.133331,428.266663,74.26667,29.238281
201.600006,428.0,77.199997,29.238281
205.200012,426.933319,70.933334,29.238281
204.266663,425.866669,71.73333,29.242188
202.800003,429.599976,75.73333,29.238281
202.53334,426.399994,73.200005,29.238281
203.600006,428.93335,74.26667,29.238281
204.400009,426.399994,73.200005,29.238281
201.466675,430.0,74.26667,29.238281
203.199997,426.533325,70.666664,29.238281
204.400009,429.466675,75.333336,29.238281
206.133331,426.799988,72.399994,29.238281
200.800003,428.533325,73.599998,29.238281
205.866669,426.666687,74.133331,29.238281
202.666656,431.600006,73.733337,29.238281
203.866669,428.266663,74.800003,29.238281
203.333344,429.599976,73.466667,29.234375
203.866669,427.866669,75.599998,29.238281
201.333328,430.266693,73.066666,29.238281
199.599991,425.333313,76.266663,29.238281
206.666656,431.733337,71.73333,29.238281
203.46666,427.733337,74.133331,29.234375
202.266678,430.666656,73.866669,29.234375
201.866669,424.799988,72.933334,29.234375
205.866669,431.466675,76.799995,29.238281
202.933334,427.599976,74.666664,29.234375
204.400009,430.133331,75.466667,29.234375
198.399994,427.333344,73.866669,29.234375
207.733322,430.133331,74.933334,29.238281
199.733337,426.266663,75.866669,29.234375
205.866669,427.866669,75.599998,29.234375
202.266678,426.266663,70.0,29.234375
206.266663,428.800018,77.066666,29.234375
200.93335,428.399994,70.133331,29.234375
206.133331,425.866669,76.799995,29.234375
203.600006,431.733337,72.399994,29.234375
207.733322,425.200012,73.599998,29.234375
199.199997,432.799988,74.400002,29.234375
206.666656,425.866669,74.666664,29.234375
203.066681,430.800018,72.266663,29.234375
204.933334,425.200012,76.533333,29.234375
202.933334,432.666656,72.933334,29.234375
205.733337,423.466675,75.066666,29.230469
205.066666,431.199982,75.466667,29.234375
203.733337,426.133362,73.333336,29.234375
200.93335,432.93335,78.533333,29.230469
206.133331,424.266663,68.800003,29.230469
205.599991,429.333344,76.666664,29.230469
202.133331,427.466675,70.800003,29.230469
204.933334,430.0,78.933334,29.234375
204.666672,426.133362,70.133331,29.230469
206.800003,424.533356,78.0,29.234375
202.53334,431.866699,69.733337,29.230469
205.066666,425.466644,78.800003,29.234375
204.133331,430.0,68.533333,29.230469
204.133331,422.666656,73.866669,29.230469
204.933334,434.0,72.933334,29.230469
203.46666,423.200012,76.666664,29.230469
